kir_asian_pooled_p75_se
0.063318469
0.053215127
""
""
""
""
""
0.038077846
""
""
""
""
""
""
""
0.046241917
0.080819346
""
""
""
""
""
0.053769503
0.069515266
""
0.090506464
""
0.051145002
""
""
""
""
""
""
0.065642297
0.10413954
0.017068524
""
0.08953464
""
0.029006433
0.062101603
""
""
0.015930953
""
""
0.073632285
0.026170151
""
0.022976968
0.04183517
""
""
""
""
""
0.085677527
0.027618608
""
0.080420211
""
0.033891629
""
""
""
""
0.17355056
0.15231118
0.010623235
""
""
""
""
0.027077535
""
""
0.033614483
0.09853977
0.044398546
0.046719708
""
""
0.074478254
""
""
""
""
""
0.051420588
""
""
""
""
""
""
""
0.032744695
0.051157802
0.061670605
""
""
""
0.005238005
0.034751642
0.06892246
0.010639819
0.038829997
0.12951265
0.04857346
0.034195818
""
""
""
0.033722349
""
""
""
""
""
""
""
""
""
""
""
0.071617626
0.04444452
0.073448658
""
""
""
""
0.062013812
""
""
0.07038825
""
""
""
""
""
0.10776417
""
""
0.052736979
""
""
""
""
""
""
""
0.062240168
""
""
0.083089948
0.069397233
""
""
""
""
""
""
""
""
""
""
0.071546249
""
0.018308582
""
""
0.056959335
0.1319467
""
0.022338137
""
""
""
0.066899046
""
0.025764152
0.10167749
""
0.13616803
0.0024718868
""
0.079723641
0.021892047
0.068211436
0.11047417
0.0033073495
0.070284195
0.020355197
0.0077527682
0.096973851
0.03731744
0.031542912
""
0.0090075014
0.016953161
0.049289498
0.062923014
0.0013820739
0.028110122
0.012888954
""
0.054247886
0.017469974
""
""
0.0091946917
0.015287015
0.046825994
0.002313396
0.01219966
""
0.0047985958
0.0045151752
0.032768223
0.0039565107
0.002661071
0.0025572891
0.0058523268
0.01709122
0.0033600675
0.010404538
0.0020356949
0.014719037
0.031360831
""
0.08225438
0.0045037963
0.010751628
0.011539985
0.021893719
0.063887432
""
0.014704457
0.066207893
0.0054948209
0.013924997
0.038239092
0.012710606
""
0.0080614462
""
""
""
0.014015472
0.027611719
""
""
""
""
""
""
""
""
0.014891719
""
0.017428296
""
""
0.011664707
0.090812989
0.071764618
""
""
""
""
""
""
0.0097247576
""
""
""
0.07745599
0.021577466
""
""
""
0.039405625
""
""
""
0.070054576
0.12544778
""
""
""
""
""
""
0.040737733
""
""
""
""
""
""
""
""
""
""
0.027713558
""
0.0068146251
0.0079212124
0.022315186
0.022230204
0.0095737297
0.015557365
0.024918286
0.039204039
0.025921578
0.010041776
0.032969277
0.017727185
0.017173054
""
0.02926518
""
0.013446916
0.0068938225
""
0.02989785
0.035431515
0.018252512
0.037594799
0.051542189
0.082403846
""
0.0079356497
0.016705818
0.04723908
""
0.072517127
""
""
""
""
0.17887805
0.15887973
0.038409036
0.034417588
0.0086189937
""
0.03958476
0.099806212
""
""
0.028999491
0.018592933
0.020622902
""
""
""
0.023871647
0.03159254
0.036204118
0.0085426942
0.043530751
0.06684044
0.020732099
0.091995165
0.0078728246
0.021413881
0.0090435641
0.02093162
0.011046337
0.016855543
0.093404405
0.03143806
0.02655373
0.03208486
0.022854066
0.011514516
0.076635897
""
""
""
0.020414149
""
0.095766783
""
""
""
""
""
0.065432355
""
0.033623785
0.049012121
""
""
0.028713176
""
""
""
0.094492652
0.085206553
""
""
""
0.044737279
""
0.048983444
0.065640531
""
0.021454025
0.072422192
""
0.030891396
0.03307981
""
0.013455957
""
0.0092944503
""
0.12495758
0.014979368
""
0.042662859
""
0.069151029
""
""
""
0.010590516
""
""
0.046546437
0.033776049
""
""
0.076574214
""
""
""
