proginc_other_male_p100
""
""
""
-0.076170713
""
""
-0.010778577
""
""
""
""
-0.013400333
""
""
""
""
""
""
""
""
""
0.007981916
""
""
0.0032838266
""
""
-0.0051511307
-0.033287171
""
""
""
0.053202581
-0.02629571
""
0.028470268
""
""
""
""
""
""
""
""
""
""
-0.014702266
""
7.670078e-05
""
""
""
""
""
""
-0.0037085228
""
""
""
""
""
0.010213912
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0023147748
""
""
""
""
-0.0065177898
""
""
0.0027487262
-0.0025988261
""
""
""
""
""
""
""
""
""
-0.011407211
0.0033956147
0.11818312
-0.039503995
0.0057779746
""
0.0043769055
0.0022433179
0.016319474
0.033065453
""
""
""
""
-0.0046177628
""
0.1917195
-0.013836207
""
""
""
""
""
""
""
""
""
-0.00046150261
""
""
""
""
0.041519273
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0040724589
""
""
0.010974728
0.0015730197
""
""
""
""
""
""
""
-0.038416497
""
-0.0012415808
""
""
""
0.01893362
0.0010246993
0.099535346
""
0.0020894741
""
""
0.11118527
0.091169298
""
""
""
""
0.052922122
""
""
0.034462042
""
""
""
""
""
0.0095518064
0.11007059
""
""
""
""
""
-0.069020793
""
0.10129698
""
""
""
""
0.0090667838
0.003641187
""
""
""
""
0.036942217
""
""
0.039553028
-0.033073444
0.0066387956
0.034987777
""
""
""
""
""
""
-0.037500758
""
""
""
0.003016169
-0.015363841
0.0087906234
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.069038108
""
""
-0.0013731851
-0.020180963
""
""
""
""
""
-0.010838738
""
-0.023891963
""
0.013214349
-3.8825314e-05
0.030293753
-0.00023410245
0.010225305
0.089087129
0.0021422219
-0.0042660381
0.0012709969
-0.0030331798
""
""
""
""
""
-0.0011476049
""
""
""
-0.013138861
""
""
0.017843263
0.025821924
""
0.10546073
0.049134031
""
""
""
""
""
""
""
""
""
""
""
""
0.013166416
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0097303586
""
""
""
""
""
""
0.025574893
""
""
""
""
0.039031595
""
""
""
""
0.02608181
0.12188657
-0.054785732
""
0.0041720495
0.0017732888
""
""
-0.00068006682
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.028960014
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.086431079
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0086034657
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.012319223
""
""
""
""
""
""
-0.0097938804
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.00034571465
-0.0011954689
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.083514906
-0.0065391115
0.0031772517
""
""
""
""
-0.017196747
""
0.010313935
""
""
""
""
""
""
0.015615677
""
0.046833556
""
""
-0.072074421
-0.00084219052
0.0086017745
""
0.085505612
-0.01603994
""
""
-0.018935874
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.002813305
""
-0.0015027922
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0018484977
-0.00023831934
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.11382367
0.018352881
0.020125568
""
""
""
""
-0.033712849
""
""
-0.019790927
""
""
0.016633416
""
""
""
""
""
0.023561759
""
""
""
""
""
""
""
""
""
""
""
""
0.034768529
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0062801894
0.0023128574
-0.002869484
""
""
""
""
""
0.08222314
""
0.011778807
""
0.0035697052
-0.046179168
""
""
""
""
""
0.017684771
""
""
0.056386091
""
""
""
""
""
""
""
0.0048191859
0.00016161831
""
-0.037206091
""
""
""
""
""
""
""
""
""
-0.015866589
0.01925781
0.0024316695
""
0.18448965
0.031636365
-0.005201221
0.0030911907
0.0030890214
0.020118369
-0.00079548254
""
""
""
0.0068747597
-0.011333849
0.018971525
0.013799435
""
""
0.015464858
""
0.06070989
0.016819358
""
""
""
""
0.0024588553
""
0.16613893
-0.0047228788
""
0.082258612
""
-0.0099245543
0.016056674
""
""
""
""
""
""
""
""
0.0057780547
