kir_native_hisp_male_mean_se
0.041518226
""
""
0.032789003
0.031617109
""
0.023192661
""
""
0.049096189
0.040851932
0.020241924
""
""
0.031886455
""
""
0.035239544
""
""
0.027518652
0.017194984
0.033430912
0.059681714
0.020164598
""
0.030729827
0.024772152
0.017053442
""
""
0.039390408
0.021609748
0.020298393
""
0.027956715
""
""
""
""
0.034853823
""
""
""
""
""
0.016379634
0.048463803
0.029968332
0.053051103
0.027404677
0.033407331
0.041299433
""
""
0.027180633
""
""
""
0.045747407
""
0.02724676
""
""
""
""
""
""
""
""
""
""
""
0.044711951
""
""
0.061421685
0.044338256
""
0.024299009
""
0.033648539
""
0.045675687
0.020080497
0.043007385
0.070574649
0.028520346
0.026663294
0.042715624
0.052103542
""
""
0.037732229
""
""
0.049617454
0.038275901
0.0089831883
0.017961988
0.019470342
0.0068396153
0.012000833
0.015188837
0.01841969
0.0089960797
0.01805979
0.01611343
0.043815672
0.024650009
0.034999955
0.042917199
0.026717564
""
0.024912538
0.026229909
0.024852181
""
""
""
0.037141718
""
""
0.03723431
""
0.031773303
0.028596306
""
""
""
0.012305672
""
0.047084264
""
0.037921794
""
0.02979484
0.02323637
""
0.060671378
0.034306251
0.041512486
""
""
0.041128486
""
0.037810873
""
""
""
""
0.032727849
""
""
0.019122038
0.034891736
""
0.038239881
""
""
""
""
0.031221669
0.014043615
""
0.0097943097
0.065745801
""
0.043639582
0.019415194
0.0078498041
0.016843697
0.02915889
0.014699289
0.040530168
0.030549012
0.018621312
0.010601368
0.042406395
0.057432808
""
0.037082549
0.02123395
""
""
0.021097977
""
""
0.032534104
""
""
0.033774197
0.022674898
""
""
""
0.020836551
0.031431232
0.013690846
0.025980948
0.018155294
0.020653246
0.045406401
0.043585036
0.029034061
0.020542756
0.019789891
0.063364647
0.061864194
0.027158108
0.046262473
0.050757699
""
""
0.011479825
0.033993732
0.016877785
0.013024081
0.074804239
""
""
""
""
""
0.01892201
0.046474706
0.051944867
0.034749251
0.021246562
0.027059164
0.023776349
0.043168306
""
0.05880852
""
""
""
0.058597434
""
""
0.037930045
0.051488806
""
0.033720937
""
""
0.053840935
0.018897381
0.050908696
0.048558705
0.011621169
0.036115002
0.041029148
""
0.031310681
0.046672057
0.036620285
0.019645834
0.042453907
0.019394157
0.046891723
0.017943129
0.013941196
0.017148307
0.015327729
0.0043615811
0.013726942
0.006920978
0.0080313813
0.023364356
0.030315941
0.052517653
""
0.048491977
""
""
0.030211536
0.043252453
""
0.041604575
0.01740641
""
""
0.010458044
0.02097296
0.070820488
0.021101991
0.0092201727
0.045207106
0.042451754
""
""
""
0.061896361
0.066241257
0.038836163
""
0.040493015
0.035225984
0.033332385
0.010931782
""
0.040860943
0.032537118
0.031371631
0.053709298
""
0.053191505
0.038933847
""
0.025326882
0.039874047
""
0.031072702
0.020862237
0.029719952
""
0.030298525
0.027061515
0.036683083
0.033923354
0.020273125
0.049067341
""
""
0.033912297
0.03202172
0.045860067
0.040756989
0.017475065
""
0.017493218
0.015596103
0.0097536892
0.030387398
0.0046019452
0.016392095
0.038610566
0.050735921
0.013977516
""
