kir_native_hisp_female_p100
0.80423087
0.58360368
""
0.49522895
0.56865352
""
0.50725317
""
""
0.40638146
0.69657427
0.52895588
""
0.51138145
0.51794833
""
""
0.73725569
""
""
0.3105891
0.56937897
0.65651762
0.61687273
0.61096442
""
0.51736826
0.41680685
0.61684841
""
""
0.3969698
0.58160704
0.38135651
""
0.46353498
""
0.51979125
""
""
0.69742954
""
""
""
""
""
0.65652758
0.50666308
0.57138884
0.4330017
0.64125806
0.65130222
0.80220592
""
""
0.72373271
""
""
""
0.74639362
""
0.6474815
""
""
""
""
""
""
""
""
""
""
""
0.5881657
""
""
0.75423783
""
""
0.62525886
0.97437906
0.57099551
""
0.8912617
0.58909893
0.50905371
0.3724038
0.69409907
0.66615343
0.33807305
0.54145473
""
""
0.7169323
""
""
0.62007409
0.32282254
0.65468502
0.66073561
0.56466389
0.61648899
0.54883653
0.59457636
0.68733215
0.60901016
0.52574825
0.63298064
0.32309297
0.52444208
0.60009086
0.80095297
0.73891288
""
0.44804865
0.4802103
0.62581712
""
""
""
0.69870991
""
""
0.74062258
""
0.65806872
0.6012733
""
""
""
0.60433161
""
0.58231735
""
0.31829888
""
0.3346943
0.68493199
""
0.49174535
0.6158483
0.49425632
""
""
0.68578178
""
0.62750328
""
""
""
0.601206
0.55101395
""
""
0.58957833
0.77110368
""
0.49835962
""
""
""
""
0.52197599
0.61573499
""
0.64616156
0.90552068
0.87142128
""
0.48711747
0.56166899
0.63409537
0.55051094
0.54092747
0.50133985
0.45003775
0.5780443
0.53352678
0.59496844
0.19348848
""
0.6751278
0.52110726
""
""
0.62025005
""
0.48194584
0.76660693
""
""
0.67791837
0.64593881
""
""
""
0.58016562
0.52177036
0.50947177
0.65068966
0.57525271
0.58824295
0.44007951
0.63375604
0.45581272
0.52241766
0.62060356
0.70329809
0.63069701
0.35894033
0.52320737
0.64840949
""
""
0.58677208
0.64737654
0.57026875
0.56223452
0.79804069
""
0.84601521
0.41483343
""
""
0.70385015
0.56054789
0.45873123
0.70819932
0.65493459
0.63509399
0.53592396
0.60200143
""
0.4412345
""
""
""
0.48076561
""
""
0.74186122
0.13840008
""
0.57676536
""
""
0.4209896
0.66491538
0.71904236
0.39720222
0.62905717
0.61306107
0.43870106
""
0.54970598
0.93885428
0.53942835
0.63217026
0.54656148
0.61878413
0.4493317
0.57176781
0.59630197
0.54996139
0.61084032
0.64796501
0.54569572
0.64784545
0.62370396
0.67807782
0.63128054
0.5780558
""
0.67778045
""
""
0.44113258
0.62099123
""
0.40338868
0.5756641
""
""
0.62269366
0.61443889
0.47322673
0.62348074
0.67414486
0.63549519
0.58671141
""
""
""
0.5998528
0.62314421
""
""
0.65366119
0.45481372
0.46771947
0.59917521
0.69291335
0.11542637
0.40500063
0.5018791
0.54822516
""
0.59641236
0.45132515
""
0.76539409
0.7166183
0.57723409
0.6294086
0.51671994
0.69015598
""
0.46742764
0.62114006
0.64565438
0.50891513
0.62853247
0.85035712
-0.12232086
""
0.62982911
0.51267135
0.53543377
0.407579
0.59221601
""
0.59540391
0.49698216
0.63413072
0.5952155
0.60984838
0.6482771
0.86620992
""
0.59962571
""
""
0.70433235
0.65239424
""
""
0.56087363
""
""
""
""
0.14587113
0.56863564
""
0.69267827
0.50478601
""
0.39522356
""
0.74179065
0.42373326
""
0.55519933
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.27036253
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.64177895
""
""
""
""
""
""
0.27333736
""
""
0.69702059
0.72958922
""
""
""
0.42638776
0.57398742
""
""
""
""
""
""
""
""
""
""
""
""
0.50522536
0.48707339
""
0.59613389
""
0.79994982
""
0.719648
0.66209072
""
""
""
0.63667399
""
""
""
""
0.61306369
0.68228447
0.63291693
""
0.44343281
0.73897648
""
""
0.49625289
0.66736478
""
0.66473454
""
""
0.60051656
0.65618163
""
""
""
""
0.60146385
0.57975531
""
""
0.55553824
0.52543139
""
""
""
""
""
""
""
""
0.83878422
0.61252886
""
0.71128953
""
0.76549405
0.56769347
0.61586207
""
""
0.56393784
0.42445731
0.45382276
""
""
""
""
""
""
0.59864044
""
""
0.35463274
0.72609186
