par_rank_white_male_mean_se
0.0051882891
0.0034343132
0.010802393
0.0099989269
0.0052850852
0.027562926
0.010450741
0.0038086211
0.0077879005
0.0082250135
0.0065965792
0.016508361
0.0098011801
0.010577902
0.0094514117
0.0060822708
0.0057334006
0.013846505
0.014829927
0.0067152581
0.012469654
0.0041226489
0.00545695
0.0089133773
0.0050064595
0.0047783894
0.0074661975
0.0042849598
0.008835542
0.0072977226
0.0075878347
0.027927175
0.016911365
0.01081676
0.0046621491
0.0053021302
0.001983548
0.010515148
0.0046543446
0.0068210699
0.0047245123
0.0051554828
0.022836054
0.019403594
0.0027347221
0.011247797
0.0072967005
0.0043257396
0.0024667364
0.010942786
0.0034201362
0.0038139774
0.021751111
0.011604024
0.010465468
0.0092103994
0.0061032414
0.0048954054
0.0030540654
0.028840113
0.0050901519
0.0067421077
0.0037971567
0.0051587247
0.011480951
0.018065901
0.0076945005
""
""
0.0024880988
0.048574422
""
0.02212107
""
0.0041546049
0.055338427
0.051623493
0.0065875738
0.0069109933
0.012372596
0.011394114
""
""
0.0059235645
0.031118205
0.045153666
""
0.034298953
0.029124921
0.013391276
""
0.024567442
0.019382518
0.044265468
""
0.042532526
0.015270639
0.0044072587
0.0044765431
0.0070632915
0.0076719453
0.010173881
0.016000165
0.0008799631
0.0033837673
0.0058902055
0.0017982165
0.0039197393
0.017821662
0.0034434458
0.0049191313
0.0096430434
0.0092401542
0.006418678
0.0031957906
0.0060591255
0.012649873
0.017338272
0.0072317184
0.015412855
0.0092357285
0.0077027031
0.0071934001
0.011856122
0.008988901
0.0080808196
0.004670776
0.0047651799
0.006622979
0.0092416396
0.015314582
0.012951788
0.009926456
0.0042449851
0.0083534829
0.0102942
0.0045754197
0.0094410377
0.0057862708
0.0089768209
0.006305045
0.01079979
0.0057506179
0.013181271
0.0112182
0.0056744339
0.0077994829
0.01740879
0.0081728017
0.017440004
0.011811833
0.013084532
0.0072590616
0.0045405142
0.0090101836
0.009590351
0.0065066679
0.0063683498
0.014316748
0.012869825
0.01258358
0.0085286163
0.0089950757
0.010896908
0.011573879
0.011419921
0.0073939562
0.0070880787
0.005560427
0.014854315
0.002517883
0.0080032181
0.010941501
0.0038367412
0.010006909
0.011596822
0.0038517187
0.010676686
0.0090019777
0.010029254
0.0065412116
0.0081906272
0.0034385815
0.0045223879
0.016039256
0.0083719837
0.0016067643
0.048201758
0.0072679576
0.003236192
0.0073800869
0.013252696
0.0015838355
0.0078126658
0.0030332338
0.0022247611
0.0085610971
0.0039867247
0.0075886208
0.010263189
0.0020205639
0.0047131456
0.0070916056
0.0073810997
0.00091206108
0.0046608285
0.0031684248
0.0099136047
0.0048508053
0.0037672259
0.014814353
0.018109512
0.003197632
0.0039998232
0.0041540293
0.0010947924
0.0024422295
0.011541013
0.0013806357
0.001492081
0.0062634349
0.0013436007
0.0011055931
0.0037578451
0.0021835892
0.0028967608
0.002237089
0.0027560047
0.0014062363
0.0033005634
0.0031197218
0.023964824
0.0061436435
0.0023068946
0.002108526
0.0022729437
0.0047339764
0.0052598068
0.016592484
0.0030530707
0.0057076248
0.001741435
0.0041442649
0.0051801433
0.0021089774
0.012116435
0.0016032864
0.017063918
0.016525092
0.016665464
0.0025870765
0.0044635655
0.0094056763
0.04632264
0.015257085
0.02473871
0.040874053
0.019664472
0.023025082
0.0074434713
0.0025952817
""
0.0022023383
0.012141453
0.0064486242
0.0016591069
0.0056351954
0.0056848158
0.017918872
0.022441627
0.012153717
""
0.017740959
0.040416121
0.0014977285
0.029256791
0.013444196
0.016259231
0.0059435358
0.0023391049
0.012977483
0.017253501
0.007818412
0.0033177345
""
0.0069861691
0.007918953
0.006144295
