kfr_imm_asian_male_mean
""
""
""
0.6419574
0.5895918
""
0.52779138
""
""
0.57168537
0.57992798
0.57632554
""
0.43728045
0.42540503
""
""
""
""
""
0.4586834
0.55531079
""
""
0.66622722
""
""
0.59960657
0.56099319
""
""
""
0.55925399
0.64602572
""
0.46062195
""
""
""
""
0.66197222
""
""
""
""
""
0.55660737
0.57996553
0.5985145
""
0.67965674
0.59457529
""
""
""
0.5383091
""
""
""
""
""
0.60131592
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57732487
""
""
""
""
0.52535009
""
""
""
0.68134326
""
""
""
""
0.53803128
""
""
""
0.64810139
0.56283224
0.66082281
0.54975945
0.58686757
0.60804355
0.67860955
0.62415892
0.56826442
0.66272205
0.54513627
""
0.54795784
0.72264898
""
0.64905024
""
0.55539697
0.6709311
0.69698787
""
""
""
""
""
""
""
""
0.54686254
0.49756235
""
""
""
0.56984365
""
0.48700795
""
0.45492381
""
0.67141134
0.46401337
""
""
0.49301291
0.45484921
""
""
""
""
0.6843062
""
""
""
""
0.61970001
""
""
0.48490438
0.49117815
""
0.71205151
""
""
""
""
0.55069822
0.65703088
""
0.64909285
""
""
""
""
0.64235133
0.60180831
""
0.63286275
""
""
0.70082355
0.59146541
""
""
""
""
0.66276556
""
""
0.70056599
""
""
0.70572686
""
""
""
0.63141024
""
""
""
""
""
0.61895978
""
0.64299977
0.64041585
""
""
""
0.54878408
0.68606943
""
""
0.69354028
""
""
""
""
0.72146177
""
""
0.65551305
""
""
""
""
""
""
0.65023047
""
""
""
0.71121925
0.70551926
0.71780342
0.65466172
""
""
""
""
""
0.71586162
""
""
""
""
""
""
""
""
""
0.64962995
""
0.75129545
0.6949926
0.63238537
""
""
""
""
""
0.67020065
""
0.74060202
""
0.66788489
0.65837204
0.65834606
0.64531243
0.62074471
0.67457545
0.69158876
0.63628232
0.73454607
0.59303766
""
""
""
""
""
0.48211366
0.52380097
""
""
0.54200339
""
""
0.62756032
0.64238101
""
0.53201824
0.6537233
""
""
""
""
""
""
""
""
""
""
""
0.4644461
0.52157474
""
""
0.63319188
""
""
""
""
""
""
0.6059109
""
""
0.48247579
0.57458937
0.52786034
""
0.53935111
0.51001292
0.49724323
""
0.5607605
""
""
""
""
0.63824981
""
""
0.6562587
""
0.69586778
0.57967603
0.56409562
""
0.64866215
0.66163087
""
""
0.64152879
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5362699
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.6208691
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.60867387
""
""
0.58676732
""
""
""
""
""
""
0.54411566
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.56516743
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61567032
0.53899008
0.54501998
""
""
""
""
""
""
0.55913264
""
""
""
""
0.58139247
""
0.48841947
""
""
""
""
0.57326561
""
0.55644929
""
0.63956368
""
""
""
0.59579164
""
""
""
""
""
""
""
0.59041131
""
""
0.53244644
""
""
""
""
""
0.5669902
""
""
""
""
""
""
""
""
""
0.60383415
""
0.575809
""
""
""
0.77674699
""
""
""
""
""
""
0.61976963
0.63378203
0.76330888
0.5398857
0.65026724
0.55636716
""
""
""
""
""
""
""
""
""
""
""
0.53185302
""
""
0.60570967
""
""
""
""
""
""
""
0.52358949
0.55997795
0.61930275
""
""
""
""
0.52492505
""
""
""
""
""
0.5716874
""
""
""
""
""
0.48896024
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55109036
0.46778864
0.54549539
""
""
""
""
""
0.53773052
""
0.60277098
""
0.55345327
""
""
""
""
""
""
0.49337667
""
""
0.47291374
""
""
""
""
""
""
""
""
0.55665725
""
""
""
""
""
""
""
""
""
""
""
0.48642021
""
""
""
""
0.53884691
0.55763334
0.51498908
0.51083523
0.53823495
0.63349056
""
""
""
0.53764307
0.57011127
0.62657005
0.51275724
""
""
0.56182665
""
0.59971309
0.57899618
""
""
""
""
0.46053237
""
0.56339574
0.57245791
""
0.58165097
""
""
0.60641277
""
""
""
""
""
""
0.53651482
""
0.59476101
