coll_white_male_n
2411.0
978.0
249.0
2851.0
1684.0
255.0
3282.0
341.0
239.0
1154.0
1507.0
4580.0
246.0
572.0
1419.0
148.0
124.0
1371.0
188.0
210.0
1618.0
1698.0
1119.0
497.0
3960.0
140.0
622.0
1640.0
3901.0
329.0
391.0
869.0
3199.0
2001.0
270.0
1649.0
306.0
447.0
69.0
78.0
1366.0
265.0
167.0
95.0
184.0
204.0
3784.0
1032.0
2374.0
677.0
1487.0
1834.0
808.0
61.0
106.0
1636.0
282.0
116.0
95.0
484.0
324.0
2425.0
147.0
457.0
581.0
500.0
166.0
306.0
413.0
497.0
156.0
287.0
245.0
775.0
383.0
218.0
696.0
557.0
189.0
3208.0
367.0
795.0
463.0
863.0
4888.0
655.0
773.0
988.0
2032.0
1396.0
940.0
386.0
451.0
1947.0
402.0
121.0
810.0
1514.0
7307.0
1991.0
2534.0
5174.0
4021.0
2125.0
2235.0
4846.0
1910.0
3895.0
450.0
1263.0
904.0
654.0
2082.0
135.0
1814.0
3160.0
1525.0
124.0
90.0
120.0
716.0
384.0
250.0
361.0
293.0
1197.0
1115.0
306.0
206.0
214.0
9339.0
462.0
643.0
298.0
1022.0
529.0
1807.0
866.0
140.0
364.0
1149.0
767.0
105.0
188.0
482.0
140.0
1315.0
434.0
250.0
264.0
612.0
3317.0
727.0
114.0
2449.0
1824.0
194.0
1239.0
342.0
690.0
116.0
279.0
1131.0
7784.0
131.0
12268.0
898.0
934.0
316.0
2273.0
21427.0
2537.0
1193.0
3918.0
1217.0
504.0
3003.0
7588.0
1092.0
735.0
729.0
880.0
6340.0
721.0
707.0
9027.0
289.0
956.0
2239.0
179.0
424.0
1047.0
5135.0
278.0
411.0
1014.0
1778.0
2008.0
4429.0
756.0
3669.0
2424.0
936.0
1185.0
2272.0
3342.0
6462.0
912.0
1426.0
1993.0
1366.0
2182.0
400.0
348.0
2912.0
4028.0
2444.0
10891.0
1080.0
1221.0
737.0
1123.0
1187.0
671.0
7131.0
2048.0
2133.0
3111.0
12952.0
4283.0
4573.0
1593.0
276.0
1261.0
197.0
571.0
278.0
1427.0
130.0
636.0
1482.0
788.0
785.0
2112.0
801.0
569.0
912.0
5720.0
1007.0
1764.0
10462.0
2300.0
1651.0
323.0
1528.0
925.0
634.0
4506.0
1404.0
4493.0
1798.0
2926.0
6228.0
6010.0
3236.0
19285.0
4421.0
14756.0
19222.0
2345.0
1677.0
626.0
129.0
1580.0
226.0
500.0
3302.0
1661.0
615.0
1356.0
5506.0
34.0
""
15098.0
5429.0
635.0
2532.0
11237.0
764.0
529.0
353.0
239.0
493.0
1053.0
654.0
864.0
449.0
1485.0
1053.0
2481.0
15627.0
578.0
1400.0
2084.0
728.0
672.0
671.0
880.0
1732.0
289.0
1184.0
1636.0
1153.0
1636.0
4285.0
2190.0
661.0
3921.0
2847.0
1955.0
1476.0
3878.0
1406.0
653.0
829.0
1320.0
2204.0
1090.0
1000.0
2324.0
581.0
3552.0
3303.0
8120.0
868.0
22591.0
3546.0
559.0
855.0
10539.0
250.0
643.0
1704.0
2355.0
1042.0
284.0
508.0
394.0
281.0
337.0
829.0
598.0
754.0
150.0
1200.0
1449.0
245.0
983.0
401.0
494.0
997.0
231.0
2317.0
23.0
101.0
438.0
390.0
204.0
122.0
97.0
276.0
212.0
893.0
23.0
54.0
24.0
128.0
75.0
44.0
586.0
101.0
20.0
""
32.0
77.0
""
33.0
32.0
51.0
99.0
226.0
146.0
214.0
302.0
133.0
1388.0
376.0
234.0
149.0
""
61.0
394.0
1030.0
281.0
400.0
988.0
1394.0
160.0
335.0
27.0
1478.0
1058.0
116.0
93.0
49.0
98.0
442.0
241.0
187.0
137.0
69.0
52.0
137.0
""
1079.0
656.0
634.0
809.0
584.0
610.0
553.0
923.0
3372.0
340.0
365.0
492.0
1045.0
""
""
""
""
457.0
626.0
102.0
59.0
526.0
577.0
327.0
229.0
602.0
1421.0
217.0
1855.0
377.0
482.0
4909.0
303.0
126.0
""
59.0
104.0
319.0
3022.0
27.0
32.0
670.0
82.0
73.0
76.0
43.0
105.0
166.0
71.0
39.0
166.0
411.0
370.0
60.0
333.0
""
146.0
2204.0
9200.0
186.0
""
241.0
361.0
600.0
316.0
98.0
66.0
187.0
101.0
103.0
453.0
250.0
194.0
863.0
1735.0
2770.0
565.0
392.0
405.0
349.0
956.0
636.0
8189.0
1160.0
628.0
312.0
203.0
1534.0
476.0
2457.0
796.0
1635.0
389.0
661.0
1523.0
528.0
1671.0
412.0
4519.0
243.0
177.0
619.0
1092.0
279.0
20.0
102.0
""
365.0
""
325.0
1065.0
308.0
92.0
1026.0
314.0
43.0
35.0
""
155.0
253.0
98.0
64.0
171.0
118.0
101.0
135.0
545.0
152.0
48.0
3457.0
167.0
3657.0
78.0
241.0
""
1005.0
92.0
32.0
""
""
""
60.0
455.0
1078.0
519.0
1121.0
10299.0
1622.0
529.0
308.0
402.0
85.0
23.0
70.0
53.0
""
194.0
93.0
110.0
866.0
37.0
62.0
737.0
123.0
21.0
111.0
260.0
253.0
1021.0
385.0
1145.0
6520.0
9515.0
800.0
1601.0
1087.0
854.0
815.0
245.0
53.0
569.0
324.0
410.0
5150.0
412.0
823.0
860.0
423.0
""
1521.0
21.0
""
""
""
""
56.0
172.0
52.0
71.0
""
""
""
463.0
130.0
88.0
609.0
84.0
243.0
102.0
197.0
244.0
116.0
""
32.0
911.0
""
63.0
440.0
369.0
327.0
44.0
95.0
625.0
691.0
326.0
88.0
539.0
""
1054.0
46.0
115.0
62.0
346.0
35.0
25.0
149.0
1871.0
34.0
9996.0
124.0
2648.0
959.0
52.0
620.0
994.0
128.0
289.0
160.0
676.0
261.0
2355.0
352.0
33.0
841.0
377.0
53.0
220.0
""
2986.0
9163.0
1424.0
2023.0
64.0
51.0
211.0
265.0
134.0
574.0
683.0
34.0
44.0
1015.0
506.0
1134.0
180.0
782.0
2200.0
1837.0
3029.0
1366.0
7453.0
4667.0
290.0
109.0
70.0
1788.0
1940.0
8809.0
4402.0
""
98.0
6027.0
421.0
1754.0
24530.0
495.0
318.0
351.0
388.0
2836.0
402.0
1141.0
7457.0
274.0
4266.0
336.0
912.0
1508.0
303.0
38.0
726.0
""
51.0
62.0
702.0
445.0
13578.0
