coll_white_female_mean
0.39761481
0.45387855
0.36162725
0.27940428
0.27910876
""
0.34965688
0.40566409
0.34473106
0.25185588
0.32276815
0.39308208
0.40794519
0.32106933
0.39332563
0.45875189
0.32631728
0.37394351
0.33748963
0.35093927
0.28949487
0.28725845
0.37030107
0.54013836
0.28044134
0.34504694
0.37633392
0.3400453
0.3566705
0.40497705
0.2925542
""
0.33464703
0.23820299
0.38725483
0.20593844
0.49420336
0.30744976
0.45430648
0.30420497
0.52109152
0.3547456
""
""
0.48696512
0.68389428
0.31410527
0.35762778
0.38688588
0.3631525
0.54318166
0.39261836
""
0.37882262
0.3728081
0.30831507
0.37720093
0.31697527
0.5664959
""
0.30134937
0.44466963
0.39567989
0.24675071
0.19757396
""
0.33633533
""
""
0.45567727
""
""
""
""
0.44161075
""
""
0.50488251
0.44819826
0.34951219
0.43597296
""
""
0.28627941
""
""
""
""
""
0.27657506
""
""
""
""
""
""
0.36824232
0.30865932
0.51036525
0.34772602
0.16466241
0.23936978
0.29113358
0.43072191
0.22891347
0.24043511
0.45034227
0.27387843
""
0.33109045
0.33608085
0.45413512
0.38656911
0.28764644
0.31869078
0.28663763
0.25921386
0.22625408
0.26095879
0.47017542
0.43104917
0.27158684
0.24617405
0.18601032
0.48712823
0.3441273
0.3740682
0.23020874
0.35332611
0.30190116
0.21557984
0.54612613
0.40225264
0.40586841
0.31960621
0.16825685
0.37540644
0.21768939
0.24511562
0.30994588
0.31262508
0.26699179
0.33085635
0.21084964
0.27229324
0.35484865
0.1990561
""
0.22955267
0.33327141
0.23006687
0.24384791
0.28896636
0.34195194
0.26698354
0.14429414
0.27668574
0.31902406
0.40517405
0.31101185
0.28931597
0.19422714
0.34515518
0.13136242
0.41782615
0.28098035
0.26638272
0.3188521
0.36233497
0.34974211
0.48979506
0.30332223
0.28208697
0.33107474
0.23848549
0.23628789
0.37233782
0.31626269
0.22882605
0.38701329
0.42079735
0.19787736
0.35127583
0.3506836
0.18673331
0.45151064
0.55739635
""
0.44120786
0.40007207
0.33059999
0.38298419
0.58366072
0.26887745
0.44344386
0.45434836
0.25779128
0.42031664
0.38424727
0.53294343
0.35659021
0.35089752
0.34775907
0.33820409
0.54917336
0.41346374
0.7165159
0.39167795
0.47453496
0.34488532
0.52981484
""
0.49599677
0.50937098
0.47418705
0.55685884
0.47487289
0.28195196
0.35756412
0.4057008
0.5864656
0.37279373
0.50581437
0.72236013
0.41455346
0.47113752
0.64230204
0.56422991
0.58147722
0.54499686
0.35021612
""
