grad_pooled_female_n
1482.0
655.0
156.0
1894.0
1276.0
231.0
2719.0
181.0
164.0
1022.0
1105.0
3807.0
171.0
382.0
1005.0
101.0
86.0
899.0
119.0
220.0
1589.0
1898.0
912.0
572.0
3413.0
160.0
601.0
1467.0
3704.0
280.0
391.0
663.0
2897.0
1806.0
436.0
1297.0
295.0
430.0
134.0
137.0
1525.0
291.0
128.0
59.0
193.0
274.0
4058.0
826.0
2052.0
528.0
1110.0
1461.0
738.0
64.0
93.0
1579.0
230.0
100.0
71.0
531.0
272.0
1927.0
170.0
297.0
348.0
327.0
134.0
213.0
239.0
307.0
260.0
359.0
451.0
647.0
313.0
144.0
558.0
367.0
184.0
3301.0
433.0
497.0
295.0
553.0
3598.0
406.0
442.0
803.0
1487.0
920.0
648.0
274.0
292.0
1325.0
266.0
91.0
526.0
1106.0
5816.0
1581.0
1840.0
8196.0
3509.0
1720.0
1549.0
4379.0
1410.0
3198.0
309.0
869.0
710.0
679.0
2090.0
170.0
1749.0
2446.0
1534.0
152.0
86.0
128.0
627.0
286.0
217.0
366.0
263.0
1130.0
1093.0
274.0
186.0
247.0
8858.0
365.0
555.0
231.0
715.0
429.0
1377.0
982.0
157.0
354.0
1022.0
604.0
116.0
203.0
547.0
181.0
1104.0
434.0
253.0
260.0
395.0
2899.0
689.0
151.0
1892.0
1639.0
210.0
1189.0
304.0
454.0
65.0
181.0
843.0
6926.0
114.0
12818.0
647.0
637.0
262.0
1434.0
16947.0
1929.0
768.0
2677.0
728.0
356.0
2087.0
5240.0
689.0
499.0
505.0
550.0
4359.0
458.0
454.0
6202.0
139.0
610.0
1594.0
127.0
277.0
712.0
3702.0
167.0
268.0
661.0
1142.0
1287.0
3095.0
504.0
2519.0
1637.0
576.0
829.0
1492.0
2238.0
4475.0
560.0
923.0
1296.0
897.0
1462.0
257.0
231.0
2424.0
2617.0
1703.0
8254.0
695.0
803.0
409.0
742.0
720.0
435.0
5088.0
1232.0
1374.0
2090.0
8759.0
2953.0
2944.0
1083.0
169.0
757.0
111.0
396.0
177.0
958.0
76.0
423.0
917.0
483.0
472.0
1366.0
517.0
347.0
689.0
3945.0
685.0
1094.0
7272.0
1537.0
1066.0
199.0
1055.0
572.0
436.0
3031.0
891.0
3026.0
1182.0
2041.0
4120.0
3882.0
2426.0
24878.0
3299.0
14199.0
15694.0
1868.0
1284.0
508.0
85.0
1059.0
146.0
322.0
2154.0
1091.0
410.0
919.0
3682.0
20.0
""
11022.0
3479.0
418.0
1855.0
8532.0
559.0
340.0
236.0
164.0
355.0
703.0
454.0
568.0
272.0
991.0
686.0
1592.0
10900.0
348.0
916.0
1373.0
485.0
438.0
467.0
618.0
1189.0
177.0
798.0
1030.0
685.0
1068.0
2747.0
1434.0
460.0
2437.0
1942.0
1302.0
967.0
2670.0
957.0
425.0
535.0
909.0
1544.0
658.0
609.0
1616.0
368.0
2399.0
2229.0
6303.0
620.0
22347.0
2523.0
403.0
462.0
7618.0
165.0
405.0
1130.0
1512.0
689.0
165.0
344.0
251.0
176.0
230.0
613.0
392.0
441.0
92.0
791.0
1035.0
141.0
675.0
246.0
402.0
606.0
149.0
1487.0
""
74.0
317.0
290.0
151.0
72.0
63.0
192.0
149.0
554.0
""
48.0
22.0
96.0
44.0
59.0
367.0
84.0
""
""
""
54.0
""
35.0
23.0
52.0
75.0
162.0
96.0
132.0
217.0
87.0
927.0
258.0
135.0
110.0
30.0
52.0
285.0
765.0
188.0
224.0
663.0
1001.0
92.0
208.0
""
1049.0
723.0
94.0
73.0
39.0
63.0
297.0
165.0
135.0
96.0
56.0
31.0
118.0
""
727.0
463.0
373.0
515.0
389.0
381.0
349.0
580.0
2239.0
237.0
219.0
334.0
779.0
""
""
""
29.0
314.0
415.0
76.0
80.0
340.0
374.0
227.0
174.0
425.0
955.0
147.0
1354.0
248.0
290.0
3508.0
186.0
88.0
""
41.0
62.0
215.0
2285.0
22.0
""
674.0
78.0
57.0
35.0
""
63.0
99.0
46.0
27.0
92.0
272.0
280.0
54.0
232.0
""
115.0
1619.0
7227.0
110.0
""
180.0
237.0
363.0
179.0
47.0
32.0
115.0
71.0
82.0
262.0
165.0
142.0
629.0
1214.0
2046.0
398.0
258.0
302.0
244.0
684.0
433.0
6082.0
758.0
393.0
207.0
117.0
1036.0
262.0
1557.0
486.0
1135.0
250.0
427.0
1219.0
674.0
1178.0
323.0
4077.0
273.0
140.0
469.0
2553.0
235.0
24.0
158.0
""
386.0
""
331.0
1018.0
320.0
129.0
955.0
255.0
35.0
""
""
224.0
223.0
77.0
43.0
143.0
87.0
95.0
126.0
533.0
101.0
61.0
3040.0
128.0
4989.0
109.0
172.0
""
950.0
146.0
47.0
50.0
65.0
45.0
620.0
2288.0
1519.0
484.0
994.0
11150.0
1326.0
450.0
281.0
362.0
60.0
21.0
106.0
169.0
132.0
188.0
74.0
120.0
694.0
33.0
57.0
580.0
88.0
""
82.0
198.0
180.0
854.0
308.0
1110.0
5579.0
9290.0
617.0
1207.0
901.0
743.0
755.0
229.0
50.0
516.0
232.0
359.0
4254.0
365.0
622.0
579.0
380.0
""
1162.0
""
""
40.0
56.0
25.0
45.0
132.0
53.0
61.0
149.0
32.0
""
335.0
93.0
71.0
388.0
42.0
136.0
83.0
152.0
167.0
60.0
""
23.0
646.0
""
38.0
312.0
267.0
215.0
""
69.0
373.0
444.0
210.0
69.0
340.0
""
2891.0
136.0
332.0
120.0
585.0
35.0
24.0
138.0
2169.0
37.0
8652.0
116.0
2810.0
671.0
30.0
687.0
818.0
102.0
520.0
348.0
443.0
224.0
1505.0
267.0
27.0
548.0
203.0
40.0
158.0
""
1948.0
6035.0
908.0
1289.0
43.0
30.0
94.0
180.0
80.0
427.0
531.0
27.0
25.0
705.0
348.0
766.0
136.0
487.0
2282.0
1983.0
3933.0
1220.0
7184.0
6158.0
226.0
69.0
50.0
1352.0
1548.0
10928.0
4159.0
""
81.0
7051.0
896.0
1621.0
39068.0
343.0
217.0
271.0
316.0
1911.0
283.0
722.0
5446.0
250.0
