somecoll_natam_male_mean
""
""
""
""
""
""
0.37745532
""
""
""
""
0.49480417
""
""
""
""
""
""
""
""
""
0.34738514
0.58466846
""
0.62409562
""
""
""
0.54239851
""
""
""
0.72761464
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55979818
0.15708302
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.4424772
""
""
""
0.60945803
""
""
""
""
""
""
""
""
""
""
""
""
0.57566005
""
""
""
0.58142889
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55590552
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3664366
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.5482496
""
0.51009005
0.45841858
""
0.53023863
""
0.57682556
""
0.5191747
0.54444176
""
""
0.56228667
0.5591827
""
0.56757116
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51122767
""
""
0.5007562
""
0.57181036
""
""
""
""
""
""
""
""
""
""
""
""
0.46748641
""
0.50757706
0.61032885
""
""
""
""
""
""
""
""
""
""
""
0.541803
""
""
0.75592285
""
""
""
0.55179185
""
0.43296525
""
""
""
0.31216133
""
""
""
""
""
0.42692876
0.39985982
""
0.30757922
""
""
""
""
""
""
""
""
""
""
""
0.69644636
0.40705764
0.4018566
0.4694429
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46616188
""
0.72338438
""
""
""
0.40617964
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.40726522
""
""
""
""
""
""
""
""
""
0.53100556
""
""
""
0.30125302
""
0.50796735
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46444818
""
""
0.46819082
0.29057205
""
""
0.48814258
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.18304616
""
""
""
""
""
""
""
""
""
""
""
""
""
0.37149802
0.31663167
""
""
0.51627076
""
""
""
0.50989497
""
""
""
""
""
""
""
""
""
""
0.35805646
""
""
""
""
""
""
0.33884153
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.39313051
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.65421343
0.42733887
""
""
""
""
0.57501578
""
0.63963258
""
""
""
""
""
""
0.60205758
""
0.5061152
""
""
0.45137587
0.53527182
0.42609563
0.35089147
0.49574831
0.5601089
""
0.5307641
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47130257
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58754039
0.37519431
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.59506387
0.58253002
""
""
""
""
0.44310477
""
""
0.45636758
""
0.5749917
0.53711259
0.47773957
0.43937516
""
0.40324345
""
0.2743232
""
""
0.16412516
0.20296362
0.28564963
""
""
""
0.23186201
0.17613828
0.35127246
""
0.22824928
0.54768521
0.37509215
""
""
""
""
0.49049079
0.50806773
""
""
""
0.27073458
""
""
""
""
""
""
""
0.49080193
""
""
""
""
""
""
""
""
""
0.39866486
""
""
""
0.42449546
""
0.38109478
""
0.48362428
""
""
0.41101837
0.41889346
0.44986784
0.42750224
""
""
""
""
""
""
""
""
""
""
""
""
0.55267847
""
0.46588075
""
""
""
""
""
""
0.35590538
""
""
0.50514394
0.33291528
""
""
""
0.47969919
0.54488945
0.55919832
0.36121362
0.52915472
0.5932982
0.36946458
""
""
0.57614332
0.50342631
0.5431506
0.47784343
""
""
0.5084455
0.39706925
""
0.53483981
""
""
""
""
0.53092796
0.5449965
0.40538284
0.49510765
""
0.49148944
""
0.36923033
0.48838165
""
""
""
""
""
""
0.3491075
0.3488299
0.42744792
