kfr_26_pooled_female_p25_se
0.036241349
0.025095852
0.029502239
0.031289898
0.033156462
0.02248152
0.024561351
0.034308966
0.017781438
0.026022414
0.030730557
0.023636939
0.028659685
0.035432376
0.022753308
0.023932112
0.030809525
0.020165192
0.037831459
0.031153332
0.033936568
0.022906514
0.026542755
0.028901158
0.022546727
0.028872343
0.030069066
0.026802752
0.031142017
0.049067929
0.040861558
0.02192262
0.038935762
0.020159772
0.029924592
0.038928863
0.038585071
0.036791939
0.10547381
0.025928047
0.01830022
0.028637907
0.031559717
0.022650808
0.029289423
0.034884766
0.033057611
0.023488887
0.024273673
0.024120439
0.027321056
0.019837597
0.041703869
0.027205421
0.027845204
0.019473657
0.025614716
0.025248947
0.031782988
0.023985464
0.026629014
0.025590859
0.038274921
0.029500293
0.023293223
0.028033467
0.017617902
0.02844777
0.028375234
0.045202378
0.024215737
0.034406479
0.01966656
0.02012042
0.034665164
0.030277165
0.042849444
0.020306833
0.01373754
0.016065504
0.016335368
0.020151576
0.017309487
0.033043519
0.037433621
0.027007259
0.02086537
0.01878278
0.024451701
0.026229663
0.023622736
0.022720331
0.021587746
0.019799756
0.019035462
0.026241448
0.048907131
0.042968128
0.023364
0.028107908
0.022039194
0.024681928
0.022417581
0.025942292
0.022992499
""
0.021736264
0.021802362
0.01676162
0.024639757
0.020983316
0.02888862
0.018607216
0.026277212
0.022167332
0.040169638
0.033998743
0.026980432
0.027679916
0.032862045
0.028235883
0.021831267
0.023725195
0.037184738
0.03411844
0.031090805
0.023418121
0.033174969
0.030228196
0.026653929
0.023543961
0.026416818
0.032687549
0.031289462
0.044571582
0.063578457
0.022789696
0.047775131
0.02100957
0.028960798
0.02143592
0.043441616
0.028726194
0.031833753
0.038179509
0.041977689
0.035199005
0.041977666
0.03189645
0.02949658
0.036012042
0.043673441
0.042695571
0.029908385
0.031846125
0.028385634
0.059032429
0.048760351
0.048694137
0.024857517
0.024147913
0.032967437
0.029225275
0.020019351
0.022640023
0.022839272
0.026932092
0.023050863
0.085481152
0.030456522
0.021350898
0.024312278
0.030129448
0.029343965
0.027665373
0.029871851
0.028688842
0.028446825
0.026841238
0.034115169
0.037886973
0.025192035
0.042150773
0.022668358
0.024808053
0.033419453
0.033812996
0.032596715
0.027684961
0.024624651
0.037961222
0.025791222
0.033353027
0.034925543
0.031532634
0.038555391
0.038712151
0.024764204
0.049892809
0.044157535
0.026389815
0.034382373
0.036443081
0.03514602
0.030760193
0.048210695
0.057031371
0.023414431
0.02254983
0.024587389
0.02772134
0.025189737
0.02830096
0.024448223
0.026817933
0.025391316
0.022644619
0.02631044
0.038701843
0.027289892
0.033616498
0.029063812
0.022733206
0.038262688
0.03899388
0.019360011
0.031431802
0.038058292
0.042001832
0.04852815
0.037048467
0.018567622
0.021954799
0.024444642
0.02478206
0.022179529
0.027623277
0.0332589
0.024105648
0.017609596
0.023416933
0.034585904
0.023033919
0.017104592
0.015251401
0.014214828
0.047256887
0.033547476
0.024662947
0.024784857
0.03673644
0.029090103
0.01836629
0.014469066
0.027328426
0.036567062
0.024364393
0.025956821
0.02929524
0.025465908
0.02259055
0.034838207
0.030131426
0.028736608
0.030514598
0.064906865
0.025220081
0.031144217
0.023211233
0.0282165
0.043419797
0.021952188
0.025082935
0.022310011
0.035043083
0.036290031
0.017748039
0.029443692
0.034850061
0.024175612
0.032101717
0.033789638
0.021648353
0.020408025
0.028073447
0.030985152
0.025849042
0.03632867
0.028037811
0.022593403
0.016160198
0.03161291
0.016202601
0.017914377
0.040438589
0.025991073
0.025645319
0.027790528
0.020380246
0.021368392
0.020792125
0.041329779
0.029589711
0.020990849
0.01945385
0.024975369
0.031279162
0.020729642
0.033086739
0.028007653
0.030215321
0.028252563
0.029064732
0.034397054
0.026325528
0.027267952
0.025622079
0.035265461
0.027792357
0.026142083
0.025878558
0.017960036
0.055625323
0.028593985
0.028002182
