married_asian_male_mean_se
""
0.097884379
""
""
""
""
""
0.080434285
""
""
""
""
""
""
""
0.079074323
""
""
""
""
""
""
0.0870592
""
""
""
""
""
""
""
""
""
""
""
0.066456608
""
0.031625193
""
0.10274436
""
0.061450996
""
""
""
0.031711143
""
""
""
0.02915426
""
0.040553819
0.092908412
""
""
""
""
""
""
0.052568749
""
""
""
0.075223841
""
""
""
""
""
""
0.017305192
""
""
""
""
0.049803033
""
""
0.054331683
""
0.070305541
0.046281479
""
""
""
""
""
""
""
""
0.10357058
""
""
""
""
""
""
""
0.050791193
0.070270628
""
""
""
""
0.0095687397
0.066590682
0.098770209
0.019737126
0.067551285
""
0.075292736
0.061071638
""
""
""
0.049619105
""
""
""
""
""
""
""
""
""
""
""
""
0.069770165
""
""
""
""
""
""
""
""
0.09101633
""
""
""
""
""
""
""
""
0.087058887
""
""
""
""
""
""
""
0.09111692
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.087261379
""
0.036376562
""
""
0.075335823
""
""
0.030103078
""
""
""
""
""
0.048289776
""
""
""
0.0047091809
""
""
0.031195549
0.1218805
""
0.0067984792
0.097145483
0.044647057
0.0091825761
0.073096901
0.043733407
0.053045265
""
0.014026804
0.032584049
0.098269686
""
0.0023233602
0.047358803
0.023367284
""
0.07832358
0.018227119
""
""
0.014974472
0.03003596
0.080751352
0.0038488682
0.02403523
""
0.0084034791
0.0065610395
0.059021611
0.0071915742
0.0047820946
0.0051810998
0.0089341672
0.032101758
0.0061484589
0.019654389
0.0040405053
0.029325174
0.037565812
""
0.095813997
0.0090141501
0.019771291
0.015293865
0.022827754
0.086802788
""
0.020553356
0.098354675
0.010975393
0.024197813
0.037047882
0.017920716
""
0.015099294
""
""
""
0.02877976
0.04373147
""
""
""
""
""
""
""
""
0.018796038
""
0.033799142
""
""
0.01987374
""
""
""
""
""
""
""
""
0.018226475
""
""
""
""
0.040670794
""
""
""
0.075378463
""
""
""
""
""
""
""
""
""
""
""
0.069025442
""
""
""
""
""
""
""
""
""
""
0.053319763
""
0.014325171
0.016207932
0.041416489
0.044280495
0.018322768
0.029262181
0.04986719
0.057727192
0.046474356
0.020902572
0.055936638
0.02284074
0.034977362
""
0.040624604
""
0.025304683
0.011723686
""
0.058270264
0.061853103
0.03289957
0.056093909
0.10272831
""
""
0.014487321
0.025721123
0.070177436
""
""
""
""
""
""
""
""
0.065421015
0.069004416
0.015517232
""
0.071315609
""
""
""
0.041140761
0.03200325
0.035570379
""
""
""
0.043159164
0.046113349
0.065247789
0.0127413
0.076678067
""
0.031647313
""
0.012624428
0.032914534
0.016762232
0.031661004
0.015846694
0.02763311
0.098803155
0.057714589
0.045309119
0.047733504
0.042941555
0.020848148
""
""
""
""
0.031755239
""
""
""
""
""
""
""
0.10176112
""
