staytract_natam_pooled_p1
0.39739463
-0.017413735
""
0.15943612
0.18445778
""
0.12487669
""
""
0.28705099
0.28104979
0.11344194
""
-0.0070821885
0.02942132
""
0.4709008
0.022240324
0.75754523
0.47091252
0.26550427
0.40297726
0.1928858
0.37154379
0.17990813
0.42845336
0.053776246
0.28991693
0.16412887
""
-0.3065235
0.25726295
0.26834285
0.11593672
0.48480722
0.44258788
1.0726326
0.79109699
""
""
0.25878447
0.32406393
""
""
""
""
0.14972025
0.31736809
0.11343281
0.47354782
0.41448957
0.44506586
0.31908929
""
""
0.35714504
""
0.11513934
""
0.21646871
0.79396516
0.15116082
""
0.09944918
0.71799356
0.0032073478
""
""
""
""
""
""
""
0.244279
0.57486516
""
0.1831131
-0.18573959
""
0.14702293
0.51044935
0.13637075
""
0.31620675
0.14493933
0.30803928
0.058912527
0.199898
0.3316789
0.31352729
-0.01366073
""
0.23775505
0.35432178
""
""
0.27694464
-0.034802664
0.13184036
0.2940748
0.076300189
0.065753467
0.08390785
0.21699917
0.07098192
0.16222931
0.15674882
0.27030429
0.33521712
0.27771851
0.09668918
-0.1327545
0.035816189
""
0.47000197
0.22855256
0.13715206
""
""
""
0.37541923
""
""
-0.29422373
""
0.26579458
0.21832861
""
""
""
0.18781449
0.45090672
0.012195098
""
0.46822089
0.36183849
0.45091692
0.28794649
""
0.25716981
0.29350129
0.16114822
""
""
-0.12740305
""
0.23101193
0.56315011
""
0.18367603
-0.28452685
0.22492732
0.47330761
""
0.17039092
0.2347309
0.4161483
0.40383175
0.97805631
0.32580408
""
""
0.11766241
0.21742743
""
0.18279944
0.11328901
0.14533572
0.29092318
0.34128857
0.16396794
0.23530659
0.51007241
0.3173033
0.032078374
-0.011395083
0.21926375
0.20600657
0.32222351
0.4369117
0.1348695
0.18973589
0.19297783
""
""
0.11541458
""
""
0.27597791
""
""
0.22959264
0.14955579
""
""
-0.06078444
0.38687873
-0.20346783
0.16413461
""
0.25038779
0.31186828
0.43491197
0.14752088
0.36962521
0.22505581
0.095305733
0.0055049579
-0.06769979
0.30755085
0.1701761
0.10462961
""
""
0.29353404
0.046929479
0.093147457
0.21346349
0.42280489
0.072534874
""
""
0.41321382
""
0.12113597
0.32343829
0.34562933
-0.068083428
0.22461601
0.20629683
0.28134134
0.54104769
""
-0.14263216
""
0.28908598
""
-0.039556973
""
""
0.067262232
""
0.55079961
0.44303522
""
""
0.059458878
0.21367125
-0.34648609
0.012278248
0.24364157
0.097539902
0.25349352
""
0.1152372
0.82879305
""
0.21701379
""
0.46928146
0.21429829
0.35255802
0.16240503
0.10039784
0.17004287
0.29167399
0.06607987
0.2461056
0.2192394
0.046257067
0.49293625
0.45069024
""
0.010190805
0.38817874
0.10105944
0.16504157
0.17508805
0.10325865
0.01989607
0.16786057
""
""
0.21359201
0.13637257
-0.016287573
0.097947836
0.25251955
0.4226763
0.29387614
0.4439483
-0.18432087
0.15398003
0.44825098
0.35779366
""
0.66052246
-0.041984137
-0.04715484
0.44259092
0.20907322
0.17315991
0.34282866
0.37278062
""
""
""
0.57636946
-0.012053318
""
0.18053567
0.15505189
0.00099366123
0.33528966
0.35365951
0.23399581
0.32154635
0.37188646
0.17143689
0.2937941
