staycz_natam_male_mean_se
0.062568225
0.086614221
""
0.052939489
0.061097078
""
0.035134062
""
""
0.080664471
0.071217351
0.027869644
""
""
0.089318663
""
0.031142483
0.074902758
""
0.056550048
0.046357285
0.008060351
0.042785104
0.084084414
0.033939391
0.091681004
0.057356607
0.053202931
0.032665879
""
""
0.10159917
0.034121782
0.045529779
0.05899927
0.049234889
""
""
""
""
0.044902984
""
""
""
""
""
0.02927231
0.017024055
0.046613533
0.054872513
0.045657702
0.05264093
0.086616367
""
""
0.04638169
""
0.062304888
""
0.095481433
""
0.047141902
""
0.107901
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.044581026
""
""
""
0.080649689
0.035348583
""
0.10575003
0.069181286
0.020881506
0.04530267
0.085862912
""
""
0.062084116
""
""
0.089903116
0.088155165
0.028958702
0.047107216
0.051855534
0.02841299
0.039718382
0.04998745
0.049249381
0.030128891
0.058527865
0.034993466
0.0882513
0.069530524
0.078567676
0.079105891
0.048622832
""
0.036788046
0.049872287
0.053798668
""
""
""
0.10658441
""
""
""
""
0.076785818
0.089777902
""
""
""
0.027117029
""
""
""
0.092590854
""
0.071414679
0.075189471
""
""
0.054963347
0.066622086
""
""
""
""
0.068505749
0.020269517
""
0.096290492
0.091980733
0.043020859
0.090134218
""
0.030107431
0.028737342
0.063585065
0.058369935
0.11004156
""
""
""
0.063993759
0.025504056
""
0.021183725
0.037961505
0.059676714
0.024789726
0.069481164
0.01560997
0.046398088
0.040691502
0.045200892
0.093535401
0.1008206
0.044857237
0.027652452
0.051744591
0.045830097
0.087786347
0.098654255
0.047651287
""
""
0.039288085
""
""
0.082724825
""
""
0.079459183
0.041609153
""
""
""
""
""
0.045170061
""
0.05198735
0.072595477
0.099254549
0.077230163
0.06662301
0.055957049
0.041430365
""
0.084798887
0.073834114
0.086955354
0.074987218
""
""
0.059906684
0.060427159
0.076193705
0.035489455
0.091775432
""
""
""
0.084409773
""
0.033091042
0.086288437
""
""
0.044024169
0.071305275
0.067568973
0.06039755
""
""
""
""
""
0.10405605
""
""
0.10235676
""
""
0.089525387
""
""
0.10486007
0.031469081
""
""
0.019512342
0.089235261
0.040586703
""
0.065021567
0.050643105
""
0.055373602
""
0.091092318
""
0.08545661
0.067357011
0.059042893
0.059114844
0.01856
0.071291469
0.02965137
0.023509286
0.081955045
0.050370574
""
""
0.058918532
0.10631169
0.086243577
0.05142976
0.058153484
""
0.097012103
0.030235024
""
""
0.026285185
0.046734978
""
0.083763115
0.025818495
""
0.043597274
0.053102262
""
0.059828788
0.044392824
0.044094548
""
""
0.092915542
""
0.044394597
0.015000549
0.079645321
0.034127507
0.068566911
""
""
""
0.045294113
""
""
0.10441821
0.097803056
""
0.10299405
0.031237815
0.025352573
0.031453777
0.043776143
0.049050894
0.063786477
""
0.047906533
""
""
""
""
0.091364034
0.11425044
""
0.06549824
""
0.06682425
0.043569334
0.023700844
""
0.021809373
0.060741443
0.081835948
""
0.029830573
""
""
0.087231882
0.061228298
""
""
0.086409338
0.081637941
""
""
""
""
""
""
""
""
""
