comcoll_asian_female_mean
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.75975621
""
""
""
""
""
""
""
0.78233463
""
""
""
0.68507886
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.55628848
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.7077508
""
""
0.5427137
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.88982797
""
""
""
""
""
0.67717242
""
""
""
""
""
""
""
""
""
0.7552433
""
""
""
""
""
0.75718665
""
""
0.62178534
""
""
""
""
0.63281924
0.55778509
""
""
0.76175004
""
0.72234303
""
""
0.50929379
""
""
0.64396006
0.84868872
""
0.78239447
0.80554819
""
0.66243941
0.64670503
""
0.70491809
0.6749332
0.7701245
0.57236624
0.7689628
0.75667024
0.64889395
0.79877168
0.73615843
""
""
""
0.70799547
0.65366185
0.63574773
0.69132781
""
""
0.49505097
""
0.75055391
0.77767754
0.6658113
0.5087449
""
0.66790861
""
""
""
0.5386281
""
""
""
""
""
""
""
""
""
0.51340878
""
0.78412139
""
""
0.56350225
""
""
""
""
""
""
""
""
0.64065653
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.82794225
0.73023731
""
""
0.75594091
0.56393856
""
""
""
0.84165442
""
0.56233305
0.80402428
""
0.5669809
""
0.71508902
0.72856182
""
""
""
0.71973652
""
""
""
""
0.59329009
0.51384556
""
""
""
""
""
""
""
""
""
""
""
0.73605853
""
""
""
""
""
""
0.62162453
""
""
""
""
""
""
""
0.68040109
""
""
0.7081297
""
0.72968531
""
0.70788932
0.69407457
0.53350329
0.81147671
""
""
""
""
""
0.85836905
""
""
""
""
0.65388894
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.58272105
""
0.79169345
""
""
0.91591418
""
""
""
""
""
""
""
0.74933201
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.71594882
""
""
""
""
""
""
0.69361162
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.62397683
0.66049761
0.58523077
0.59747738
0.44797701
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70992446
""
""
""
""
""
0.78457177
""
""
""
""
""
0.86216158
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
