has_mom_pooled_male_p10
0.89335364
0.88505948
0.92147833
0.8712694
0.83460677
0.86332703
0.81535137
0.88953716
0.87823486
0.83197492
0.81566942
0.81643337
0.89073342
0.8684172
0.82260323
0.91274643
0.85018909
0.86465746
0.93043798
0.79103082
0.80815369
0.81908458
0.84421933
0.77497619
0.82376695
0.75111085
0.79284447
0.83015871
0.85867196
0.80952477
0.83349109
0.86668438
0.84701532
0.85562468
0.74393213
0.83760911
0.80652171
0.80525124
0.74217927
0.66743702
0.76544923
0.78018904
0.83126211
0.76742482
0.76128292
0.72437853
0.77760243
0.80829799
0.78628862
0.79953218
0.84653026
0.82158035
0.76846904
0.68812388
0.83825058
0.76271051
0.7989195
0.84540474
0.83788729
0.7970469
0.84009898
0.8448863
0.81072694
0.88717288
0.91542977
0.91471058
0.93506449
0.93422258
0.91943169
0.9117589
0.70049745
0.7362057
0.70967042
0.81103963
0.80269861
0.85671139
0.80972016
0.87891209
0.81928229
0.77362376
0.77363098
0.88654965
0.91210353
0.86584824
0.84093183
0.86248535
0.89280212
0.87643218
0.84761691
0.86007529
0.8789174
0.86944145
0.90219098
0.85447186
0.90289623
0.88417476
0.88535559
0.80506742
0.84966457
0.80560714
0.85708499
0.80424488
0.78106546
0.81915003
0.85925305
0.82787186
0.86270505
0.8488363
0.82740539
0.86889333
0.84768051
0.7938444
0.8263253
0.76710999
0.83656704
0.83807838
0.82573467
0.77492082
0.82077515
0.79663074
0.82016587
0.83125454
0.85406709
0.86063361
0.84170562
0.85753101
0.80642331
0.82289475
0.77381688
0.7995761
0.81478912
0.83385104
0.81231773
0.84357446
0.77746803
0.80149716
0.82705492
0.81728327
0.80346513
0.72793412
0.8312813
0.87010372
0.81359839
0.77378178
0.7899068
0.76624817
0.84311455
0.79060608
0.78023261
0.77983654
0.87986815
0.80412221
0.74559128
0.69670904
0.87045771
0.79575461
0.78984636
0.75673378
0.8300578
0.91594309
0.89939624
0.91561872
0.85963088
0.81631196
0.82412744
0.79478228
0.90268093
0.88891816
0.87695342
0.88594615
0.885095
0.87406594
0.90876919
0.9048571
0.88270807
0.90379548
0.87678367
0.86631161
0.90337896
0.9261902
0.90570974
0.90743917
0.86218828
0.88135606
0.85908443
0.8599757
0.90667731
0.87923354
0.88842678
0.89942998
0.9117704
0.89068019
0.86179501
0.86697495
0.9081499
0.8963114
0.8552559
0.86068058
0.85907537
0.85902798
0.84933597
0.84006727
0.86786509
0.88120449
0.86990362
0.84987509
0.8460691
0.87309051
0.87904382
0.86224502
0.87717515
0.86814976
0.89831632
0.89004362
0.85896426
0.87438363
0.85406816
0.84602535
0.89041466
0.89327711
0.86928582
0.88508433
0.88687474
0.88517404
0.84484506
0.85499406
0.88644826
0.90059119
0.88776278
0.87835819
0.86833918
0.88343209
0.88490951
0.90072453
0.8853451
0.913158
0.91438031
0.89557213
0.91964388
0.92287493
0.90543336
0.8271336
0.87615156
0.87057608
0.89686728
0.85151625
0.86396521
0.85810667
0.87835896
0.87255758
0.84890193
0.86484933
0.86602056
0.88894171
0.87491173
0.87104493
0.84297085
0.85448563
0.88759279
0.88637954
0.87599647
0.83878082
0.84737021
0.85699135
0.85409671
0.7803213
0.85941273
0.79496914
0.81903988
0.83982241
0.83346629
0.82278466
0.78676099
0.88588387
0.90182281
0.86751044
0.87997758
0.87207919
0.90403622
0.87367636
0.85798925
0.7824108
0.88316715
0.84867412
0.86586559
0.86644083
0.85397774
0.84630984
0.8732205
0.88292861
0.87289351
0.89056295
0.87163079
0.88148481
0.89980483
0.858482
0.90505856
0.86480302
0.83909088
0.88730246
0.82358623
0.88344592
0.87986302
0.85258853
0.85577726
0.88359225
0.8824054
0.78873432
0.87893647
0.87061757
0.8237021
0.85582155
0.8848632
0.8461237
0.83678025
0.81673414
0.88249218
0.86815864
0.86582118
0.86990035
0.88463503
0.85280645
0.89658803
0.84617674
0.8877067
0.85290962
0.84900016
0.88865346
0.85382295
0.83943361
0.8763957
0.84671706
0.82612866
0.84324521
0.83657998
0.77385259
0.8193841
0.91795689
0.8884514
0.83632147
0.88465768
0.86456031
0.85456508
0.87141097
0.88590771
0.92091459
0.91967869
0.90039784
0.90674698
0.90339959
0.89469802
0.86007887
0.89082378
0.92652583
0.8752048
0.88296169
0.89246166
0.8900038
0.8999517
0.814686
0.89221662
0.85147923
0.86852264
0.89153254
0.89956784
0.90421212
0.8563844
0.89067101
0.88912106
0.81583804
0.89517498
0.91363293
0.89134985
0.96814358
0.93430489
0.92259014
0.87162197
0.89723122
0.78756297
0.90517414
0.96089506
0.92704451
0.77110595
0.95206648
0.9594239
1.0154295
0.87523198
0.91308862
0.88731903
0.91369861
0.93251061
0.91204554
0.8989296
0.9140594
0.90713167
0.85746998
0.8801719
0.87719715
0.87571985
0.84868973
0.90720057
0.90324831
