staytract_other_pooled_mean
0.23640162
0.26298183
0.41550484
0.20020685
0.18904084
0.21823095
0.22337414
0.26952508
0.23812553
0.27129251
0.23535895
0.19547948
0.20907803
0.20707104
0.24938476
0.38177612
0.28065789
0.21907724
0.39450207
0.39893302
0.22607143
0.21003313
0.21294822
0.13859044
0.1693067
0.21464792
0.21616308
0.19332439
0.18219832
0.17933767
0.25925642
0.23600879
0.18769422
0.17908184
0.2058738
0.22854418
0.223398
0.18661989
0.43669003
0.15423231
0.24928457
0.29322314
0.33480176
""
0.32452744
0.15163141
0.19698955
0.25432423
0.22118579
0.23338817
0.23734377
0.27182546
0.23808073
""
0.21482037
0.21267559
0.31191748
0.45587191
0.22954533
0.14829366
0.22362815
0.16531982
0.26217756
0.30968451
0.36146009
0.20849352
0.22786725
0.29521975
0.32886076
0.30888072
0.069468617
0.21332195
0.2056568
0.21261202
0.21901518
0.13491361
0.31519306
0.43119279
0.25246215
0.16860141
0.25398061
0.22002406
0.26759374
0.16553704
0.21306559
0.22860979
0.37241155
0.22318362
0.25223428
0.2839632
0.22666392
0.26054358
0.1680505
0.19343768
0.2668184
0.28356588
0.23881406
0.27939668
0.18218786
0.19810075
0.19335802
0.22693259
0.16943067
0.18175121
0.18078251
0.21708295
0.15841867
0.19863024
0.2600112
0.19874643
0.18916786
0.17548883
0.17639044
0.29015374
0.20847946
0.20382555
0.17932039
0.31652221
0.33084428
0.28589088
0.19568861
0.22884949
0.20709315
0.16656046
0.22573897
0.2000255
0.20263323
0.31567198
0.26553765
0.19021864
0.16917135
0.16938667
0.13382787
0.35278189
0.22127612
0.23676093
0.23063347
0.22480892
0.12927185
0.13772541
0.2109378
0.18297215
0.10479055
0.28945452
0.15937491
0.18079327
0.24130502
0.27685735
0.21206436
0.23049746
0.28682703
0.20659156
0.214782
0.19081739
0.18979949
0.20619382
0.37579176
0.15331188
0.18248728
0.24242534
0.30032194
0.31810933
0.17592974
0.19794782
0.22980553
0.18346876
0.26717439
0.22818083
0.32686958
0.16101873
0.17139614
0.15098645
0.22550309
0.15994304
0.23218216
0.17762776
0.18154991
0.1862938
0.18327698
0.22125214
0.15552726
0.19082028
0.1907986
0.30034882
0.25519365
0.17723483
0.45238703
0.18461746
0.20925348
0.21011195
0.21529981
0.18355519
0.216372
0.25464275
0.37725419
0.24649078
0.21482092
0.24113935
0.1616803
0.2645103
0.19339612
0.1870663
0.1947825
0.18496723
0.22060694
0.16429941
0.15341419
0.14832376
0.22314709
0.14776263
0.18428701
0.17593974
0.1923223
0.2053602
0.16717596
0.20338516
0.17971136
0.16244349
0.21183848
0.30433613
0.22500344
0.16537647
0.28610575
