kid_pooled_female_blw_p50_n
2882.3184
7495.7334
2372.1504
1486.0006
3294.0259
1365.4567
1982.8846
7432.1787
2892.5999
1552.3844
2819.5215
1289.9983
2350.7498
978.8476
984.60272
2663.0669
3281.5737
1294.3746
921.30249
2946.2893
1087.202
5075.4502
3558.4646
4879.8203
4642.9492
4176.5942
2944.5291
7075.0557
1341.4851
2122.8965
1972.8081
1202.267
1901.0906
1142.2372
6279.3589
3555.6592
41750.949
1083.3411
4766.5596
2094.2854
6091.0386
3616.7346
1709.3679
2491.4531
13725.922
1978.8563
2054.3818
5661.7324
31997.352
1819.8119
16967.965
5688.458
1554.5315
2043.3469
2445.0146
1834.4148
4321.2412
3949.8914
4424.937
1838.4758
6236.9644
3050.634
9664.9922
4617.0347
1471.7834
1552.5521
1901.1639
170.27287
243.04753
12725.801
2360.458
66.041939
33.548866
679.92639
4266.5093
154.88213
147.92827
981.19989
2715.7715
611.20428
927.32825
""
267.1304
3686.4421
968.94427
417.25598
1059.0718
265.92346
560.17151
386.57159
""
445.28226
651.36267
163.42722
""
711.90204
8771.9717
8480.3477
7687.895
3391.6777
2436.4485
358.43814
1314.6161
174442.19
10398.169
9408.1143
50616.117
12542.015
5055.646
8339.0293
14661.859
1619.5924
1679.7961
2151.7678
10301.853
2306.5386
993.85327
447.53494
2126.7759
1483.543
1622.9855
1310.8004
1714.7249
558.03357
1650.1061
1557.171
5102.8491
4221.4229
5159.2813
1756.2393
686.8808
1526.2031
1454.5366
4686.522
1315.074
975.28937
5428.0103
909.2674
2710.2058
2099.0186
2280.1575
1314.5825
2262.8813
990.79089
1343.5524
6891.0161
1935.8644
712.64807
1420.8408
1446.9088
1128.8043
1011.1049
1878.6086
3441.7517
1280.6768
1302.4479
2948.717
5211.4111
1124.6615
786.3963
848.36957
756.96783
2445.7314
799.35773
3382.6179
917.30884
2131.3203
1851.0846
3764.147
734.20984
23828.986
1371.1715
2957.719
4654.3174
1079.9641
768.42798
8132.4272
1492.058
1432.9077
946.1825
3188.5552
1179.6492
10063.878
4523.2661
840.30731
1716.7583
66897.031
80.095573
1036.1036
11863.312
1621.6183
1576.197
36678.516
1655.656
5514.7041
77933.703
2259.2271
6708.4668
16657.51
926.00323
58095.926
10960.848
3199.3464
1285.3673
770284.81
11288.144
6391.1543
856.17151
5612.0713
21252.986
618.13733
663.67627
31028.531
5354.3618
3857.4583
156432.13
8969.9658
873.54761
114590.91
74226.898
3585.48
133650.27
169096.14
28654.063
40806.363
10303.121
25850.59
22125.254
66858.953
13425.042
10193.475
154.62006
2843.0273
19018.184
18951.92
34386.293
6041.3403
4406.8984
826.16211
39373.652
2279.3708
41404.348
8997.8945
5688.8413
22044.273
1137.5243
18798.146
599.52936
358.17828
452.63452
8190.0776
1456.0973
710.99579
178.05031
286.10657
1028.5248
373.91544
361.01703
162.66801
1809.546
34000.227
147.57614
3906.6184
1349.7526
678.61444
25792.061
2408.8223
2396.3071
188.7085
636.11469
569.96124
""
555.96387
123.80589
15986.757
133.8553
595.29755
429.70309
2040.0028
8729.3145
1193.3838
440.27524
1324.2842
6536.5439
""
548.59796
1772.6122
2294.0178
2337.3645
1634.8373
177.04205
517.14349
347.87106
360.18585
1343.6355
9499.957
271.07135
1057.7965
664.66833
599.41559
28.317318
230.90103
172.7562
413.31107
800.98889
375.04984
11167.224
744.16663
30621.271
30700.377
5046.1533
3915.272
29720.623
9266.6406
2874.8145
4627.5664
8280.8438
20815.451
8932.2666
38487.34
10293.533
1524.8138
9743.5273
1725.4635
23237.271
99906.594
964.43469
6021.1729
5630.3398
7605.3667
12696.386
4534.937
2475.5396
1166.0559
53253.887
19376.176
2179.7649
642.02698
4626.0581
1093.9993
768.98376
808.18744
1017.4342
2335.8196
3369.9619
7100.6733
5078.0317
64919.539
1360.5148
5488.1689
3215.3386
960.5863
444.29907
11104.64
22241.197
11351.13
2744.5386
485.57007
1684.3907
14148.773
16728.102
4648.9048
190323.03
3539.3926
2900.657
9670.5391
2931.7141
63384.344
13807.585
60748.219
19336.107
44408.09
32827.074
5387.6084
5079.1343
13101.036
7240.3584
12165.244
18203.643
2577.0037
2640.3079
1384.0768
926.54559
24663.873
1590.788
2791.939
1602.7911
1436.6833
928.23456
836.7652
451.57663
2649.5754
1081.5359
3203.4763
5253.5117
1610.91
1378.4646
11862.842
843.79181
1303.6635
1566.4097
1230.5175
3507.7144
2441.6348
1315.6913
560.336
2859.2842
830.58862
5759.6382
3217.7771
821.97583
15878.556
1200.3125
1757.8042
6089.8975
4921.6938
359.74408
20793.918
726.68945
23828.051
3289.863
3697.946
3448.3945
1575.3932
4942.8955
897.79156
2050.1262
956.72339
890.85571
2828.8889
46825.977
1510.9844
1114.0533
9024.7695
5074.2476
1243.5476
309.25897
2065.1931
1695.426
2146.0701
913.91376
1346.4913
2152.1892
5474.6489
3665.4934
1430.777
48831.883
1649.1261
165.2381
4453.562
2983.5107
2167.6785
1166.745
28922.072
2087.6465
8800.7881
993.88733
1875.1069
1124.6611
1579.0793
1025.9905
5955.7114
6354.896
883.02429
2908.7559
888.76184
1117.5145
1714.989
896.75696
730.55621
1283.1282
1240.2474
647.34564
3664.844
1199.8319
6038.6279
624.92719
1239.6572
7241.8154
1279.8806
1883.3597
1083.4572
1273.9407
1820.6521
684.40424
1962.9806
586.27936
2434.4575
1312.7759
707.98376
1054.2449
3029.3557
14923.769
4269.8755
1113.0027
947.36517
5038.5811
1762.2698
1377.1083
1237.1232
805.59473
2909.4424
675.71368
1331.0922
270.97809
1011.0475
853.48822
16777.684
3531.9597
349.7616
1412.7002
804.34473
4719.1914
1759.3544
492.7793
2704.3562
560.60962
188.1635
1524.2167
758.01794
929.74384
1212.1644
3602.7847
3260.0906
2314.6956
482.57388
654.32202
4565.4141
1057.902
953.7113
1011.1749
2034.5104
4105.5127
3900.0559
2775.7146
602.67767
1806.2738
1934.4139
194.4601
488.61075
1222.3352
6402.5176
624.95721
830.79584
852.9823
1936.918
8642.6572
38663.887
3240.4961
6538.3047
13437.703
266.05234
3703.1519
439.1051
602.03583
3107.4944
853.46393
340.76773
2432.1501
4424.877
916.10925
209.96083
""
10703.785
414.76001
1883.2318
130.29117
518.42633
298.47748
2082.6777
1060.7185
1141.485
1137.7865
1243.3243
1049.5488
1642.3889
1566.9882
6573.4854
1194.2529
606.90924
253.23688
428.46646
1384.8557
1822.8257
1511.5671
308.45911
1187.0826
1687.2982
663.84833
938.89288
521.37134
4444.0571
486.20743
795.96753
3471.6982
819.08881
725.44769
1693.1219
229.28096
1563.9919
238.48077
843.07037
884.09497
6863.5127
1677.5087
1019.5781
914.13123
1370.5636
2203.0176
321898.69
985.5343
641.20886
2553.2087
767.77307
1191.2731
22239.096
1115.5543
421.42233
1700.9235
1395.8916
818.14771
2429.6934
1795.5016
355.94891
1037.6232
1102.7729
562.7865
972.61371
302.07733
453.18887
2251.9407
1774.1886
2529.2021
617.25702
2207.853
950.27527
872.20459
603.52313
17492.918
5147.1943
1407.4635
2545.4548
23856.203
4521.4629
1039.4178
1407.7129
1509.8607
1256.6329
1275.3499
6818.083
4657.0176
5575.2412
2296.8584
10938.539
2313.7759
496.01602
864.60864
814.5249
516.80615
725.70526
711.13831
1467.7946
1641.4784
757.1936
2081.7339
8557.0586
1179.8615
573.86102
1081.8502
226.48129
637.63855
198.08574
1419.7133
955.33704
6517.0005
15832.862
