kir_white_pooled_p25
0.35571325
0.49280795
0.43454078
0.39779451
0.44921783
0.36645767
0.39979386
0.40926149
0.38998523
0.38384196
0.37615192
0.34452721
0.42877808
0.43172553
0.43739983
0.41771153
0.47427183
0.41329184
0.42984453
0.4254263
0.46435681
0.45152187
0.51697242
0.41674504
0.38753822
0.44658157
0.39311668
0.37649339
0.39413038
0.45563895
0.50937092
0.44295907
0.43176317
0.39950755
0.37856829
0.40671355
0.43817079
0.43750003
0.53147507
0.36914501
0.4051753
0.42484656
0.36711118
0.50310016
0.44995484
0.48337641
0.47240832
0.39759207
0.4120605
0.356287
0.47474739
0.41718659
0.40839955
0.35940993
0.35880759
0.4250634
0.39649028
0.39473757
0.42474782
0.37212119
0.39215994
0.36835736
0.37934947
0.38524792
0.41459873
""
0.51717061
0.41087943
0.35380003
0.48159626
0.39123452
0.38596234
0.43843976
0.43658519
0.38110369
0.39942425
0.49723905
0.38545424
0.38002679
0.30054435
0.34987342
0.28207749
0.40888679
0.42031336
0.41269302
0.44282949
0.42986542
0.39344674
0.43275547
0.36648208
0.39038748
0.36902112
0.38783067
0.43411735
0.39797336
0.38459551
0.35611516
0.48590657
0.410151
0.36949301
0.38437298
0.37639213
0.37846309
0.38199589
0.37699571
""
0.43363428
0.3985844
0.3966015
0.397533
0.39922783
0.32487381
0.40450719
0.40395209
0.39483967
0.40286008
0.34989211
0.40739813
0.3985984
0.38950378
0.38366142
0.3766979
0.38398299
0.39611125
0.38053581
0.4090744
0.41114157
0.39217609
0.41543305
0.39800438
0.54524541
0.45188308
0.46994424
0.47718364
0.43923348
0.485291
0.45017064
0.48805526
0.4621357
0.46512359
0.43311217
0.35740629
0.43742707
0.43904012
0.35545123
0.42563739
0.42988533
0.39206693
0.39518508
0.39665458
0.41574615
0.44285706
0.37012088
0.40147403
0.44669828
0.4092519
0.33330435
0.42486885
0.44396374
0.41002604
0.39484516
0.39053351
0.43847921
0.42566481
0.39898053
0.40654653
0.35062295
0.35088056
0.40040991
0.44236997
0.3807216
0.36500263
0.47610348
0.3805261
0.43392244
0.40151066
0.39969367
0.40187758
0.37097976
0.41800705
0.35791832
0.40752137
0.40613934
0.42258543
0.45028445
0.41354382
0.5160473
0.4573468
0.42720565
0.39375439
0.45255753
0.41806364
0.40460041
0.4101834
0.41015711
0.47613397
0.38907769
0.41280887
0.49726954
0.43690994
0.4054262
0.46070415
0.37599191
0.46088308
0.46020758
0.41536409
0.43577197
0.37216568
0.39742053
0.42541945
0.40536115
0.40127531
0.3762427
0.37991288
0.41563785
0.4666487
0.40614796
0.38070297
0.39325759
0.42531198
0.33917013
0.40234903
0.37989888
0.48953322
0.41959473
0.40044081
0.41428277
0.39957991
0.45150352
0.44086319
0.37200177
0.41639522
0.42596421
0.42606014
0.40318504
0.44191632
0.37177229
0.42615443
0.42776385
0.43206564
0.37926674
0.4661423
0.44552013
""
""
0.40666389
0.47162265
0.40244299
0.42140439
0.48183447
0.36822808
0.49420652
""
0.4049646
0.44132799
0.3750616
0.4001452
0.36831498
0.41304931
0.42461869
0.40519235
0.42569903
0.37815565
0.39440086
0.34732392
0.48590249
0.38871655
0.39637545
0.36973435
0.40007818
0.46248019
0.40632817
0.42540455
0.41148201
0.44623032
0.44015884
0.4378323
0.45670623
0.370226
0.4547863
0.40786856
0.42580917
0.41679204
0.41020098
0.4238818
0.43711436
0.41158593
0.42440277
0.43859321
0.42084569
0.45391884
0.42146504
0.37871709
0.33737248
0.3916305
0.35631153
0.33967739
0.33671024
0.36184829
0.33994782
0.321832
0.50320691
0.41728529
0.35274053
0.34314072
0.45553437
0.35961279
0.38254854
0.36819512
0.40791017
0.43071386
0.41608331
0.38638702
0.42496735
0.36223114
0.37823007
0.34922183
0.34349453
0.36616173
0.36237982
0.36480916
0.35492876
0.39039209
0.42315277
0.39744285
0.37629911
0.38703579
0.36798495
0.39074883
0.3877387
0.40641287
0.40060711
0.37244564
0.39149755
0.39789566
0.40751705
0.43077627
0.39000604
0.37560174
0.40966848
0.38508764
0.37194064
0.37159351
0.48255476
0.53836912
0.43754268
0.31803003
0.52425486
0.44203952
0.40160757
0.33697397
0.43847412
0.43815833
0.39510995
0.37438706
0.41020209
0.39216071
0.41144699
0.38427487
0.46847108
0.42431712
0.42454508
0.55304652
0.44681263
0.37876686
0.41118228
0.41657186
0.39400926
0.42230779
0.38899153
0.35881692
0.34976369
0.42532441
0.36561418
0.34518757
0.41704699
0.40741506
