work_26_hisp_pooled_n
101.0
247.0
""
""
168.0
""
24.0
288.0
28.0
25.0
68.0
""
""
""
""
195.0
63.0
""
""
31.0
""
99.0
272.0
35.0
149.0
96.0
37.0
120.0
""
89.0
41.0
""
""
21.0
151.0
57.0
726.0
""
91.0
34.0
153.0
117.0
""
24.0
637.0
""
26.0
258.0
556.0
""
404.0
269.0
""
""
28.0
""
124.0
71.0
225.0
""
90.0
38.0
163.0
50.0
""
""
""
""
""
1711.0
""
""
""
""
485.0
""
""
127.0
98.0
45.0
65.0
""
""
143.0
""
""
""
""
""
25.0
""
21.0
22.0
""
""
""
146.0
3099.0
1130.0
585.0
704.0
228.0
242.0
51290.0
1861.0
661.0
20261.0
3755.0
2913.0
1350.0
6550.0
22.0
61.0
47.0
1296.0
44.0
39.0
""
160.0
27.0
63.0
""
27.0
""
24.0
43.0
150.0
229.0
94.0
26.0
""
40.0
31.0
158.0
46.0
""
250.0
""
74.0
117.0
54.0
63.0
72.0
""
21.0
117.0
177.0
""
""
""
20.0
31.0
37.0
106.0
27.0
""
75.0
103.0
""
""
""
""
42.0
""
32.0
""
38.0
72.0
178.0
""
957.0
""
42.0
169.0
38.0
""
635.0
188.0
30.0
""
90.0
32.0
1005.0
124.0
""
141.0
20726.0
""
243.0
2094.0
270.0
510.0
13994.0
270.0
1260.0
29048.0
548.0
635.0
10940.0
164.0
23048.0
4860.0
417.0
276.0
289879.0
5265.0
1590.0
132.0
1034.0
8605.0
84.0
44.0
15475.0
2423.0
507.0
56210.0
2743.0
98.0
52241.0
16998.0
2818.0
62536.0
57730.0
8345.0
16064.0
3320.0
12683.0
10477.0
31008.0
6751.0
1131.0
""
316.0
7059.0
5650.0
14006.0
1938.0
817.0
31.0
16274.0
384.0
21744.0
3899.0
1237.0
9963.0
583.0
6183.0
78.0
31.0
162.0
2558.0
554.0
118.0
""
37.0
199.0
75.0
87.0
""
359.0
14740.0
""
1205.0
147.0
130.0
6284.0
372.0
463.0
""
""
39.0
""
205.0
""
6659.0
""
84.0
154.0
407.0
2091.0
531.0
32.0
261.0
1228.0
""
159.0
240.0
459.0
822.0
788.0
""
90.0
56.0
39.0
382.0
4998.0
54.0
479.0
26.0
105.0
""
""
35.0
22.0
108.0
52.0
4486.0
99.0
7499.0
7380.0
484.0
513.0
5885.0
1267.0
383.0
628.0
536.0
2339.0
474.0
3338.0
896.0
26.0
612.0
39.0
2947.0
24419.0
30.0
659.0
448.0
1042.0
2987.0
168.0
273.0
""
3812.0
977.0
393.0
""
159.0
35.0
63.0
20.0
24.0
406.0
895.0
1065.0
921.0
15272.0
28.0
701.0
87.0
28.0
25.0
1581.0
4245.0
656.0
136.0
""
27.0
2081.0
1733.0
715.0
84883.0
1084.0
157.0
1008.0
648.0
17279.0
6598.0
11927.0
2672.0
4079.0
4883.0
264.0
520.0
2138.0
482.0
1507.0
5347.0
133.0
116.0
35.0
24.0
3347.0
56.0
105.0
32.0
31.0
36.0
""
""
44.0
32.0
165.0
235.0
41.0
31.0
195.0
""
""
27.0
81.0
58.0
39.0
31.0
""
186.0
36.0
207.0
78.0
""
673.0
374.0
40.0
542.0
303.0
""
1293.0
""
2584.0
118.0
156.0
405.0
30.0
254.0
23.0
24.0
""
28.0
49.0
2624.0
22.0
24.0
186.0
363.0
""
23.0
68.0
29.0
23.0
25.0
21.0
410.0
229.0
372.0
30.0
2398.0
54.0
""
196.0
209.0
68.0
22.0
3949.0
155.0
1515.0
""
42.0
70.0
20.0
29.0
457.0
548.0
23.0
134.0
""
26.0
""
""
""
25.0
""
""
65.0
37.0
577.0
""
41.0
269.0
62.0
30.0
""
23.0
38.0
""
20.0
""
43.0
24.0
""
""
195.0
1099.0
135.0
82.0
28.0
225.0
96.0
45.0
23.0
20.0
178.0
""
30.0
""
""
""
815.0
249.0
""
""
""
75.0
37.0
""
62.0
""
""
57.0
""
""
""
83.0
153.0
108.0
""
""
90.0
""
""
""
27.0
80.0
146.0
58.0
""
""
54.0
""
""
26.0
1390.0
""
20.0
""
35.0
1012.0
6549.0
324.0
891.0
1398.0
""
472.0
44.0
22.0
574.0
28.0
25.0
95.0
708.0
35.0
""
""
2270.0
28.0
478.0
23.0
""
""
293.0
80.0
89.0
124.0
207.0
31.0
204.0
277.0
396.0
78.0
39.0
""
59.0
114.0
605.0
143.0
""
164.0
270.0
200.0
46.0
""
701.0
""
140.0
68.0
""
""
583.0
""
169.0
""
53.0
99.0
338.0
27.0
""
""
46.0
106.0
69979.0
33.0
""
466.0
39.0
68.0
7226.0
""
""
36.0
""
42.0
38.0
39.0
""
""
233.0
""
""
""
""
196.0
143.0
90.0
""
50.0
20.0
25.0
""
7901.0
530.0
706.0
202.0
7063.0
728.0
""
151.0
106.0
40.0
32.0
1743.0
365.0
157.0
55.0
491.0
55.0
31.0
""
27.0
""
38.0
27.0
33.0
45.0
""
348.0
501.0
26.0
27.0
""
""
""
24.0
38.0
""
1356.0
807.0
39.0
307.0
""
""
20.0
""
100.0
217.0
46.0
