has_mom_hisp_male_mean
0.95864749
0.91288823
""
""
0.57738441
""
""
0.916426
""
""
0.8140282
""
""
""
""
0.92042232
0.78893453
""
""
""
""
0.75425965
0.94567764
0.69029456
0.72639579
0.90648097
0.99284184
0.80722958
""
0.72313696
0.91551679
""
""
""
0.89176428
0.77478379
0.83070469
""
0.92786795
0.83414996
0.88797176
0.65377569
""
""
0.91820127
""
""
0.68566436
0.83048278
""
0.84473729
0.83652592
""
""
""
""
0.88434589
0.92851466
0.84504813
""
0.92887425
0.93820113
0.85958999
0.89237583
""
""
""
""
""
0.88989818
""
""
""
""
0.94659662
""
""
0.88405257
0.85452366
0.96755469
0.85824633
""
""
0.83636647
""
""
""
""
""
""
""
""
""
""
""
""
0.8676511
0.90717572
0.88084131
0.85739303
0.92985755
0.89328116
0.89282596
0.82805264
0.85089862
0.89114469
0.89333516
0.8382529
0.92670596
0.88023001
0.89263546
""
0.8102302
0.96661258
0.64555836
0.92820752
0.78664523
""
0.56475139
""
0.76006198
""
""
""
""
0.7303353
0.7419312
0.83771777
0.76039749
""
""
0.82194817
""
0.92787564
0.93629658
""
0.88592792
""
0.89883333
0.48516572
0.73607999
0.65808183
0.83483261
""
""
0.8287589
0.58455116
""
""
""
""
""
0.94560945
0.95303535
""
""
0.80552614
0.8458885
""
""
""
""
""
""
0.84313738
""
0.78237534
0.89687073
0.92254591
""
0.85658866
""
0.48387912
0.92950517
""
""
0.58317637
0.65578824
""
""
0.8148284
0.98902404
0.64819103
0.81358731
""
0.81885868
0.85297728
""
0.91610348
0.85048079
0.90250343
0.77650952
0.86578661
0.85160828
0.9216128
0.79540265
0.7829138
0.88807327
0.91955531
0.8507942
0.81029743
0.80703783
0.89834261
0.84006172
0.84696448
0.75924748
0.86125338
0.90669924
0.81888223
0.83091521
0.76180649
0.93411368
0.79190713
0.76785237
0.92956424
0.83777267
0.90698433
0.94843411
0.85825413
0.85822231
0.85398626
0.87568402
0.85074359
0.8629812
0.83277225
0.84745073
0.86578876
0.85023087
0.85296279
0.7764231
0.91339618
""
0.9087044
0.86740053
0.79652184
0.84721154
0.80415076
0.80752331
""
0.78593403
0.9394908
0.83690304
0.83288306
0.79676396
0.84397453
0.86316454
0.87382513
0.94110835
""
0.87240374
0.82515866
0.90382355
0.90553218
""
0.81645918
0.85527855
0.86246151
0.85750169
""
0.87681496
0.81768936
""
0.92654097
0.74674022
0.87812179
0.91986507
0.90881371
0.8322013
""
""
0.85410649
""
0.93812931
""
0.90290242
""
0.93440259
0.92950678
0.93150574
0.91617221
0.9002707
""
0.8406617
0.90583521
""
0.80821437
0.91683233
0.87204963
0.73869884
0.88437265
""
0.85972875
0.9404124
""
0.88260835
0.91055423
0.96281427
0.88305861
""
0.65979522
""
""
1.0039668
""
0.97621942
0.93548757
0.80955076
0.8259756
0.87280881
0.86330795
0.88463032
0.86570555
0.8724823
0.88210905
0.92763823
0.87428033
0.86520666
0.81653863
0.7908448
0.76859277
0.94189966
""
0.91399425
0.83860171
0.91342342
0.8874625
""
0.90541923
0.93022257
0.90585005
0.78180838
0.90460259
0.71158177
""
0.91475046
0.92616296
0.91867882
""
0.84046555
""
0.85473973
""
""
0.81366056
0.69930053
0.91276443
0.78020579
0.88251394
""
0.793598
0.84917217
""
""
0.84271759
0.85907811
0.90148014
0.75724977
""
""
0.84382325
0.85754967
0.81351036
0.87226611
0.90255564
0.89195776
0.93819171
0.58096951
0.86460251
0.85446912
0.85623997
0.88463831
0.8809374
