wgflx_rk_hisp_female_n
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
73.0
35.0
""
""
""
""
1316.0
50.0
""
572.0
77.0
77.0
29.0
155.0
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
537.0
""
""
60.0
""
""
341.0
""
""
690.0
""
21.0
269.0
""
496.0
116.0
""
""
8389.0
127.0
34.0
""
24.0
226.0
""
""
377.0
67.0
""
1559.0
65.0
""
1315.0
439.0
79.0
1482.0
1496.0
212.0
381.0
79.0
348.0
236.0
805.0
141.0
27.0
""
""
172.0
151.0
330.0
52.0
22.0
""
385.0
""
579.0
98.0
28.0
275.0
""
181.0
""
""
""
56.0
""
""
""
""
""
""
""
""
""
371.0
""
37.0
""
""
185.0
""
""
""
""
""
""
""
""
172.0
""
""
""
""
58.0
""
""
""
36.0
""
""
""
""
""
20.0
""
""
""
""
""
157.0
""
""
""
""
""
""
""
""
""
""
107.0
""
209.0
180.0
""
""
145.0
25.0
""
""
""
62.0
""
80.0
23.0
""
""
""
75.0
575.0
""
""
""
""
84.0
""
""
""
85.0
20.0
""
""
""
""
""
""
""
""
""
21.0
""
343.0
""
23.0
""
""
""
34.0
101.0
24.0
""
""
""
45.0
33.0
20.0
2002.0
35.0
""
""
20.0
375.0
119.0
303.0
53.0
106.0
104.0
""
""
44.0
""
42.0
100.0
""
""
""
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
66.0
""
""
""
""
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
85.0
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
31.0
222.0
""
29.0
43.0
""
""
""
""
""
""
""
""
""
""
""
""
42.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1999.0
""
""
""
""
""
214.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
207.0
""
""
""
183.0
28.0
""
""
""
""
""
33.0
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
