kfr_imm_asian_pooled_mean
0.6908462
""
""
0.69050962
0.61702615
""
0.57590586
""
""
0.54819119
0.63497257
0.5832777
""
0.49725604
0.46200439
""
""
0.59722251
""
""
0.62920475
0.52930403
0.6128692
""
0.67414635
""
0.62145311
0.5887773
0.60307378
""
""
""
0.60788316
0.64151198
""
0.45959675
""
""
""
""
0.70562381
""
""
""
""
""
0.58781093
0.55544811
0.65487254
0.74121356
0.63054037
0.59896356
""
""
""
0.59451783
""
""
""
""
""
0.58444631
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.61684555
""
0.51340729
""
""
0.56522655
""
""
0.52360409
0.70975357
""
""
""
""
0.66380221
""
""
""
0.58524865
0.59656107
0.59038079
0.58224702
0.61300749
0.6299004
0.72887015
0.62066698
0.60472786
0.63104779
0.5750531
""
0.57225263
0.72782254
0.60880566
0.70912737
""
0.6001125
0.69885212
0.71130061
""
""
""
0.59273416
""
""
0.61195534
""
0.62323481
0.58401197
""
""
""
0.60184532
""
0.56661326
""
0.54639584
""
0.66487026
0.54063892
""
0.74771357
0.59140545
0.55595326
""
""
""
""
0.64101034
""
""
""
""
0.66839743
""
""
0.53162265
0.5036177
""
0.7082203
""
""
""
""
0.65226573
0.69137019
""
0.68340981
""
""
""
0.67367578
0.67740458
0.59432054
""
0.66568184
""
""
0.69563669
0.6232121
""
""
""
""
0.692671
""
""
0.71333593
""
""
0.67057925
""
""
0.70170116
0.64543384
""
""
""
0.54813862
""
0.64644688
""
0.65439677
0.6109671
""
""
0.61922139
0.63035703
0.70489955
""
""
0.68830663
0.56013
0.69510776
""
""
0.74251646
0.7687813
0.69919091
0.6788587
""
""
""
""
""
""
0.66591692
0.76727057
0.73574162
0.51877797
0.72740841
0.71817172
0.692765
0.60055858
""
0.6729821
""
""
""
0.74821967
""
""
0.57216287
""
""
0.67442882
""
""
0.70628893
0.64856637
""
0.73723811
0.70263946
0.63765889
0.71779704
""
0.65297759
""
""
0.70288229
""
0.70492232
""
0.67551869
0.65159506
0.68442029
0.68978065
0.6495747
0.70710057
0.71464634
0.66554576
0.74758267
0.66948777
""
""
""
""
""
0.54406691
0.59937048
""
0.61993152
0.5810712
""
""
0.65752029
0.67411548
""
0.60098594
0.66625887
0.59086508
""
""
""
""
""
""
""
""
""
0.6296646
0.50875741
0.56643218
""
""
0.5980311
""
""
""
""
0.82263869
""
0.67227846
0.5299986
""
0.52981842
0.56759381
0.56208658
""
0.54837579
0.5464136
0.54307419
""
0.58998841
""
""
""
0.72277766
0.64757049
""
""
0.68427116
""
0.71672231
0.62351727
0.57604784
0.74177384
0.68102944
0.64314657
0.57813263
""
0.6819216
""
""
0.75104922
0.75150639
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.51124072
""
""
""
""
""
""
""
""
""
""
0.60440928
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.3489542
""
""
0.50753945
""
0.62861365
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.42677954
0.55096966
""
0.62960052
""
""
0.64984566
""
""
""
""
""
""
0.60619175
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.66748029
0.59979713
""
""
0.59330207
""
""
""
""
""
""
""
""
0.38156617
""
""
0.59618092
0.54794574
0.57357115
""
""
""
""
0.75527149
0.56576502
0.60815197
""
""
""
""
0.6006878
""
0.55993682
""
0.81891108
""
""
0.59403354
""
0.5215205
""
0.66474736
""
""
""
0.62952501
""
""
""
""
""
""
""
0.62353265
0.56064051
""
0.56198543
""
""
""
""
""
0.61299706
""
""
""
""
""
""
0.70280403
""
""
0.67035544
""
0.60800862
""
""
""
0.71653223
""
""
""
""
""
""
0.64438713
0.61895794
0.71332473
0.62790167
0.68408853
0.62202698
""
""
""
""
""
""
""
""
""
""
""
0.54953909
""
""
0.65290129
""
""
""
""
""
0.67797917
""
0.59431511
0.60312182
0.66345859
""
0.65831465
0.67269278
""
0.5872277
""
""
""
""
""
0.64475304
""
""
""
""
""
0.50849813
""
""
""
""
""
0.34408274
0.39344147
""
0.5476135
""
""
""
0.59946513
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.57301247
0.56992167
0.54954612
""
""
""
""
""
0.58664662
""
0.63905454
""
0.58413523
""
""
""
0.67019242
""
""
0.52004248
""
""
0.54875422
""
""
""
""
""
""
""
0.54727733
0.57258278
0.64947432
""
""
""
""
""
""
""
""
""
""
0.49803907
0.58507013
0.49725857
""
""
0.58390522
0.59810972
0.53763187
0.54532617
0.57498574
0.67176497
""
""
""
0.57767594
0.60944355
0.65430778
0.54627824
""
""
0.60014158
0.67461526
0.6261881
0.61643654
""
""
""
""
0.56953436
""
0.54999989
0.60317504
""
0.62044716
""
0.49817026
0.61793923
""
""
""
""
""
""
0.53987831
""
0.62616205
