kir_stycz_natam_pooled_n
67.0
30.0
""
92.0
61.0
""
247.0
""
""
36.0
65.0
342.0
""
29.0
52.0
""
265.0
55.0
22.0
100.0
133.0
3559.0
175.0
31.0
258.0
44.0
85.0
106.0
244.0
""
""
32.0
210.0
98.0
93.0
121.0
28.0
""
""
""
125.0
""
""
""
""
""
289.0
666.0
120.0
96.0
150.0
98.0
28.0
""
""
122.0
""
78.0
""
""
""
158.0
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
143.0
""
21.0
""
34.0
202.0
""
""
49.0
522.0
155.0
35.0
""
""
67.0
""
""
31.0
48.0
327.0
96.0
96.0
330.0
193.0
85.0
98.0
245.0
80.0
221.0
25.0
53.0
40.0
45.0
115.0
""
157.0
108.0
71.0
""
""
""
26.0
""
""
""
""
42.0
40.0
""
""
""
390.0
""
""
""
31.0
""
56.0
60.0
""
""
79.0
64.0
""
""
20.0
""
55.0
413.0
""
""
27.0
139.0
32.0
""
286.0
308.0
79.0
61.0
""
""
""
""
59.0
389.0
""
628.0
188.0
65.0
480.0
71.0
1019.0
135.0
161.0
137.0
30.0
33.0
135.0
364.0
127.0
145.0
22.0
24.0
130.0
""
""
187.0
""
""
37.0
""
""
41.0
128.0
""
""
""
32.0
23.0
132.0
""
125.0
61.0
26.0
39.0
41.0
89.0
170.0
""
28.0
43.0
""
43.0
""
""
78.0
75.0
63.0
204.0
22.0
21.0
""
""
44.0
""
237.0
31.0
""
""
127.0
48.0
70.0
36.0
""
20.0
""
""
""
31.0
""
""
21.0
""
23.0
39.0
""
""
21.0
261.0
""
20.0
630.0
30.0
147.0
""
60.0
105.0
""
80.0
""
35.0
""
51.0
68.0
81.0
60.0
845.0
49.0
321.0
440.0
50.0
107.0
23.0
""
82.0
40.0
51.0
127.0
76.0
""
22.0
274.0
""
""
370.0
126.0
""
41.0
372.0
""
137.0
84.0
""
77.0
172.0
64.0
""
22.0
22.0
""
134.0
1199.0
49.0
239.0
54.0
""
""
""
85.0
""
""
""
31.0
""
40.0
298.0
432.0
308.0
141.0
100.0
74.0
""
117.0
""
""
""
""
37.0
""
""
63.0
""
58.0
112.0
503.0
""
561.0
66.0
34.0
""
320.0
""
""
32.0
57.0
""
22.0
26.0
31.0
""
""
""
""
""
""
""
23.0
""
26.0
""
""
29.0
""
442.0
""
""
""
""
""
""
""
""
""
213.0
""
""
""
156.0
""
282.0
66.0
""
""
""
""
""
""
105.0
""
""
""
23.0
62.0
38.0
67.0
""
216.0
33.0
""
160.0
74.0
30.0
78.0
505.0
""
""
102.0
149.0
""
""
""
34.0
""
""
""
""
42.0
48.0
""
""
62.0
91.0
""
79.0
""
32.0
""
""
""
""
""
""
""
78.0
""
""
""
535.0
88.0
""
""
125.0
58.0
40.0
""
201.0
27.0
""
""
""
23.0
142.0
97.0
124.0
""
""
270.0
""
""
""
""
""
""
230.0
""
""
74.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
136.0
794.0
""
""
""
""
""
""
""
""
""
""
""
""
57.0
""
41.0
292.0
379.0
""
56.0
25.0
""
551.0
27.0
521.0
34.0
27.0
""
""
56.0
""
163.0
44.0
567.0
""
72.0
1463.0
2303.0
785.0
203.0
5530.0
453.0
31.0
168.0
189.0
189.0
""
""
""
40.0
""
27.0
53.0
""
""
74.0
29.0
""
""
""
""
20.0
""
""
""
""
""
""
26.0
""
""
203.0
""
289.0
""
""
""
79.0
""
""
""
""
""
""
50.0
95.0
26.0
61.0
749.0
164.0
21.0
""
""
""
""
""
""
""
""
""
""
54.0
""
""
76.0
""
""
""
""
""
46.0
""
98.0
514.0
935.0
81.0
100.0
66.0
49.0
543.0
44.0
""
589.0
156.0
406.0
3866.0
612.0
368.0
46.0
468.0
35.0
1314.0
29.0
""
207.0
214.0
99.0
52.0
165.0
69.0
135.0
673.0
128.0
22.0
492.0
209.0
211.0
182.0
""
""
""
180.0
176.0
""
""
49.0
284.0
""
""
34.0
44.0
37.0
""
""
268.0
111.0
28.0
""
29.0
""
80.0
""
""
""
320.0
""
""
""
2316.0
64.0
3841.0
179.0
1363.0
62.0
""
2606.0
1284.0
201.0
3304.0
""
29.0
""
202.0
27.0
""
121.0
25.0
""
""
""
136.0
647.0
69.0
267.0
""
""
""
76.0
""
25.0
197.0
""
""
235.0
281.0
140.0
90.0
161.0
289.0
313.0
678.0
303.0
971.0
421.0
140.0
20.0
""
487.0
349.0
744.0
603.0
""
110.0
661.0
163.0
163.0
2742.0
117.0
""
33.0
56.0
429.0
161.0
232.0
817.0
52.0
594.0
77.0
466.0
216.0
22.0
""
148.0
""
""
""
296.0
163.0
2469.0
