frac_years_xw_white_female
0.6229353
0.58986855
0.61998332
0.6547851
0.64587945
0.65073085
0.57850128
0.68159002
0.65506738
0.69651395
0.73860329
0.71296173
0.74134552
0.71554387
0.69486052
0.66516304
0.74847531
0.66250724
0.67448109
0.60309267
0.62393284
0.54244566
0.66601396
0.64348042
0.6706118
0.64859849
0.59216541
0.62449992
0.65188897
0.66575933
0.68464214
0.64619321
0.65162885
0.62194157
0.59619439
0.45035776
0.37148339
0.57750779
0.36455417
0.58119261
0.58380365
0.69084626
0.56674987
0.65976232
0.63717365
0.64912659
0.60223532
0.55139995
0.61095697
0.53645647
0.62605536
0.66255176
0.61354506
0.61086547
0.64459819
0.60787839
0.61755764
0.63107312
0.63665622
0.65451455
0.67275167
0.71838754
0.70290083
0.71402514
0.64040351
""
0.50429565
0.65041578
0.60080463
0.72405976
0.70061386
0.5494712
0.65066558
0.64239591
0.65497929
0.65997297
0.61244667
0.53503603
0.44197422
0.5984931
0.55385262
0.59655195
0.32574028
0.48486143
0.59116197
0.53622985
0.67336321
0.60268939
0.68558264
0.64750677
0.71063465
0.7149443
0.65681213
0.68216372
0.66881531
0.6111728
0.53286928
0.6532023
0.54060352
0.73527324
0.69051403
0.73613006
0.70905828
0.74682277
0.69409925
""
0.61564511
0.61756533
0.68602234
0.72662938
0.72990584
0.69131452
0.68271148
0.75593352
0.70651782
0.51070654
0.56474346
0.55446845
0.58828229
0.65399683
0.5849278
0.66289794
0.70778453
0.58120394
0.60074097
0.7032584
0.64370149
0.65762633
0.6984598
0.67173362
0.64058495
0.68288887
0.58669406
0.60332912
0.66173553
0.75065982
0.64689589
0.58241159
0.64744735
0.71122599
0.70611274
""
""
0.60411519
0.5861401
0.62175119
0.60478455
0.56840622
0.54328048
0.57779199
0.61062318
0.45447212
0.51114225
0.61017549
0.54542768
0.70197916
0.56567079
0.57002324
0.49220395
0.54329836
0.60147339
0.64038503
0.68010557
0.54251814
0.53873158
0.57206881
0.6746757
0.51002872
0.74378312
0.65340346
0.64377242
0.58847636
0.68052793
0.68412554
0.62655747
0.56201363
0.57990366
0.62474203
0.70228207
0.62374908
0.58509558
0.70293826
0.65931696
0.62155706
0.58475757
0.51910645
0.48696372
0.48456958
0.61389709
0.6037156
0.64420575
0.56928813
0.52254492
0.41712052
0.66305083
0.62898052
0.67226458
0.70308596
0.55362451
0.54365295
0.61463499
0.61785704
0.5852145
0.60613757
0.569754
0.58134079
0.52253658
0.64477444
0.5600453
0.68343079
0.67568105
0.66445607
0.67382443
0.62721539
0.5732621
0.62451786
0.59757751
0.64519823
0.72322339
0.67216837
0.67772502
0.6363306
0.66832417
0.6339674
0.68818837
0.2089487
0.57900435
0.57185668
0.43774223
0.59860039
0.60937256
0.56698775
0.60420287
0.65737021
0.55652535
0.64211965
0.61123115
0.62540299
0.6045562
0.60335618
0.66849893
0.64328814
0.54346544
""
""
0.54306442
0.73347813
0.61765313
0.64889741
""
""
0.55926168
""
0.63841677
0.59936792
0.61008221
0.60164052
0.58982402
0.68773502
0.62524545
0.64740634
0.57438445
0.59416026
0.60655969
0.54877573
0.62155449
0.64443099
0.62478775
0.6673615
0.70866388
0.56539208
0.70136243
0.65154523
0.6595099
0.48063743
0.5319488
0.58827186
0.60701305
0.6455009
0.5890525
0.66291463
0.64220703
0.64639181
0.66464263
0.64510542
0.71321017
0.78852224
0.61616445
0.60286915
0.66445476
0.59525311
0.69050086
0.53586125
""
0.61690021
0.62735182
0.63541049
0.58828843
0.540407
0.50396371
0.4681012
0.72949493
0.60639811
0.38281232
0.52583581
0.58602703
0.65858626
0.57674593
0.67722315
0.58165205
0.69232929
0.62151158
0.72051561
0.74613994
0.6951896
0.73492497
0.62146115
0.72252494
0.57401621
0.591398
0.63980645
0.57721174
0.5905264
0.57721037
0.60146499
0.63893062
0.62292016
0.56016904
0.53808725
0.60070682
0.55188555
0.57781816
0.56551313
0.66378808
0.70543766
0.59030569
0.67343551
0.59896779
0.69294
0.63088119
0.57235879
0.53220469
""
0.79501396
""
0.50768679
0.57203096
0.55264753
0.54435658
0.63161474
""
0.73970795
0.75458199
0.59495097
0.6243037
0.73520738
0.69199508
0.6693458
0.47667345
0.73454183
0.58295816
0.6363982
0.67389292
0.57597858
0.44326672
0.59788448
0.59394896
0.59532243
0.61392379
0.61125022
0.56347275
""
0.68251699
0.65627933
0.54092377
0.60322541
0.62569755
0.67995602
0.66792893
0.61610597
0.64587295
0.68736231
0.68432093
0.70590174
0.61848605
0.60373002
0.59684062
0.55445552
0.61688101
0.6638155
0.4957965
0.24367869
0.52027333
""
""
""
0.18830623
""
""
""
0.24620573
0.59338188
0.45067585
0.5429253
0.39411581
""
0.64487904
0.56984705
0.49809641
0.2796227
""
""
""
""
""
""
""
0.52271217
0.39529976
0.61190176
0.5488891
""
""
""
""
""
0.45576048
0.67198795
0.52364314
0.37655079
0.3868311
0.55461419
""
""
0.40303782
""
0.65093029
0.68118817
0.65915585
""
""
0.23482621
0.48151755
0.63758183
0.68934637
0.49242413
0.55157459
0.59932762
0.6130172
0.71324408
""
0.36735022
0.45979103
""
0.62058645
0.61518049
0.62616193
0.49433923
""
0.56767696
0.69396502
0.74901938
0.68596345
0.71433926
0.67484337
0.69269842
0.76334697
0.65995854
0.73343176
0.7836234
0.65139931
0.54863489
0.40116063
0.67499226
0.72941428
0.69511271
0.68735677
0.74580169
0.70235336
0.69770503
0.7227962
0.6902889
0.72443551
0.61459041
0.59162223
0.7057938
0.71588218
0.72942775
0.77390736
0.68778479
0.67367011
0.75382727
0.75557369
0.76688236
0.63868147
0.59098661
0.53629637
0.60105884
0.52837849
0.65415829
0.67040211
0.63387299
0.71429276
0.74106818
0.73836952
0.69689357
0.8090257
0.65398014
0.69870639
0.77389532
0.75822604
0.6734488
0.71543437
0.54209888
0.51895756
0.67778373
0.71917105
0.75755864
0.68921679
0.63485813
0.50228262
0.64293081
0.76565582
0.41822276
