kir_native_black_female_mean
0.41895688
0.41388744
""
0.40917853
0.43871531
0.46162122
0.42526612
0.43549335
""
0.41955051
0.42419556
0.44081441
""
0.35831007
0.40943322
""
""
0.40020517
""
0.39270812
0.40340856
0.42469656
0.42543837
0.41923267
0.44947097
0.42633745
0.41203243
0.42652094
0.44827229
0.41224194
0.46344221
0.4444887
0.47928792
0.4666838
0.43072978
0.42023167
0.36146548
0.39090303
0.40872747
0.41523838
0.43067232
0.38180912
0.39572909
0.43825313
0.4209733
0.40018371
0.4374741
0.39235929
0.44271505
0.42074895
0.43729848
0.42601445
0.41262901
0.37280437
0.39498711
0.4090924
0.42468247
0.32035157
0.40635979
0.45201817
0.42616898
0.43478873
0.40662998
0.37203068
""
0.36241603
""
""
""
""
0.37553868
0.3978287
0.40108582
0.41992626
0.43614271
0.36838612
0.42002952
0.38742971
0.39525485
0.4270891
0.42531568
0.41752088
0.40515122
0.45894089
0.45982698
0.39190125
0.42476225
0.43223637
0.43745327
0.41724905
0.41492227
""
""
0.41837898
""
""
0.3662712
0.40628508
0.42943373
0.42613816
0.41783148
0.43157867
0.3985137
0.38623044
0.40580964
0.41664115
0.39720693
0.42801988
0.40251538
0.42067438
0.41155523
0.42242479
0.43829128
0.40915591
0.44134086
0.43474099
0.42628813
0.38874727
0.42441571
0.35710853
0.37894702
0.3744607
0.41195321
0.43464321
0.39837027
0.42659843
0.42945045
0.42135254
0.42856678
0.41577101
0.44774231
0.41032824
0.42449996
0.38843116
0.4526279
0.41318429
0.41192582
0.4263984
0.40506783
0.44141689
0.41242415
0.41263705
0.39410397
0.42352393
0.39837745
0.37786642
0.38593495
0.40685135
0.38349929
0.38708091
0.43091828
0.4444761
0.42439434
0.40608943
0.42223173
0.40215492
0.40802011
0.42105106
0.37586915
0.40150955
""
""
0.49473068
0.48445717
0.46084943
0.54380143
""
""
""
0.41265339
0.44838324
0.4630526
0.39515015
0.42779934
0.4661459
""
0.42066416
0.41428089
""
""
""
""
0.42564875
0.37859631
0.4492563
0.43768555
0.47960028
""
0.42620236
""
0.34913519
0.49447235
0.44779977
""
0.39449421
0.41600439
0.47382203
0.41933191
0.41927165
0.44545746
0.40992618
0.40054265
""
0.48477674
0.41896683
0.41640285
0.44998655
""
0.4618713
0.45487952
0.48905542
0.42630503
""
""
0.42297566
0.404093
0.37861103
0.43340456
0.4179264
0.35654339
0.37338367
0.40880749
0.41676477
0.3669377
0.4515177
0.4170346
0.4284701
0.40488264
0.43330151
0.37633491
0.41735694
0.44922259
""
0.516922
""
0.41053244
""
0.48974237
""
0.36295933
0.4483465
0.45151746
0.43203244
0.4698272
0.44789168
0.52191609
0.41706133
0.45155519
0.29050729
0.41949078
0.43898037
0.41661674
0.35348767
""
0.46152046
""
""
0.45199266
""
0.47026816
0.43803075
0.43201736
0.44386011
0.44620529
0.45855901
0.47710449
0.50013202
0.48794946
0.46676674
0.48317045
0.44176584
0.45954269
0.41339526
""
""
""
0.35238731
0.52183503
""
""
0.45147267
""
""
0.4843851
0.48240259
""
0.46400261
0.47520447
0.51401311
""
""
""
""
""
""
""
""
""
""
0.50591075
0.46138117
""
""
""
""
""
""
""
0.43942577
""
0.45233691
0.49329457
""
""
0.47687441
0.4692376
""
0.42776671
0.47403881
0.36720473
""
0.45381594
""
""
""
0.4503729
0.45113203
0.39949247
0.38631633
0.44136328
""
0.42034012
0.41221544
0.43853405
0.43176332
0.45326799
0.39961684
0.4695338
""
0.44517925
0.39546758
0.39335373
0.44620246
0.41636878
0.40384829
""
""
""
""
""
0.40033934
0.37747568
0.40987659
""
0.42946768
0.42184556
""
0.37618408
0.35198709
0.38125879
0.39663422
""
0.43815643
""
""
0.37123138
0.33240679
""
""
""
""
""
""
""
""
""
""
""
""
0.44136164
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.44223508
""
""
""
0.45527986
""
""
""
""
""
0.43445805
""
""
""
""
""
""
""
0.40769154
""
0.41990551
""
""
0.44038618
""
""
""
""
""
""
0.44825372
""
""
0.47586161
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.46778953
""
""
""
""
0.36931023
""
""
""
""
""
""
0.54827416
""
""
0.41350445
0.47195813
0.39311558
""
""
""
""
0.3777422
0.47425932
0.46541783
0.4468981
0.46020517
""
""
0.42169812
""
0.40290052
""
0.35910147
""
0.43635869
0.40570226
0.41109148
0.44683114
0.41730481
0.41667119
