jail_natam_male_mean_se
""
0.0056370348
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0025790255
""
0.017770737
""
""
""
""
""
""
""
""
-0.004197814
0.00026726781
""
""
0.0044751801
""
""
""
""
-0.0016092906
""
""
-0.0038204263
-0.0009957857
""
0.029138813
0.0018829934
""
""
""
""
""
""
""
""
""
""
""
""
0.0041931872
""
""
""
""
0.0093937339
0.013375784
""
""
0.031504314
0.019827064
""
""
0.025309615
0.01886816
0.046827447
0.037059352
0.015028746
0.047605615
0.041795373
0.021422014
0.026360219
0.022750795
""
0.013001026
0.021085054
""
""
""
""
""
0.017024176
0.0076247323
0.05865404
0.0074248291
0.025197107
0.010311094
""
0.025110375
0.0066874279
0.029314045
0.0060787755
0.012459612
0.021253204
""
0.030779973
0.032690484
""
""
""
0.010979834
""
""
""
""
""
""
""
""
""
""
""
""
-0.0011710024
""
""
""
""
""
""
""
""
-0.0090277102
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.00080378744
""
""
0.00043825334
""
""
""
""
""
0.0021371706
""
""
""
""
""
0.0080794869
""
""
""
0.011530822
""
""
0.017124953
""
""
0.012611695
0.027772805
0.0022018442
0.0049372129
""
0.023920005
0.048820682
0.00022450813
0.0092145661
0.05999323
0.061050531
""
0.0046240715
0.025312241
""
""
0.022214314
0.026273798
""
""
0.0022204947
0.0043948623
0.022920758
0.0091707483
0.034241144
""
0.0094875358
0.010608963
""
0.0099275438
0.0088781072
0.048716009
0.015903698
0.0041830544
0.048107751
0.033226606
0.011922128
0.00047192455
0.017859474
""
0.026730614
0.011466221
0.017901985
0.017784651
0.025766253
0.029428702
""
0.018432429
""
0.012020136
-0.001255858
0.036685392
0.026372202
""
0.023419935
""
""
""
0.024726309
""
""
""
""
""
""
""
""
""
0.026027218
""
""
""
""
0.016068621
""
""
""
""
""
""
""
""
0.017147988
""
""
""
0.058433779
0.032115802
""
""
""
0.059593953
""
""
0.025275949
""
""
""
""
""
""
""
""
-0.00077758549
""
""
""
""
""
""
""
""
""
""
0.029461524
""
0.069756314
0.03790566
""
""
0.0095505668
0.032492064
""
""
-0.0029640722
0.074936032
""
0.053298965
-0.0031096251
""
0.023097096
""
0.020336337
0.0094800051
""
""
""
0.013851829
0.066960596
""
""
""
0.0069579817
0.010215889
""
""
""
""
""
""
""
""
""
-0.010172675
""
0.0150444
""
""
""
""
""
-0.0020632413
0.0036860257
0.003620744
""
""
""
-0.0039583654
0.057780363
""
0.018951755
""
""
0.019618036
""
0.0053984504
0.052347392
0.011061942
-0.00027011655
0.018514654
0.033270832
""
""
""
0.025568299
0.026355103
0.0016138975
""
""
""
""
0.021775834
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.016662404
""
""
""
""
""
0.0021122105
""
0.00028823363
""
""
""
""
""
""
""
""
""
""
0.031315107
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0037657586
""
""
""
""
""
""
0.027307935
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.025746431
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038287189
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.028327942
""
""
0.027646668
""
0.02009498
""
0.030996645
0.032584645
""
""
""
0.058299739
""
""
""
0.033582482
""
""
""
""
""
""
""
""
""
""
""
""
""
0.055929393
""
""
""
""
""
""
0.034815844
""
""
""
""
""
""
0.06895528
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.014152337
""
""
""
""
""
0.029818771
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04369805
""
""
""
0.038241357
""
""
""
""
""
""
""
""
""
""
0.0020969743
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0028619342
""
0.0055509405
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0034796949
""
0.0086130565
""
""
0.028498933
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0058528013
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.0077044037
""
""
""
0.025188109
""
""
-0.0087214531
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.0016939639
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.04054416
""
""
""
""
""
""
""
""
0.039008066
""
""
""
""
""
""
""
""
""
""
0.041537169
""
""
""
""
""
