par_rank_pooled_female_mean_se
0.0047999024
0.003331892
0.0073472504
0.0079171201
0.0050303754
0.0077249054
0.0073343772
0.0031811381
0.0055534043
0.0076407371
0.0061864657
0.0097786868
0.0071351109
0.011072499
0.0093100322
0.0055019106
0.0051974361
0.0088475458
0.011046642
0.0060351258
0.010241342
0.0040661953
0.0044963597
0.005046553
0.0047330549
0.0043310239
0.0062454548
0.0037429691
0.008187945
0.0071541001
0.0072255163
0.008361334
0.0084173763
0.0086342366
0.0041068471
0.0049890499
0.001610765
0.010127334
0.0044071376
0.0063046324
0.0041742953
0.0048667863
0.0081707481
0.0063816514
0.0024352213
0.0081765177
0.007372383
0.0040836148
0.0019696997
0.0090300217
0.0025933029
0.0036381779
0.0083984956
0.0075094406
0.0071555651
0.0079897726
0.0044376981
0.0047314591
0.0030064906
0.0085811401
0.003919045
0.005807545
0.0032447584
0.0048124669
0.010027927
0.010052476
0.0075126933
0.027619477
0.031457458
0.002238963
0.011284394
0.036039159
0.034653477
0.023737842
0.0037091463
0.042873878
0.032417588
0.0063337181
0.0066511407
0.010304197
0.0098484624
0.01253867
0.038384296
0.0055359094
0.015898131
0.017771097
0.015368587
0.029069453
0.0176739
0.012182507
""
0.020426488
0.019527286
0.032186843
""
0.017140605
0.0057763825
0.0033333083
0.0035924625
0.0059953174
0.0062892861
0.0099647567
0.011255086
0.00076146564
0.003007869
0.0043207644
0.001422892
0.0029922228
0.0050900853
0.003190903
0.0030063833
0.0078861527
0.0079681296
0.0060995352
0.0029892391
0.0061525339
0.010411173
0.014091226
0.0067539164
0.0084515056
0.0079166368
0.0075746886
0.0071599521
0.01179665
0.0078640776
0.0073450012
0.0043539964
0.0045482274
0.0047312053
0.0089363214
0.01296003
0.0082993489
0.008594376
0.004073543
0.0080648782
0.0096316887
0.004210691
0.0091508823
0.005298858
0.0073706051
0.0058906507
0.0090003032
0.0058104438
0.011347812
0.0097273048
0.0038137774
0.0069120633
0.014693768
0.0084092189
0.0096737612
0.0093296682
0.010611377
0.0069592143
0.004317218
0.008746502
0.010168945
0.0055392063
0.004794152
0.0092072245
0.013050986
0.010808502
0.010218736
0.0066292468
0.011090892
0.0065512485
0.010550944
0.0071246107
0.0077428268
0.0051206024
0.013239175
0.0020677014
0.0082729133
0.0066009783
0.0036970852
0.0091748992
0.0097163133
0.0033305211
0.0086649787
0.0081299162
0.01012792
0.0054394347
0.0080041252
0.0031181085
0.004473682
0.012792518
0.0078120809
0.0011807168
0.041138418
0.0064568957
0.0028690344
0.0069622039
0.0094012115
0.0013089861
0.0070382855
0.0029794073
0.0014190156
0.0068736668
0.003709442
0.002501914
0.0090834349
0.0014775703
0.0031019351
0.0063298978
0.0072909398
0.00046933349
0.0031918609
0.0030702986
0.0096108476
0.0043091974
0.0024173446
0.014162135
0.016598927
0.0019928964
0.0035598979
0.0040023034
0.00088582863
0.0022486902
0.010582033
0.0009650531
0.0011778258
0.0048102532
0.00089400675
0.00083727494
0.0018974885
0.001609813
0.0026229015
0.0016028165
0.002186226
0.0011125895
0.0027703431
0.0029328906
0.029373303
0.0055179102
0.0017126455
0.0019025359
0.0017273001
0.0038381901
0.0046356013
0.015199674
0.0019355655
0.0054338835
0.0014666413
0.0032863643
0.0040998356
0.0017234387
0.0091578569
0.0015331398
0.014732173
0.015612327
0.012754735
0.0025234071
0.0043029087
0.0094727874
0.034189161
0.014697443
0.014556886
0.028475244
0.016513964
0.023848657
0.0065012746
0.0017463401
0.034035381
0.0021762555
0.011727661
0.0067033521
0.0014795352
0.0050829658
0.0053463383
0.019467955
0.023771748
0.011383767
""
0.01297284
0.040307421
0.0014374303
0.024545524
0.011103274
0.012517742
0.0057606464
0.0022791279
0.0090791155
0.0168289
0.0074575101
0.0031556203
""
0.0075187231
0.0071153697
0.0056046876
0.0058297445
0.0074421377
0.024979616
0.0082181226
0.015214931
0.014873048
0.0091391709
0.0030047214
0.012571462
0.01028498
0.014766262
0.019979103
0.043895189
0.037904661
0.018926829
0.018229524
0.007317611
0.014433488
0.0026269325
0.0091592139
0.0015788332
0.0014647889
0.002673917
0.0030094925
0.0014978328
0.0023356422
0.0028859761
0.0034905935
0.0031757902
0.001814888
0.0032600148
0.001846806
0.0030918883
0.007218027
0.0027935051
0.0075843656
0.0017424237
0.0010726299
0.010280391
0.0032138962
0.003696111
0.0024717764
0.0031014069
0.0048668934
0.007106577
0.0098937908
0.0013382622
0.0021568337
0.0050655203
0.014648804
0.0046450761
0.0094194794
0.015081703
0.011279367
0.011162311
0.0079567991
0.006501155
0.0030943181
0.0042929375
0.0012811486
0.0089630121
0.0038865407
0.0055907331
0.0099924356
0.015826738
0.0026822381
0.0019622617
0.0028336213
0.0061863745
0.015709748
0.0087836487
0.002476946
0.0024530191
0.0038031945
0.00087408378
0.004844327
0.0046060057
0.00253044
0.0054599955
0.0012658786
0.0023430078
0.0013541888
0.0020414554
0.0014675598
0.0017141576
0.0047845668
0.0035319345
0.0024576401
0.0030773883
0.0024161208
0.0018954886
0.0063697328
0.0061266865
0.0085806968
0.010421786
0.0018354122
0.0072979615
0.0060781841
0.0075653698
0.0084789768
0.013183136
0.011247424
0.024357466
0.0063841906
0.0090614026
0.005061903
0.0041615725
0.0083144289
0.0094836103
0.0032691334
0.011722436
0.010446744
0.0087837707
0.0069552967
0.0060984781
0.0075490298
0.0079315724
0.021773892
0.0045621912
0.01312349
0.0039947801
0.0046513886
0.012395144
0.0025831689
0.0052173049
0.0067860079
0.003037469
0.0047859796
0.018467922
0.0019571076
0.012323985
0.0017076313
0.0062803379
0.0062476727
0.0031247381
0.008341738
0.0037552151
0.0097342804
0.008124047
0.0093663996
0.009947544
0.0075398763
0.0014979831
0.0093155857
0.010401082
0.0036918116
0.0031964811
0.012288065
0.023412265
0.0053744228
0.0080297878
0.0079500321
0.011729443
0.00890713
0.0028863477
0.0045435838
0.004174808
0.0080625806
0.0017145105
0.008179184
0.022535611
0.0048082052
0.0053334376
0.0086044054
0.010072674
0.0016145936
0.0067667412
0.0033599958
0.010238147
