kir_asian_female_mean_se
0.029548921
0.040885534
""
0.017530814
0.023901764
0.056087282
0.010479463
""
""
0.018161673
0.020074623
0.0078203222
""
0.022523632
0.013823644
""
""
0.025549553
""
""
0.024197327
0.014659347
0.030501883
0.041616667
0.0090321181
""
0.027216569
0.017903991
0.0069697327
0.053218532
0.049561098
0.032438096
0.0094646392
0.012877621
0.064698696
0.013676196
""
0.049210671
""
""
0.023040224
""
""
""
""
0.065841153
0.0075838547
0.022865901
0.013770944
0.03457148
0.024358185
0.016553298
0.034732584
""
""
0.024155365
0.060874302
""
""
0.057135008
0.052901454
0.017871121
""
0.053096715
""
0.052713413
""
""
""
""
0.060179275
0.05344522
0.061683849
0.045306806
""
""
0.062218975
""
""
0.011645474
0.080520183
0.036038619
""
0.052231569
0.0095593045
0.048106123
0.060852617
0.024154373
0.016563794
0.036644164
0.051957577
""
0.065917686
0.019135028
""
""
0.039569136
0.025017841
0.0065195118
0.015222695
0.015701188
0.0057539032
0.0096154166
0.018408999
0.014065046
0.0065521887
0.017064838
0.0076536844
0.061619923
0.021898635
0.021442598
0.032634299
0.016015653
""
0.016006069
0.016825782
0.015931111
""
""
""
0.030951319
0.061596651
0.054933921
0.034257926
0.067951135
0.020366788
0.02085191
0.060535569
0.052176658
0.072343118
0.0043324423
0.045283079
0.02367682
0.052521098
0.02078937
0.048893884
0.022624267
0.019849941
""
0.033242483
0.023763278
0.021504246
""
0.070267044
0.052050799
""
0.024374006
0.050956324
0.061890263
0.068613015
""
0.017678214
0.029671868
""
0.010449565
0.016320605
""
0.023806814
""
0.044813406
""
""
0.021201238
0.0056364327
""
0.0027826938
0.040171701
0.058867943
""
0.031025244
0.0046597496
0.01464714
0.044629034
0.019966692
0.046122365
0.0667549
0.018549405
0.0098912455
0.055679537
0.047710009
0.06627544
0.038078632
0.012438242
0.069066226
0.063018441
0.010001905
""
0.051031496
0.021445911
""
0.066461198
0.026255421
0.013614169
""
""
0.036375877
0.029787848
0.036330298
0.015410155
0.049585346
0.015930317
0.023766644
0.043329924
0.038093161
0.02854416
0.01819923
0.010459398
0.03686709
0.032715533
0.026505291
0.037517436
0.026118563
""
""
0.018435836
0.020968469
0.025202017
0.0074332673
0.04504969
0.058658823
0.053542383
0.049886793
0.044396859
0.050594889
0.0083808182
0.030186877
0.030091565
0.030152254
0.010412508
