kir_26_other_male_p25
0.40578261
0.40381035
""
0.42954937
0.3905696
0.37876332
0.40233207
0.46599329
""
0.44862598
0.39544299
0.4427931
0.41781515
0.44339609
0.42148885
""
0.4110851
0.42547336
0.38334525
0.40192768
0.44558203
0.44065219
0.36854172
0.48982581
0.43832397
0.43235046
0.49520206
0.43912181
0.48770899
0.45156133
0.42279401
0.43870223
0.49541658
0.49997705
0.41886747
0.42393291
0.43498117
0.43987218
""
""
0.36987901
0.43644765
""
""
0.4895643
0.45158434
0.45917726
0.51060647
0.46555707
0.4335548
0.49502254
0.49321085
0.41644126
""
""
0.44775507
0.46920797
0.56500643
""
0.42119661
0.34372813
0.47124761
""
0.36437702
0.38030186
0.45454177
""
0.38574553
0.36712575
0.34033614
0.46775836
0.36524028
0.45774418
0.41070229
0.40436739
""
0.42417485
0.31613421
""
0.42364576
0.43563387
0.40753058
0.47718397
0.43293047
0.45810887
0.3646692
0.41205293
0.47180951
0.46320456
0.42555767
0.4319315
0.48805472
0.51627493
0.45085132
0.4776175
""
0.37639767
0.49668902
0.43326241
0.42228907
0.46134856
0.44370827
0.46362427
0.46929824
0.4683648
0.46262753
0.45441493
0.44684067
0.4467082
0.40850249
0.43551281
0.46346357
0.46543646
0.51072115
0.45944265
0.42091098
0.43993711
""
""
""
0.40891647
0.38598078
0.50058776
0.48870116
0.43979922
0.44698799
0.4341172
0.40944847
0.480281
""
0.43994632
0.39000192
0.41242108
0.38024163
0.45112014
0.44723567
0.42180267
0.45777035
0.2646156
0.36018822
0.41985986
0.47566172
""
0.46246761
0.4165948
0.48443696
0.40555173
0.45527902
0.39471242
0.458891
0.41405484
0.39909449
0.39641386
""
0.46057105
0.41406354
0.44470543
0.42878437
0.43499461
0.45252439
""
0.3304821
0.52247208
0.47277975
0.32957736
0.50659323
0.36247411
0.38485411
0.41106868
0.4022674
0.4001675
0.43393084
0.40690842
0.39168397
0.42182508
0.52317995
0.42046231
0.42492783
0.43887153
0.43733242
0.50040722
0.44297156
0.40797108
0.37560087
0.40881059
0.40481183
""
0.53636396
0.41821349
""
0.39150617
0.50336123
0.42153603
0.44566059
0.40395534
0.48744407
0.44974104
0.40622926
0.42333052
0.43784058
0.40068567
0.46650207
0.39309961
0.42736539
0.42573169
0.39435783
0.44000781
0.42047939
0.44739601
0.39044416
0.37775514
0.43203959
0.49374214
0.55988389
0.47298133
0.42556736
0.43145028
0.42727217
0.42154497
0.37385485
0.36188731
0.43367946
0.38295585
0.3999697
0.43461624
0.3862249
0.3711434
0.40676627
0.42368641
0.39050499
0.42680046
0.44499671
""
0.39813018
""
0.4375782
0.33029115
0.38957146
""
0.44545162
0.41741851
0.53016287
0.482853
0.49178216
0.39355546
0.52897102
0.46640971
0.43234083
0.379361
0.36741966
0.43840203
0.46841654
0.44897029
""
0.49262905
0.46084541
0.45683891
0.47135493
0.44657388
0.44589666
0.42433277
0.50309694
0.46515125
0.4567427
0.42809281
0.48530534
0.48075318
0.50117218
0.47265893
0.42976773
0.466984
0.50090265
0.37228778
0.38564664
""
0.47282216
0.47631964
0.48819891
0.45227364
0.43853956
0.43116409
""
""
0.47617042
0.41724184
0.38307986
0.47775283
0.46723795
0.49125874
0.45307931
0.46281329
""
0.50948799
0.47081906
0.39844576
0.68621272
0.69807839
0.47758222
0.50447041
0.42830363
0.45971882
0.61465752
0.48618183
0.48535049
0.41706723
0.46627817
""
0.49678698
0.47430629
""
0.49415752
0.48584563
0.49725968
0.46863732
0.4198665
0.48931149
0.57788956
0.51220262
0.42672348
0.50414515
0.47535563
0.45074341
0.45481747
0.43956432
0.3606641
0.42265883
0.40973905
0.49800614
0.46944407
0.41877544
0.32803226
0.41858992
0.45781782
0.43410939
0.49314541
0.46335009
0.45501721
0.49419674
0.38381654
0.43732113
""
0.42784545
0.44387552
0.45759043
0.49124357
0.33506402
0.44860199
0.42963895
""
0.48203555
0.4229885
0.36264047
0.44318566
""
0.44894782
0.39205739
""
0.43811795
0.52002376
0.42243901
0.3989366
""
0.45268816
""
""
0.47857994
0.48960692
""
""
""
""
""
0.53095305
""
""
""
""
""
""
0.49819425
""
""
""
""
""
""
""
""
""
""
""
""
""
0.47796044
""
0.44732612
0.41259608
""
""
""
""
0.46027052
0.40920737
""
""
0.47957402
0.45525992
""
0.54836953
""
0.55371529
0.45957801
""
""
""
""
""
""
""
""
""
""
0.43518841
""
0.67125058
0.44116476
""
0.51267594
0.47004831
""
0.36941865
0.42121166
0.43342638
""
""
""
0.4604297
""
""
""
""
0.3689526
0.53201598
""
""
0.51733345
0.49980384
0.44081429
""
0.5090248
0.40033805
""
0.43043748
0.45268077
0.45002252
0.4521499
0.3948065
""
""
""
""
""
0.47986904
""
""
0.41528571
""
""
""
""
""
""
""
""
""
""
""
""
0.57279372
""
0.47139224
0.48090458
0.48455471
""
""
0.43332556
0.48139548
0.41304633
""
""
""
""
""
""
0.45195466
""
""
0.45537123
0.48160824
0.43954185
0.43201384
0.50007915
0.44832343
0.32372361
0.49520931
0.47675464
0.44075227
