kir_stycz_black_male_p75
0.43410185
0.53975832
""
0.44734731
0.42161301
0.40730169
0.44639668
0.42615589
0.51549834
0.48692602
0.45936161
0.47461233
""
0.44941804
0.41957933
""
""
0.43097317
""
0.44286889
0.44351566
0.43668276
0.41055623
0.45377678
0.47002703
0.46475399
0.4177359
0.44093135
0.50028658
0.37793264
0.47642151
0.42485628
0.48218924
0.49158424
0.44449124
0.46773598
0.4707129
0.49670577
0.45782244
0.39306584
0.48223436
0.54323542
0.53836131
0.69492841
0.41215551
0.47380564
0.52834171
0.52453333
0.53873634
0.48024511
0.51967329
0.54890263
0.44700015
0.40879148
0.47332564
0.49066189
0.52608925
0.80232328
0.32607794
0.47391436
0.4234533
0.47509474
0.4664776
0.38909632
0.56694919
0.49517924
""
0.43045133
0.39562371
0.36141568
0.46101239
0.46659467
0.37360159
0.43385625
0.44690618
0.62240392
0.5003745
0.40887102
0.51826358
0.47116038
0.47011286
0.41168946
0.4852221
0.45441559
0.4797149
0.49594995
0.41505432
0.46208912
0.46780822
0.48556221
0.44578254
0.45067912
0.35444552
0.46904829
""
""
0.43862543
0.48501435
0.45552561
0.42621705
0.4106217
0.47097018
0.44369775
0.45985273
0.42126584
0.45587429
0.42229247
0.45805627
0.42182383
0.40626439
0.4140572
0.47859585
0.47832197
0.43932974
0.48599848
0.49863607
0.45410499
0.4390817
0.46803501
0.43902624
0.43254706
0.42232955
0.46937171
0.44543639
0.4466449
0.46252334
0.46660429
0.43216443
0.42325473
0.40302938
0.47182783
0.50238472
0.47891533
0.42200398
0.45738152
0.52344996
0.46326342
0.448908
0.40676031
0.47806114
0.41874942
0.39977887
0.46613732
0.34131104
0.41378564
0.4640553
0.4392623
0.4816964
0.45197117
0.43127158
0.44923908
0.49937198
0.48257616
0.48376602
0.44516137
0.48727575
0.47095844
0.50215125
0.49741203
0.35756782
0.371732
0.37172097
0.53537303
0.50913721
0.4794361
0.5413397
0.48956832
""
""
0.47826263
0.45737475
0.4537054
0.3063463
0.36353216
0.61527669
""
0.45133093
0.45591891
0.48021013
""
""
""
0.41874412
0.41307461
0.380182
0.46607673
0.40782133
0.36096406
0.45514098
0.55572259
0.55258512
0.44205141
0.47691312
""
0.47682235
0.55503541
0.40329197
0.42919219
0.46395436
0.38719341
0.46901625
0.44201961
0.55416089
0.39589018
0.3975988
0.45679426
0.46043169
0.49148917
0.40033022
0.45840704
0.4539578
0.50404459
""
0.37333691
0.4820753
0.44657159
0.40411574
0.44688264
0.55854023
0.49641216
0.509372
0.49453434
0.46936858
0.44278863
0.47859845
0.39889333
0.40888119
0.48117962
0.45988834
0.40236789
0.41671857
0.45759454
""
0.54604858
