work_29_white_pooled_p100
0.83077455
0.82064378
0.8171739
0.82697248
0.84096265
0.85495663
0.8384468
0.8351323
0.85159785
0.82372701
0.8194747
0.83109933
0.82599157
0.84022313
0.83166772
0.82054162
0.82596731
0.8212533
0.80714053
0.84290177
0.83618623
0.82643217
0.81651646
0.84752578
0.83949012
0.83072335
0.83778298
0.83040357
0.84464532
0.84002775
0.85186791
0.86103404
0.85393202
0.84764987
0.86749321
0.8239665
0.82338786
0.82515705
0.84015703
0.83604079
0.82982749
0.82981461
0.80457669
0.81099176
0.83574057
0.83418316
0.83116841
0.83832014
0.83034068
0.8450982
0.81677639
0.82077515
0.82732403
0.81058192
0.84559894
0.83389002
0.83072031
0.84319198
0.82739377
0.84075373
0.83831227
0.83228803
0.85273492
0.83077914
0.82894951
0.82551938
0.82059538
0.79024941
0.8562932
0.82632887
0.8337543
0.81653816
0.85130256
0.83433431
0.82697296
0.83550799
0.84251827
0.82612765
0.84871882
0.82517177
0.83025807
0.83664572
0.84490985
0.82244313
0.82598263
0.82013601
0.819897
0.82211035
0.81852561
0.82069582
0.82892644
0.84543127
0.81106687
0.81779218
0.81407744
0.7932722
0.82855779
0.81218499
0.82478923
0.82979512
0.82718968
0.82518804
0.82102728
0.826594
0.81562316
0.83106601
0.82637745
0.82618141
0.82032841
0.81686264
0.82842982
0.83903223
0.83887428
0.81042725
0.82913727
0.82223761
0.82095957
0.81164193
0.80796319
0.80143774
0.82454062
0.82553649
0.80801797
0.82025993
0.83012009
0.82362843
0.81807923
0.82844818
0.8166849
0.8187443
0.82071251
0.80081153
0.81707251
0.81658667
0.80968338
0.83577609
0.81558812
0.82385433
0.83511513
0.82826537
0.84061897
0.82610899
0.81748605
0.8225894
0.82160109
0.83075619
0.83721739
0.84658736
0.82133782
0.83549088
0.80250156
0.82013965
0.83330142
0.828816
0.82466125
0.82524192
0.82123387
0.8308602
0.85715497
0.84441543
0.77124172
0.83453488
0.84038579
0.8516084
0.87228489
0.85036159
0.8638081
0.86713976
0.85092056
0.83548874
0.82842439
0.84580123
0.84483379
0.84723449
0.83897972
0.84760815
0.84211248
0.84232318
0.83849847
0.84188646
0.8406769
0.84448099
0.8527528
0.84073442
0.82998633
0.86207163
0.83191597
0.85782522
0.83882582
0.82106322
0.83141166
0.85286194
0.85722148
0.85286069
0.87146908
0.85240924
0.87492371
0.88283777
0.85731089
0.85729021
0.85141277
0.83125538
0.84473544
0.8286283
0.84343725
0.85816658
0.85089505
0.85114497
0.85498166
0.85306525
0.84383839
0.87155843
0.85197502
0.86176848
0.84328449
0.85352242
0.86645055
0.8649528
0.85242492
0.86415339
0.87236279
0.87394005
0.83070922
0.82603669
0.85161948
0.85826457
0.87022454
0.87820995
0.87358683
0.86859894
0.86566263
0.85513985
0.85835153
0.85878485
0.83798534
0.8487072
0.831981
0.84516776
0.84380758
0.7918725
0.84089941
0.84919703
0.85899401
0.8462202
0.86491013
0.85215759
0.83154148
0.87707883
0.86149174
0.87125778
0.88082922
0.8650437
0.87419403
0.88282311
0.86829579
0.86595684
0.87661421
0.8805778
0.86613631
0.87508458
0.86836517
0.87644184
0.85003054
0.86755329
0.85333145
0.84147584
0.85296613
0.86047333
0.8567636
0.8522678
0.84877998
0.8392731
0.86103845
0.84057188
0.82008559
0.87234312
0.85819936
0.87161416
0.87806714
0.86192173
0.86751646
0.83413696
0.83726174
0.86295605
0.86116582
0.84820908
0.86723965
0.86124885
0.86669487
0.87369305
0.83460993
0.90858668
0.87481302
0.88369834
0.86772257
0.88239002
0.90356636
0.8975395
0.88611293
0.88591355
0.87655479
0.8842833
0.86583334
0.88431168
0.89544052
0.89150214
0.90552109
0.88537848
0.89721322
0.89185017
0.89034742
0.89069074
0.87209618
0.89141423
0.89120078
0.89490372
0.88694614
0.89199007
0.8875916
0.88754535
0.89547324
0.88244706
0.90314949
0.85717452
0.88155192
0.87130904
0.87023801
0.88053435
0.87415493
0.88040012
0.89601362
0.86581558
0.8671245
0.88066149
0.86073601
0.85808843
0.85672015
0.85100299
0.8676796
0.86680251
0.882195
0.88218218
0.87281537
0.86185139
0.8750875
0.83946311
0.82523954
0.82644701
0.8291896
0.84317517
0.82849157
0.84193093
0.84371322
0.8280589
0.87482339
0.85403663
0.82879198
0.86135483
0.83315486
0.8411805
0.82765812
0.8932358
0.88066494
0.85113621
0.86611199
0.87485111
0.87630314
0.86665416
0.88195777
0.89301831
0.87170964
0.85466081
0.89700276
0.90854102
0.87941343
0.93013257
0.89273471
0.88968003
0.94829023
0.87693691
0.88267291
0.93110126
0.76370513
0.85620314
0.9150179
0.95090747
0.87184465
0.88592601
0.89836073
0.87930357
0.88915217
0.90335542
0.86391592
0.88983685
0.90877056
0.89278215
0.89874858
0.89903522
0.90276748
