lpov_nbh_white_male_p100
0.47001168
0.47006005
0.36047378
0.62353379
0.61343771
0.43290243
0.58004522
0.37823793
0.35801116
0.5460121
0.45695695
0.61162835
0.38097242
0.35940278
0.52586091
0.3318322
0.2862381
0.49907637
0.39656204
0.32126987
0.48949623
0.46446124
0.52341866
0.39798498
0.62658387
0.3554866
0.41132921
0.48101544
0.7237972
0.40067044
0.39105317
0.5647015
0.72116166
0.71583033
0.41829211
0.4613671
0.35075521
0.36109173
0.46148679
0.48207301
0.58629549
0.23855427
0.47690326
0.18923207
0.30083266
0.35223681
0.59873778
0.43713593
0.61920518
0.39912283
0.52350062
0.4410508
0.54878438
0.2605606
0.32833222
0.57815772
0.40116993
0.24858543
0.31627384
0.3924405
0.32130697
0.51256871
0.32447574
0.31594291
0.30983442
0.44473025
0.21417592
0.22880448
0.3192285
0.28427175
0.4720591
0.42398188
0.41756997
0.56429291
0.38970429
0.2723653
0.40420753
0.23774791
0.20266247
0.68734157
0.52959406
0.44608769
0.3193211
0.5153721
0.66251451
0.44654295
0.45196337
0.55668539
0.59358841
0.46451491
0.44054818
0.28415111
0.27463987
0.51137263
0.34477779
0.28505433
0.37009779
0.37129766
0.63378328
0.62133151
0.62183571
0.63939756
0.63648784
0.63387531
0.63882762
0.6249727
0.54573315
0.63372701
0.25531611
0.48111364
0.51146197
0.47782654
0.61233032
0.37257144
0.60140848
0.54733407
0.54764909
0.44836855
0.24684146
0.25388202
0.41305155
0.30445227
0.66036743
0.32125181
0.31923264
0.60207003
0.56691474
0.28139791
0.35646132
0.44508243
0.65215528
0.47085646
0.44763848
0.29522812
0.43972701
0.43764973
0.4599447
0.61945492
0.32693285
0.50232333
0.57393765
0.54225349
0.30913323
0.34583893
0.45663497
0.40312538
0.44410926
0.40763894
0.37711829
0.37544256
0.37915
0.66628557
0.61209029
0.42373827
0.56902856
0.54870367
0.35781229
0.60312438
0.32392976
0.36746776
0.21786986
0.32638815
0.72821754
0.78983837
0.61573994
0.73721468
0.51263893
0.62557125
0.55755752
0.55187434
0.69601172
0.57332039
0.45958528
0.57947236
0.41071057
0.4792698
0.56620616
0.65867841
0.62304991
0.61363745
0.51675963
0.48086146
0.65410954
0.4460277
0.53489077
0.69492799
0.34439012
0.72332585
0.53312522
0.25059366
0.39242381
0.46333215
0.69077802
0.40617576
0.4150466
0.52048159
0.60640132
0.76826733
0.65248924
0.60265452
0.60717207
0.54432398
0.5763706
0.57076752
0.62570459
0.68096256
0.69123149
0.62343603
0.56559896
0.6263364
0.49565881
0.70872176
0.41244695
0.50006479
0.72315967
0.65503275
0.70765191
0.72536004
0.4890196
0.47797146
0.53169292
0.51829135
0.36693344
0.32691303
0.66630781
0.66449076
0.58714718
0.63206041
0.70623827
0.64902258
0.6081453
0.64002514
0.32229468
0.51606512
0.35682744
0.33501792
0.25670427
0.5364961
0.27794769
0.21997835
0.43196929
0.57495737
0.54657555
0.70571786
0.52520251
0.68927026
0.65041155
0.67239797
0.47450164
0.59518099
0.69571239
0.54555696
0.52466893
0.66937453
0.48699009
0.58059126
0.61953485
0.73297322
0.5914281
0.61411601
0.56215572
0.75871897
0.76959676
0.75577182
0.72626776
0.78236759
0.79323405
0.79744655
0.77307749
0.7200017
0.59291816
0.73377967
0.44414189
0.5429545
0.4115819
0.40442154
0.59683162
0.6788885
0.63713324
0.62415749
0.75729364
0.68409681
0.66091394
0.74675041
0.74613857
0.6294266
0.69377947
0.76655489
0.69490975
0.57515961
0.44875416
0.44716328
0.65170747
0.55565041
0.72030133
0.75209022
0.65332246
0.65909797
0.7250644
0.75673729
0.74218279
0.49185964
0.58643776
0.73765254
0.68111807
0.62197089
0.70515543
0.65504473
0.62898093
0.71599466
0.58699995
0.6863417
0.69408768
0.71097946
0.6921376
0.71409684
0.5615027
0.67995131
0.6079793
0.66184336
0.64045906
0.69421172
0.75117308
0.48002765
0.55422467
0.64907628
0.6753636
0.61672211
0.52670211
0.64109874
0.69107664
0.66107738
0.68219846
0.73852271
0.67289513
0.74116361
0.67458665
0.39348671
0.46710029
0.73226887
0.48193881
0.49024761
0.64425814
0.61775577
0.63689893
0.3659277
0.26889202
0.26057312
0.31345043
0.29372638
0.47979751
0.37872404
0.47702754
0.53507411
0.6983403
0.44832543
0.46825024
0.49751046
0.40346748
0.30415088
0.43405029
0.53390825
0.58514374
0.74932104
0.50378799
0.50603914
0.48398587
0.46777248
0.43685278
0.45079538
0.58367121
0.41501731
0.70622718
0.45275056
0.53487712
0.5980618
0.48331198
0.59438819
0.42638522
0.67229158
0.55320024
0.0036079448
0.28338361
0.45656744
0.3255468
1.3537751
0.65332943
0.2369203
0.59131074
0.57164609
0.61827141
0.67347217
0.73036069
0.6026997
0.65919739
0.73472512
0.67449433
0.63235807
0.58702284
0.43872118
0.54401302
