proginc_white_male_p75_se
0.0032203044
0.00071875943
0.0048662513
0.0048291888
0.0025116976
0.0031395822
0.0031456947
0.0058487584
0.0031248969
0.0027395219
0.0048628096
0.0022043099
0.026637027
0.0022334002
0.0068165637
0.0086313188
0.0081060929
0.0069399453
0.0071485983
0.0017912536
0.0015144761
0.0024031557
0.0056711244
0.00092243828
0.0019519688
0.012568916
0.0081339488
0.0039119688
0.0020675443
0.0028344693
0.016232209
0.00087858358
0.0027217884
0.0033125132
0.006444437
0.0019778884
0.024560122
0.0038155671
0.016683906
0.010968208
0.0029074699
0.001721239
0.004070498
0.010051316
0.0062817885
0.0063248142
0.00207897
0.0060931151
0.0021858171
0.0062420829
0.0043217498
0.0014658305
0.000807465
0.014715701
0.038105551
0.0033926582
0.0017603001
0.0048273182
0.039080426
0.014176768
0.0034510458
0.003788729
0.00675363
0.001249209
0.0087065501
0.00840622
0.0078402925
0.011853416
0.013681182
0.0045098634
0.034492303
0.008938957
0.0041683619
0.0092323618
0.0025486718
0.0058116135
0.00088704488
0.019281728
0.0023828887
0.0026355882
0.0015722259
0.0070567043
0.012025338
0.0131086
0.0023736742
0.0046229917
0.012092107
0.0015669839
0.0028931031
0.00575333
0.0078638066
0.02251048
0.0031166326
0.0036741258
0.003201972
0.044332445
0.0022266768
0.0040283063
0.002275238
0.0054451325
0.0032363154
0.0025106398
0.0028827665
0.0055671697
0.0044314801
0.0029730403
0.004726937
0.0032392684
0.0087945908
0.0018054228
0.0046919808
0.010077433
0.0022491624
0.0043902192
0.0029797999
0.0016328738
0.0042349063
0.027452724
0.0065191649
0.039881986
0.0030836749
0.013290045
0.02456256
0.0065900809
0.0144802
0.0037426339
0.0048119645
0.0020384807
0.026502557
0.0027277209
0.0014997436
0.0093381042
0.0077845091
0.024967093
0.0015301398
0.0036025951
0.0055290475
0.0021615231
0.004623096
0.0057237181
0.0046519451
0.011720389
0.0074044731
0.005043217
0.0086581213
0.003790447
0.0038537972
0.002407447
0.024187386
0.014425262
0.004353825
0.0018290217
0.0021727614
0.012855515
0.0020913577
0.0037604212
0.0022928326
0.0016729446
0.0097750006
0.0090895575
0.0038999524
0.0049014618
0.0028586946
0.0016118876
0.037316538
0.0012154406
0.011868984
0.0018466515
0.006338269
0.0047670766
0.0012357549
0.0036009415
0.0068352213
0.0030954215
0.0090523763
0.00088836381
0.0023251851
0.002150913
0.0078310352
0.0036610207
0.0089890212
0.010466768
0.0019180349
0.015551246
0.0071524144
0.001342363
0.026303697
0.0028547703
0.0032951511
0.0075904634
0.0013324992
0.010059846
0.002448265
0.0017785475
0.015609198
0.0015112782
0.0059709456
0.0034023949
0.0028324455
0.0055278139
0.0026720252
0.003758705
0.0048180548
0.0043885363
0.0038094267
0.0021684933
0.0018408375
0.012598328
0.0042325682
0.0019995465
0.0061201658
0.0021821146
0.0012627445
0.003491581
0.003420474
0.002511584
0.0026147773
0.0015357269
0.0072426894
0.0012957316
0.0094615789
0.00135305
0.012472256
0.003943271
0.001833774
0.0050620688
0.0029910556
0.0013708738
0.0013405328
0.0033874805
0.0027538661
0.0032531573
0.0018123036
0.0041754558
0.0063851043
0.005056289
0.028189739
0.0055537052
0.0092033958
0.0098596662
0.0051875953
0.0036558604
0.0050338134
0.003407245
0.01163856
0.015456481
0.0076368242
0.0032245594
0.0098727671
0.0048104459
0.0015257319
0.0028383019
0.002766385
0.010001842
0.0079831518
0.0075195855
0.0059574647
0.0023260827
0.010203747
0.0023259311
0.0053720176
0.0027219581
0.0020096858
0.0020300178
0.0025410731
0.0013240846
0.0021247186
0.0012095483
0.0010925801
0.0029418564
0.0062587773
0.0078901257
0.005431592
0.0058808564
0.028242551
0.0053444845
0.0035224191
0.0046832571
0.0092826644
0.0098925242
0.001988722
""
""
0.00122728
0.0025497174
0.0036024477
0.0044860151
0.0016795888
0.0046193395
0.00194486
0.007330047
0.015958797
0.0099772606
0.0034592645
0.0094624404
0.0048879595
0.0026617052
0.0056775929
0.0016626655
0.0024423809
