kir_29_natam_female_p100
0.55544275
0.53223205
""
0.76586652
0.57064366
""
0.56069916
""
""
0.61732841
0.79602164
0.60316664
""
0.57090616
0.65545952
""
0.7063126
0.5821144
""
0.59463483
0.5318377
0.55170429
0.73893517
0.85096997
0.56424218
0.98612094
0.43687677
0.73671848
0.54465073
""
""
0.64063561
0.39089304
0.5736109
0.53295141
0.55266654
-0.017120996
""
""
""
0.59778875
""
""
""
""
""
0.45452783
0.42609149
0.62095273
0.7540713
0.57418144
0.3325811
0.26257747
""
""
0.62767899
""
0.51386434
""
""
""
0.52978188
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70713097
""
""
""
0.67972791
0.687298
""
""
0.34279838
0.64478356
0.6578896
0.89894795
""
""
0.23991755
""
""
0.32964921
0.53801548
0.6551792
0.50976044
0.66641539
0.49738607
0.83631027
0.76924276
0.58310449
0.47774708
0.50638717
0.51833248
0.24878594
0.76471096
0.5507924
0.55885541
0.56068897
""
0.33513758
0.57697117
0.51651597
""
""
""
0.64892656
""
""
0.29600099
""
0.51199126
0.88270718
""
""
""
0.64277548
""
""
""
0.37152299
""
0.86779416
0.058711473
""
""
0.70393932
0.38662431
""
""
""
""
0.51225901
0.68476999
""
""
0.58481508
0.41258132
0.80281788
""
0.5074212
0.37693036
0.75557029
0.4143382
""
""
""
""
0.47911856
0.60831332
""
0.6269542
0.67308772
0.56521291
0.65351188
0.46883965
0.52343327
0.80251741
1.0991794
0.65023565
0.72047931
0.39902976
0.61205423
0.59586591
0.44284368
0.54844314
0.85262311
0.43720838
0.64483523
""
""
0.64166099
""
""
0.50759763
""
""
0.51561546
0.44924432
""
""
""
0.45508754
""
0.45157722
""
0.5489583
0.37225389
0.20265032
0.41160002
0.55619091
0.60398704
0.56844991
""
0.76976424
0.4710997
""
0.4722459
""
""
0.39855421
0.65336579
0.45120531
0.67920732
""
0.8835814
""
""
0.54775375
""
0.59735751
0.67337406
""
""
0.59132165
0.68338251
0.71240687
0.56019759
""
""
""
""
""
0.41347554
""
""
""
""
0.22394873
0.23371939
""
""
""
0.54109496
""
""
0.53759634
0.76421833
0.65034723
""
0.64146686
0.41237658
""
0.32751751
""
0.54983544
""
0.52126837
0.45223293
0.52338248
0.58757406
0.58538705
0.56797373
0.60410488
0.51397794
0.60578746
0.65598172
""
""
0.36347279
0.77279705
0.4823437
0.71957535
0.48106822
""
0.87124127
0.4891867
""
""
0.56719756
0.64271259
""
0.95338279
0.63987458
""
0.60530758
0.29048914
""
0.85958731
0.53453976
0.53009075
""
""
0.51297611
""
0.54211915
0.68782908
0.40244299
0.27914169
0.73735827
""
""
""
0.48476493
""
""
""
0.32522851
""
0.70840901
0.54932278
0.55126113
0.7105689
0.58080947
0.67175734
0.76843572
""
0.56840557
""
""
""
""
0.53225762
""
""
0.54335606
""
0.74211532
0.58398986
0.52102017
""
0.5401243
0.3138392
0.81609708
""
0.62270677
""
""
""
0.6702376
0.6745612
""
0.52754587
0.47373655
""
""
""
""
0.77030998
""
""
0.19584279
""
""
""
""
0.48891068
""
0.51919633
""
""
""
""
""
""
""
""
""
0.47267559
""
""
""
0.45239833
""
0.53915489
0.69586337
""
""
""
""
""
""
0.35289696
""
0.85195386
""
-0.35748252
0.36879677
0.351226
0.28218982
""
0.48870549
0.52453458
""
0.56240141
0.51032209
0.86562347
0.60131586
0.59598476
""
""
0.62187243
0.63937825
""
0.70524567
""
0.5502966
""
""
""
""
0.58866948
0.42791122
0.40460435
""
0.2474328
0.68972749
""
0.5735451
""
0.83086658
""
""
""
""
""
""
""
0.58021092
""
""
""
0.57367164
0.46294492
-0.056717377
""
0.71296006
0.5636698
0.96335894
""
0.36036506
0.45368791
""
""
""
""
0.37341207
0.4849228
0.57374245
""
""
0.42960373
""
""
""
""
""
""
0.55279142
""
""
0.81810153
""
""
""
""
""
""
""
""
""
""
""
""
0.67718381
""
""
0.64687562
0.56366628
""
""
""
""
0.47208095
""
""
""
""
""
""
""
0.48160094
""
0.68652511
0.6791718
0.56578082
""
0.616606
""
""
0.6576888
""
0.54241651
0.44533095
""
""
""
0.34509391
""
0.37369755
0.21017525
0.67509466
0.63076359
0.67927575
0.62875611
0.62521517
0.58141708
0.63776743
0.61887175
0.62096137
0.38645068
0.63240612
0.76189476
0.31164706
""
""
""
0.75081086
""
""
0.65858608
1.0878996
""
0.51754069
0.74871212
""
""
""
""
0.52534688
""
""
""
""
""
""
""
""
""
0.62539953
""
0.46601725
""
""
""
0.77551383
""
""
""
""
""
""
0.45471993
0.57994145
""
0.53955781
0.52915627
0.46261242
0.67533952
""
0.79785544
""
""
""
""
""
""
""
""
0.63294476
""
""
0.54664254
""
""
""
""
""
0.34443969
0.41308808
0.80053449
0.53707075
0.59412801
0.73937893
0.68384176
0.49487135
0.77907467
0.59535956
0.94015539
""
0.66402733
0.56137305
0.65394419
0.61893868
0.76750118
0.61881715
0.40059471
0.58977824
0.58168912
0.60911751
0.55587912
""
0.59110814
0.56850404
0.42675391
0.68046629
0.61115128
0.752653
0.64933175
0.54262531
0.54992819
""
0.49925414
0.52564788
0.59105831
0.59881651
""
""
""
0.48690701
0.55336416
""
""
0.90477252
0.48863772
""
""
0.54837173
0.55964595
0.70268309
""
""
0.51201546
0.40761405
0.39797464
""
0.31880087
""
0.61702055
""
""
""
0.69586843
""
""
""
0.52301669
0.025962157
0.54352593
0.56901056
0.52592677
0.38139245
""
0.54468924
0.5735755
0.63443875
0.5254994
""
0.5995366
0.52986205
0.53346014
0.80720228
""
0.26996848
0.6372
""
""
""
0.47650328
0.54234332
0.36498243
0.44058201
""
""
""
0.56588757
""
0.51533574
0.39383763
""
""
0.62055635
0.53874695
0.32333922
0.59768182
0.45725498
0.68984568
0.59295362
0.54640293
0.69504398
0.57306951
0.58306611
0.54247636
0.63981646
""
0.46379527
0.48101616
0.63869929
0.54178232
""
0.4001385
0.57833803
0.55663913
0.3915571
0.52417445
0.3776201
""
0.088857427
0.42640764
0.62541842
0.51387137
0.38005227
0.53089589
0.62316394
0.55019331
0.50490361
0.45808637
0.62409776
""
""
0.65221721
""
""
""
0.59104609
0.41562358
0.56143969
