hours_wk_hisp_male_mean_se
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.9630251
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.3613842
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.5083596
3.0948651
4.4905205
3.2572021
""
""
0.49204126
1.9131942
""
0.75932407
1.9914396
1.8914646
2.9906909
1.3333716
""
""
""
3.1252217
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
3.0678964
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.70581889
""
""
2.6048505
""
""
0.92713642
""
2.9788928
0.62310803
""
""
1.0877072
""
0.69989049
1.6731498
""
""
0.1791651
1.6420848
2.2680213
""
3.0887051
1.1572962
""
""
0.82055235
1.5681841
""
0.41544625
1.9929267
""
0.4631846
0.82181221
1.8788296
0.42650935
0.43739247
1.0657372
0.78148401
1.827632
0.79380333
0.98615015
0.56816852
1.2443125
3.1931748
""
""
1.2098207
1.3681673
0.9429304
1.9275146
3.4488893
""
0.88784647
""
0.67216074
1.7427884
3.8043151
0.99753982
""
1.2073525
""
""
""
2.1746609
3.8966124
""
""
""
""
""
""
""
""
0.89392298
""
2.9277141
""
""
1.2659262
""
""
""
""
""
""
""
""
1.2169406
""
""
""
""
2.1422844
2.7853541
""
""
4.1235313
""
""
""
3.7453732
3.1543677
4.8266945
""
""
""
""
""
1.3441854
""
""
""
""
""
""
""
""
""
""
1.5352173
""
1.1824875
1.4055444
""
""
1.4871747
3.9513204
""
3.8368955
2.7598984
1.8135544
""
1.8840215
""
""
""
""
2.0106964
0.66873205
""
""
""
""
2.2235887
""
""
""
2.2190278
3.7640598
""
""
""
""
""
""
""
""
3.7055709
3.1083496
4.2147717
0.90628046
""
""
""
""
""
2.193923
2.0128744
3.4202635
""
""
""
2.6496153
2.8894801
2.8846118
0.34149972
4.1395955
""
2.3205028
4.8048143
0.81564873
1.4410723
0.92675358
2.2310009
1.8940817
1.7090203
""
""
2.3796346
""
2.8884149
1.6447122
""
""
""
""
1.9238224
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3588347
""
""
""
""
""
3.3696032
""
1.7857574
""
""
""
""
""
""
""
""
""
""
1.6519287
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.9315373
""
""
""
""
""
""
1.8363898
""
2.791405
""
""
""
""
""
""
3.4587271
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.5801177
""
""
""
""
""
""
""
""
""
""
""
""
""
""
4.3524504
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
2.7108579
""
""
""
""
3.9007866
1.128808
""
2.6536472
2.7120359
""
""
""
""
