work_26_natam_male_p75
""
0.97614032
""
""
""
""
""
0.9873237
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.0039576
""
1.0228714
""
""
""
""
""
""
""
""
0.80105639
0.86450642
""
""
0.93394393
""
0.79763979
""
""
0.84831244
""
""
0.93478405
0.78571761
""
0.53228897
0.8541857
""
""
""
""
""
""
0.96355635
""
""
""
""
""
0.85885108
""
""
0.84976763
""
0.81884044
0.88658226
""
""
0.73277628
0.88324016
""
""
0.87422043
0.83790517
0.86731845
0.72382015
0.75075597
0.97401112
0.80440009
0.82842475
0.6948089
0.89443129
""
0.74218291
0.82576066
""
""
""
""
""
0.89338976
0.83378267
0.73553157
0.8692295
0.60555625
0.67180723
""
0.54843825
0.78024912
0.88396198
0.85059261
0.80223155
0.66708302
""
0.772789
0.78074104
""
""
""
0.83947879
""
""
""
""
""
""
""
""
""
""
""
""
0.85023594
""
""
""
""
""
""
""
""
1.0169318
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.97363728
""
""
""
""
""
0.84720206
""
""
""
""
""
0.90415114
""
""
""
0.81231219
""
0.72731924
0.88078541
""
""
0.83121729
0.69378221
0.71355033
0.81008953
""
0.77849591
0.80454451
0.89344239
0.85539472
0.45698681
0.42737854
1.1010162
0.79340339
0.72886539
0.71088159
""
0.73883605
0.76835304
""
""
0.95803201
0.90068108
0.75975746
0.82632726
0.75235313
""
0.58986753
0.73267299
""
0.75427741
0.77561414
0.7199024
0.84751517
0.89316732
0.859519
0.85587925
0.78194636
0.77159423
0.74232578
""
0.88908064
0.86822623
0.74857688
0.81472206
0.9304952
0.73266292
""
0.70370966
""
0.90871966
0.95927739
0.94192445
0.85295737
""
0.86799127
""
""
""
0.78877872
""
""
""
""
""
""
""
""
""
0.76525033
""
1.0640271
""
""
0.92198861
""
""
""
""
""
""
""
""
0.89279419
""
""
""
1.0047251
0.93261737
""
""
""
0.84322125
""
""
0.89172107
""
""
""
""
""
""
""
""
0.92142159
""
""
""
""
""
""
""
""
""
""
0.91230232
""
0.62472677
0.77280051
""
""
0.81435752
0.85509497
""
0.84640199
0.89040983
0.88692087
""
0.80361778
0.92653781
""
0.90854567
""
0.7193591
0.76332253
""
""
""
0.82074606
0.85458976
""
""
""
0.80994511
0.90682381
""
""
""
""
""
""
""
""
""
0.85448372
""
0.82240152
""
""
""
""
""
0.88162583
0.84898889
0.64782804
""
""
""
0.7713697
1.0294499
""
0.85154051
""
""
0.84607577
""
0.96291155
0.82053024
0.80459261
0.7900849
0.80728018
0.75489712
""
""
0.74787742
0.86582255
0.80268586
0.89862376
""
""
""
""
0.70894426
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.79257005
""
""
0.59203154
""
""
0.88686681
""
0.86657929
""
""
""
""
""
""
""
""
""
""
0.64127642
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
