teenbrth_pooled_female_mean
0.19275406
0.24184236
0.24143307
0.19516377
0.19597629
0.23532765
0.21794628
0.21081032
0.20042844
0.26868963
0.25890154
0.22002815
0.16058071
0.22696395
0.21633497
0.17661707
0.2325372
0.17413753
0.19525547
0.34970698
0.27360463
0.28503457
0.22189517
0.30316365
0.17130771
0.35699084
0.24824658
0.23525172
0.22155075
0.22623621
0.24293411
0.18683171
0.19005921
0.20512854
0.31655356
0.27900526
0.34333095
0.29386616
0.33888575
0.43802652
0.31067073
0.35246015
0.2836625
0.32763207
0.31736028
0.35880119
0.27204961
0.27699682
0.26750216
0.31459704
0.27981088
0.27545357
0.32428002
0.38271746
0.27734548
0.32446742
0.29441538
0.31204295
0.30693138
0.34906915
0.30440357
0.24425302
0.32004401
0.25351629
0.24228726
0.22628044
0.19640522
0.1875378
0.22912508
0.2452908
0.37039116
0.3827987
0.42296267
0.29222366
0.35332078
0.25467125
0.28599098
0.25597227
0.30165538
0.31579468
0.41990739
0.2235274
0.22847901
0.2421222
0.21664977
0.24065767
0.23849604
0.25484607
0.21082987
0.258028
0.21718176
0.25658545
0.19218098
0.24111979
0.23994511
0.24053463
0.24849986
0.29119435
0.2014946
0.28069317
0.18468688
0.18791433
0.18606831
0.19580041
0.16877851
0.19956914
0.20102687
0.23795921
0.28925455
0.22888449
0.2129662
0.29844132
0.23064619
0.33923233
0.23984395
0.23377378
0.2575295
0.32085863
0.35414428
0.36051986
0.32147598
0.33322221
0.29883525
0.3056269
0.295755
0.26980078
0.28290868
0.31088251
0.29870942
0.32917684
0.20381743
0.33077642
0.22340019
0.27611926
0.22722985
0.32329658
0.28818139
0.30951011
0.33296236
0.27501875
0.22279826
0.22919299
0.32717013
0.30342382
0.3579812
0.34731466
0.25818887
0.30881947
0.33997187
0.31755006
0.25535694
0.23481669
0.31018394
0.36429027
0.21941918
0.29059815
0.3217867
0.30774471
0.30838206
0.16594552
0.20976305
0.18798669
0.15761146
0.20026968
0.21535815
0.14207378
0.11530649
0.13091601
0.17631403
0.18582451
0.16421849
0.14513254
0.15803075
0.16344258
0.16654445
0.16248891
0.17633407
0.17509405
0.13499342
0.13288184
0.13982491
0.1522993
0.20349707
0.23510481
0.23280546
0.18919753
0.21566664
0.18781328
0.18982102
0.24070543
0.21731754
0.22041717
0.21217798
0.2100573
0.18692015
0.21910319
0.19031543
0.17988844
0.18574998
0.19820215
0.21493739
0.20290039
0.19824637
0.20476612
0.23309529
0.19657797
0.21741372
0.22694828
0.20715764
0.19051325
0.20303564
0.18289718
0.19554454
0.18786798
0.19656697
0.15777843
0.1895345
0.16121209
0.17222361
0.21373445
0.13817804
0.13854958
0.23209593
0.18716748
0.19947141
0.20825014
0.10856302
0.12018868
0.10209212
0.15759127
0.14456496
0.16990761
0.15185285
0.12851894
0.18996464
0.18326658
0.1548786
0.1715914
0.17386293
0.18473713
0.19509132
0.16729051
0.15966471
0.17677404
0.16850625
0.17018802
0.16518795
0.12828776
0.11345547
0.11775136
0.12319505
0.14436008
0.14948384
0.10654276
0.1350874
0.12566254
0.15066601
0.10015757
0.12036667
0.10148586
0.15896699
0.12059945
0.13366434
0.14228898
0.10256126
0.1390301
0.074847005
0.10551762
0.1516158
0.18036361
0.22231418
0.1837604
0.22147818
0.11435715
0.11688361
0.11543174
0.10683952
0.082742289
0.12422933
0.099125706
0.11282648
0.065494217
0.067581177
0.084906042
0.096748874
0.1066759
0.12544531
0.10657358
0.10970705
0.11583726
0.10328876
0.11381325
0.11947605
0.14672728
0.11943563
0.12091121
0.094821975
0.10069222
0.11093748
0.096745566
0.1005778
0.15147293
0.13199717
0.096006438
0.13815083
0.12704638
0.10276704
0.15712085
0.13481462
0.13941026
0.11678062
0.12134378
0.15267849
0.12108412
0.11412438
0.11977188
0.15328163
0.11599735
0.11479818
0.11625297
0.10572784
0.099917598
0.10405073
0.19270824
0.17512164
0.14603162
0.1939559
0.16667405
0.17268506
0.17466599
0.1449887
0.17263335
0.17751984
0.16884437
0.21937767
0.17401706
0.18353294
0.20357415
0.21403795
0.18503562
0.19153455
0.18821526
0.19367146
0.17772746
0.18538789
0.21020806
0.23862942
