stayhome_natam_female_n
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
46.0
41.0
""
""
120.0
""
""
""
""
113.0
""
""
""
77.0
""
23.0
32.0
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
22.0
""
520.0
153.0
""
""
34.0
142.0
""
""
89.0
60.0
31.0
34.0
110.0
""
53.0
89.0
64.0
90.0
""
33.0
32.0
""
""
""
""
""
58.0
499.0
23.0
552.0
59.0
59.0
""
36.0
1359.0
74.0
574.0
435.0
100.0
""
36.0
46.0
""
""
""
110.0
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
23.0
""
""
65.0
""
""
""
""
""
61.0
""
""
""
160.0
""
""
73.0
""
""
110.0
31.0
30.0
159.0
""
114.0
42.0
41.0
146.0
49.0
""
""
687.0
27.0
22.0
""
46.0
43.0
""
""
47.0
20.0
21.0
253.0
64.0
""
291.0
225.0
""
245.0
344.0
40.0
89.0
36.0
54.0
50.0
180.0
34.0
68.0
""
24.0
80.0
96.0
119.0
26.0
32.0
""
102.0
""
87.0
42.0
39.0
93.0
""
90.0
""
""
""
35.0
""
""
""
""
""
""
""
""
""
111.0
""
38.0
""
""
134.0
""
""
""
""
""
""
""
""
91.0
""
""
""
20.0
37.0
""
""
""
33.0
""
""
44.0
""
""
""
""
""
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
34.0
""
26.0
39.0
""
""
36.0
64.0
""
""
24.0
30.0
25.0
30.0
""
""
38.0
""
56.0
107.0
""
""
""
27.0
""
""
""
""
84.0
76.0
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
39.0
24.0
""
""
""
27.0
24.0
""
63.0
""
""
47.0
""
87.0
""
66.0
27.0
75.0
34.0
""
""
35.0
36.0
40.0
34.0
""
""
""
""
39.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
21.0
""
""
""
""
48.0
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
50.0
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
70.0
""
35.0
""
""
44.0
""
""
""
21.0
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
