somecoll_white_female_mean
0.71869594
0.62204897
0.6688078
0.71121299
0.80183434
0.74931002
0.79011852
0.75702661
0.75200677
0.74311954
0.71391732
0.80113059
0.75698978
0.74210656
0.74027205
0.67955232
0.77371341
0.78822291
0.74622542
0.71057165
0.75383276
0.78078347
0.81639624
0.81409448
0.85550326
0.7536419
0.79444247
0.81425768
0.77441394
0.83532482
0.80003053
0.77099669
0.81866497
0.81152064
0.78870696
0.73745364
0.71689522
0.76025343
0.81630003
0.74652028
0.83574951
0.73795122
0.74873149
0.66369265
0.74271595
0.77666968
0.80808526
0.64686155
0.79223627
0.68483633
0.70768088
0.71620268
0.69382071
0.56722581
0.84646082
0.74597418
0.72413588
0.63681251
0.71318537
0.72531557
0.72470796
0.74445021
0.7718367
0.6599384
0.69818348
0.70903975
0.6568597
0.75745726
0.67135245
0.67128235
0.7498526
0.76294088
0.80980504
0.71894711
0.66090524
0.67415404
0.70888543
0.69460911
0.68932593
0.77740878
0.70941257
0.72555721
0.67714423
0.65479165
0.73638439
0.65730077
0.62897718
0.70105082
0.74641895
0.71071583
0.70112866
0.60536152
0.61676443
0.72474945
0.59934574
0.71037078
0.60873187
0.67206204
0.74597037
0.67811906
0.73632675
0.82224965
0.79031157
0.74850214
0.79477757
0.77853668
0.73356086
0.73686874
0.72102731
0.68762648
0.7786389
0.72496641
0.83003992
0.69555527
0.76199138
0.75281519
0.76269495
0.60475421
0.7855255
0.72505099
0.75930387
0.70974559
0.72609043
0.66612315
0.73375326
0.7548942
0.79207599
0.74337524
0.73498917
0.69392592
0.824673
0.68099791
0.73062408
0.68134445
0.70988905
0.70972615
0.71077514
0.73687321
0.73542958
0.84158283
0.7999211
0.73613977
0.75152862
0.71373719
0.75941825
0.77310371
0.74280298
0.78643942
0.78148365
0.79071414
0.71948361
0.7781263
0.74778008
0.89361459
0.75281572
0.74990076
0.77546567
0.76611108
0.68100774
0.75023317
0.70627016
0.75779825
0.74885744
0.80365551
0.81437641
0.87557143
0.82095093
0.76119614
0.69753361
0.7464841
0.81370693
0.83899701
0.7506724
0.79163021
0.71160811
0.75411397
0.77159899
0.76256394
0.74369961
0.74724948
0.76380712
0.74133331
0.75280726
0.69653034
0.67140371
0.77651227
0.74729234
0.72978383
0.76849467
0.64482617
0.67452669
0.70350492
0.77008796
0.64541245
0.74532866
0.73536432
0.75846261
0.76307392
0.8028903
0.7459861
0.76299542
0.64116699
0.68007571
0.73560321
0.69409281
0.7665121
0.76180279
0.72368145
0.71800816
0.7459985
0.68405253
0.7734918
0.79245883
0.77175099
0.79271102
0.68910944
0.75514549
0.79668128
0.78133285
0.70191658
0.79653692
0.78925455
0.67791146
0.74959302
0.75307196
0.70872021
0.70676512
0.72095472
0.8186484
0.74391901
0.72169352
0.77636594
0.65426314
0.76319057
0.73547995
0.75918716
0.72599792
0.72108382
0.71528852
0.72681284
0.74535292
0.6830346
0.65321577
0.67735904
0.70471537
0.76317972
0.76932955
0.81413138
0.77662283
0.77846438
0.82701427
0.73311394
0.70302969
0.7323252
0.75414115
0.75023568
0.73860556
0.83220649
0.64817584
0.76737195
0.68184066
0.81551653
0.69342369
0.70955718
0.83606714
0.8836056
0.8345136
0.88205945
0.8297025
0.7832979
0.74620485
0.77559412
0.69490296
0.74951941
0.71816999
0.74916106
0.77223098
0.76208121
0.71684754
0.77030748
0.81348449
0.94312239
""
0.85986984
0.81015873
0.73573297
0.81673598
0.85961396
0.79101622
0.78025621
0.76819456
0.80170625
0.74350369
0.75773871
0.76749003
0.8297798
0.85989434
0.83248276
0.84475106
0.8356812
0.85370547
0.76979268
0.78807002
0.8357681
0.82406765
0.8291775
0.82877392
0.79501969
0.85261333
0.84770238
0.84491718
0.82912576
0.80044723
0.78557098
0.78276998
0.78870696
0.7403332
0.77393848
0.79333025
0.80122578
0.79811722
0.81906289
0.85458773
0.75892013
0.79313368
0.78588009
0.77157634
0.80348086
0.786596
0.81324065
0.86196512
0.79092777
0.78486246
0.82587469
0.78188986
0.86718076
0.77904332
0.73479974
0.70448345
0.84064031
0.71912211
0.7197969
0.77240705
0.80413032
0.76593679
0.6462965
0.697644
0.64310127
0.61445755
0.76101476
0.73707497
0.72295123
0.77026248
0.80357432
0.78421915
0.76319534
0.74045491
0.70897686
0.64277667
0.65271026
0.6732499
0.74053967
0.82273364
""
0.79718792
0.72443575
0.74906337
0.7107172
0.64090377
0.66585618
0.82243359
0.69937968
0.84458405
0.75755686
0.83021903
0.85731274
0.84612119
0.85426372
0.94064099
0.80483812
0.82495654
""
""
0.92535913
0.87447536
""
0.81247056
0.79997677
0.74690384
0.84268802
0.81666446
0.89943421
0.85945743
0.84877437
0.87354147
0.81282318
0.75340617
0.85966957
0.77031308
""
0.81088382
0.80018198
0.805924
0.81755441
0.80019403
0.86204672
0.83922738
0.8377139
0.81309229
0.9621743
0.84955901
0.8309294
0.84118456
0.86795753
0.87554735
0.8228153
0.82057828
0.82157588
0.73533833
0.87004006
0.86004686
0.90576452
0.86092079
0.68859273
0.8730458
0.85106325
0.82711697
0.86515206
0.86113459
0.84318137
0.85036117
0.82138544
0.83078784
0.80503625
0.83137584
0.85887849
0.73733932
""
0.8554855
""
""
0.78890502
0.77172971
0.77293515
0.78729594
0.85667759
0.84578329
0.85216534
0.86441916
0.79558778
0.81149971
0.86655104
0.84827089
0.81071109
0.79450488
0.82287359
0.86188066
0.83450985
""
0.83149791
0.82734329
0.82049805
0.79232544
0.88708913
0.95755589
0.82135248
0.79532629
0.83845037
0.91608214
0.91407108
0.88072407
0.83453047
0.93507868
0.85001588
0.77942437
0.81971341
0.80814546
0.72338712
0.73878855
""
0.86561209
0.82265031
0.82852232
0.83223963
""
0.77251703
0.81050062
0.77345794
0.84897125
0.80572993
0.86664736
0.8502773
0.8594563
0.83895135
0.76617575
0.81454921
0.84934473
0.79846418
0.82935095
0.7901243
0.74469644
0.78794771
0.75725567
0.82685196
0.75141478
0.77535754
0.80464053
0.6857605
0.72001797
0.76665843
0.6609304
0.79895538
0.64317161
0.71042848
0.63254923
0.70016903
0.73182154
0.6700322
0.68554389
0.69855118
0.65720648
0.78923506
0.72877008
0.69565535
0.71790385
0.73500156
