kid_hisp_female_n
836
730
63
1380
4686
390
6746
432
341
1327
1915
9622
107
780
2158
163
116
1852
79
149
1207
6173
1332
1465
12003
404
3155
3690
5805
523
300
331
3428
2701
216
1472
170
241
69
56
988
119
58
31
88
133
7704
726
1770
404
1204
1093
477
40
37
1361
103
89
144
547
162
2104
53
229
144
138
28
120
105
149
128
210
248
478
215
88
458
237
142
3985
348
449
130
578
5591
719
288
1877
1892
1882
735
388
332
1009
220
314
610
5893
36939
11339
7987
174337
27829
14214
4420
41232
5401
7067
747
2914
1657
592
2292
134
1983
3264
2021
107
136
162
1893
924
345
1631
367
2109
1207
800
164
135
35531
303
1405
135
5425
155
1216
1630
293
289
1727
564
219
303
427
121
828
255
136
177
271
2766
419
99
2863
1198
114
654
107
143
34
95
1336
7718
155
62047
170
186
116
2144
25952
4005
666
4289
282
303
3490
14906
513
169
109
192
2182
147
183
3630
52
163
1533
69
171
785
2725
135
139
266
1827
850
6711
825
4834
4383
859
914
987
3206
6306
443
366
2497
553
695
68
79
11959
1028
4545
11194
174
182
127
124
232
140
4525
500
299
377
2763
2114
2656
751
60
296
31
198
40
323
28
179
350
1214
366
1086
136
418
722
4274
440
869
15828
800
303
42
886
275
842
4442
359
3666
274
9838
14061
5643
12439
389335
10093
135555
56457
4932
2377
378
383
331
53
90
1043
449
121
395
20938
17
25
56976
3745
178
15615
56448
480
86
59
51
124
199
88
558
254
1000
1018
593
17687
87
214
811
720
367
122
1014
621
207
1847
598
358
978
2067
1761
177
760
534
470
162
2602
354
154
114
859
912
389
512
4082
140
2512
7194
19052
1203
247290
7552
523
158
5932
58
325
488
867
227
111
177
539
98
134
243
298
214
66
274
618
49
336
129
505
532
19
425
10
18
106
240
24
34
107
54
68
159
4
16
2
30
6
25
228
8
4
2
5
7
11
40
13
26
27
38
81
54
70
18
688
50
35
33
42
9
64
241
219
100
626
836
38
48
3
271
168
15
30
18
29
96
46
30
75
8
4
50
1
936
302
223
625
110
339
583
366
3904
99
45
320
771
24
7
0
48
1587
1692
285
43
685
980
322
79
1556
3127
154
1691
162
182
7658
843
158
2
20
28
395
11184
70
52
11166
1274
270
11
13
14
55
133
22
105
430
1273
143
3704
87
383
14321
73651
105
8
2472
654
841
117
13
19
25
29
25
656
63
19
1067
2897
7707
661
285
217
1228
764
502
15721
473
340
23
28
701
128
1245
854
1472
88
1049
2587
889
5452
252
7467
215
254
808
110220
4656
580
5872
377
8604
602
7126
15314
4715
2701
10505
1498
268
348
31
4679
4279
915
193
2147
1046
1497
2424
9570
1220
1258
54521
1183
142470
3515
2138
130
18651
3059
2042
1777
3339
2745
35589
156945
46325
5722
14351
228625
5965
3764
1887
6068
1210
279
3680
6166
8302
3241
951
1230
5732
293
611
2986
502
88
792
1681
1742
8987
2293
9186
58580
140543
2310
7846
3923
2895
2327
1214
307
985
851
697
14213
295
1860
1201
1140
11
3525
53
1
14
19
21
170
250
76
108
33
48
38
741
66
57
393
23
322
215
320
285
28
2
58
1005
12
51
261
205
244
75
55
409
413
298
319
765
3
11308
957
2003
4992
16823
647
256
3538
50277
1551
154971
2017
55733
3634
108
4288
5150
504
3816
2957
2757
1905
9133
2562
36
1254
805
83
164
12
5012
28089
1936
4602
73
291
322
309
101
984
2389
64
91
3832
1545
3112
636
1050
48577
50156
124324
12699
85492
117216
2236
870
275
12907
18224
132543
57405
82
884
134691
33888
30446
1196266
358
264
6354
4220
3042
1495
2187
24030
1894
16627
605
17593
13723
199
32
1852
21
35
61
1670
504
35795
