comcoll_black_female_p100
1.3311925
1.3968312
0.71600515
""
""
0.36324152
0.77888632
0.65007192
0.85900074
""
1.0729498
1.4961308
0.82070988
""
""
0.87552488
1.3624759
1.3614821
""
-0.75426811
""
""
1.0022683
0.9579165
""
0.7143153
0.66132587
0.99543273
""
""
0.40950772
2.3442631
1.0508982
1.0771631
1.0537392
""
0.94217366
""
0.91258913
""
1.2075818
0.85152948
1.0356742
1.0374346
1.0223521
1.8870124
""
""
0.76327688
1.1239556
0.91368723
0.29347432
0.78961498
0.81103241
1.4788406
""
0.62395072
""
0.68769825
1.5754086
0.68862289
-0.057596698
0.82877529
2.0985186
""
0.31258693
""
""
""
1.0409958
""
""
""
""
0.44041461
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.84587276
""
""
""
""
""
0.68168527
""
""
0.95091528
""
""
""
""
1.2079132
0.44736806
""
""
""
-0.23827475
""
""
1.3785299
1.1373709
""
""
""
2.0256505
""
1.7841178
""
0.72620213
1.4199337
""
0.75469077
-0.24162625
1.1767107
""
""
0.91257787
""
""
1.6871003
0.042156652
""
""
""
""
1.1029868
""
""
""
3.2334082
0.54226607
""
""
0.84125537
""
""
1.0058337
1.1924902
0.53515875
""
""
""
2.1121976
""
1.0959259
""
""
""
""
""
0.66560167
""
0.64202654
0.63104576
""
""
0.55279267
""
""
""
0.62569165
""
""
""
1.1046154
""
0.90063006
""
""
""
""
""
0.67712969
""
""
0.71448565
""
""
""
""
0.69785881
0.95882064
""
""
0.73077989
""
1.2457507
""
""
1.1635565
""
""
0.53362209
""
""
0.58818424
""
""
0.71415019
0.66116285
""
0.79782069
0.64786232
0.61462826
0.5514729
""
0.58798921
0.62758124
0.87267482
""
""
""
""
0.62813443
""
0.12332866
""
""
""
1.3473127
""
0.49076545
""
""
0.59215671
""
0.59969372
""
""
""
""
""
""
""
""
""
""
""
""
""
0.68924236
""
""
""
""
0.90064931
""
""
""
""
""
""
""
""
0.84852517
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.8859396
0.79858297
""
0.72769094
0.86405176
0.61178768
""
""
0.92375737
0.77806747
0.47149631
0.84540039
0.99177516
""
0.94594789
""
0.81306028
0.93977392
""
0.23764195
""
0.88149673
1.3603861
0.88126022
""
""
0.84700257
1.0359107
1.1565284
""
1.5486087
""
""
""
""
""
""
0.36369672
1.9329042
0.87340754
""
0.89127046
1.1087673
1.1499816
""
1.1959065
0.61050832
1.0602322
""
""
-0.12847708
0.5408361
0.83698589
0.94962913
0.86777979
0.69996017
""
1.501199
""
0.95043993
1.1534953
0.75582832
1.0723149
0.98722941
0.52775913
1.1354023
0.70425403
0.489227
1.3996786
0.98252863
0.90747833
""
""
""
""
1.2045056
""
""
""
""
""
""
""
1.1616209
""
""
0.45121449
-0.095696345
""
0.84738773
""
""
0.088755988
""
0.60206157
0.22096355
1.1451143
""
0.9564805
""
0.45526356
""
""
0.70243388
1.6349368
""
0.90322483
1.0282501
""
0.77497047
""
0.83153445
1.8980587
1.2518123
1.0185816
1.0742714
0.52312636
""
1.526602
""
""
1.2809272
0.81478149
""
0.61920327
0.67097014
1.0958852
-1.2298192
""
""
0.37643525
1.4300864
""
""
0.99375683
0.92100352
""
""
0.98423809
""
""
0.24831033
""
1.0289018
0.7828775
0.8960346
""
0.49562317
0.12764926
""
""
0.205539
""
0.47947672
0.82669097
""
0.19131035
""
""
1.5108309
""
""
0.8195861
1.2954963
""
1.0752674
""
0.91180921
""
""
0.95484942
""
1.1076552
""
2.2107418
""
""
-0.31142819
""
-0.080303878
""
""
0.65144598
""
0.68641007
0.6296193
""
""
0.61599386
1.073691
""
""
""
0.75573337
""
-1.5392005
""
""
0.823165
0.94915277
0.7747547
""
1.062271
""
0.88945913
""
""
1.1424327
""
""
1.1818955
""
""
1.9206614
1.5708028
1.1744773
1.3332081
""
""
0.96519637
-0.22927186
""
""
1.5977554
""
0.19531621
0.88967866
-0.81397521
0.53924543
0.54601842
""
""
""
""
""
-0.14195731
""
0.97977155
""
0.66253883
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
-0.012480138
""
""
""
""
""
""
""
0.94532096
""
""
""
""
""
0.81111145
""
""
""
""
""
0.82885855
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
1.8654221
""
""
""
""
""
0.9058553
1.0859226
""
""
0.68104631
""
""
""
""
""
""
""
0.62692696
1.1059291
""
0.82115489
""
""
""
""
""
""
""
""
""
""
""
0.59431511
""
""
""
""
""
""
""
""
0.52783155
0.87265301
""
0.72641885
""
""
""
""
0.48828667
""
""
0.79358339
""
""
""
""
""
""
0.74929738
""
0.88625658
""
""
0.66272694
""
""
""
""
""
""
""
0.69958049
""
""
""
""
""
""
""
0.48863602
""
0.64736068
""
""
""
""
""
""
0.75297821
""
""
""
""
""
""
0.2763648
""
""
""
""
""
""
""
""
""
""
0.58842427
0.26130134
""
0.45004037
0.94765747
""
""
""
""
""
""
""
