work_24_black_female_n
288.0
411.0
360.0
87.0
""
201.0
274.0
742.0
436.0
26.0
115.0
171.0
357.0
37.0
23.0
247.0
243.0
134.0
81.0
145.0
86.0
""
414.0
829.0
21.0
385.0
263.0
426.0
51.0
34.0
63.0
220.0
237.0
175.0
701.0
46.0
7053.0
40.0
243.0
137.0
689.0
241.0
263.0
464.0
1686.0
311.0
""
37.0
3712.0
195.0
3191.0
384.0
205.0
272.0
289.0
124.0
576.0
131.0
333.0
217.0
731.0
290.0
1334.0
106.0
99.0
208.0
""
""
""
507.0
""
""
""
""
238.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
247.0
44.0
""
""
""
""
3241.0
48.0
20.0
695.0
154.0
""
30.0
93.0
180.0
151.0
""
49.0
""
95.0
24.0
""
228.0
164.0
""
""
25.0
214.0
71.0
212.0
31.0
771.0
118.0
80.0
211.0
138.0
199.0
""
""
239.0
""
""
192.0
103.0
92.0
23.0
""
84.0
1272.0
""
52.0
""
184.0
83.0
66.0
""
153.0
""
""
333.0
556.0
122.0
""
78.0
""
311.0
""
446.0
""
61.0
""
41.0
23.0
3541.0
""
367.0
97.0
""
""
265.0
24.0
""
""
439.0
""
100.0
73.0
70.0
""
5045.0
""
""
53.0
""
""
2632.0
""
38.0
972.0
""
""
76.0
""
979.0
189.0
""
""
19519.0
92.0
134.0
""
""
268.0
""
""
353.0
65.0
""
1361.0
113.0
""
3055.0
3174.0
""
4977.0
3957.0
1343.0
1083.0
79.0
854.0
238.0
1352.0
72.0
43.0
""
""
1875.0
194.0
384.0
51.0
""
""
166.0
""
469.0
113.0
75.0
539.0
""
1453.0
""
""
""
65.0
""
""
""
""
""
""
""
""
""
1887.0
""
84.0
""
""
1276.0
""
""
""
""
""
""
""
""
180.0
""
""
""
""
62.0
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
62.0
""
""
""
""
""
""
""
""
""
""
33.0
""
2263.0
2407.0
53.0
197.0
2152.0
369.0
89.0
54.0
848.0
2774.0
652.0
8790.0
1150.0
71.0
547.0
87.0
1339.0
10726.0
38.0
230.0
107.0
521.0
422.0
302.0
78.0
""
6603.0
1933.0
144.0
26.0
747.0
""
""
43.0
77.0
28.0
115.0
200.0
242.0
4561.0
""
326.0
248.0
129.0
""
615.0
1029.0
1653.0
100.0
""
154.0
750.0
926.0
182.0
13707.0
124.0
142.0
559.0
59.0
5347.0
606.0
5256.0
367.0
2360.0
2187.0
348.0
274.0
