kfr_asian_pooled_p1
0.67861038
0.58815658
""
""
""
""
""
0.32501686
""
""
""
""
""
""
""
0.50411403
0.2562916
""
""
""
""
""
0.40402102
0.45981151
""
0.071582086
""
0.42832196
""
""
""
""
""
""
0.46016935
0.57315254
0.52950692
""
0.4485645
""
0.57781416
0.44632915
""
""
0.50953996
""
""
0.60743624
0.47723898
""
0.41146192
0.50964564
""
""
""
""
""
0.61791128
0.64341372
""
0.49601233
""
0.56883872
""
""
""
""
0.20935974
0.7079109
0.43358532
""
""
""
""
0.43171918
""
""
0.32366157
0.48784775
0.30870584
0.33432883
""
""
0.49624905
""
""
""
""
""
0.69272453
""
""
""
""
""
""
""
0.50549239
0.507052
0.78077662
""
""
""
0.48714742
0.48898682
0.62905759
0.45138267
0.47498497
0.60709196
0.49456951
0.43290296
""
""
""
0.47368234
""
""
""
""
""
""
""
""
""
""
""
0.57251239
0.37178567
0.23079887
""
""
""
""
0.46565145
""
""
0.53125441
""
""
""
""
""
0.39739418
""
""
0.21185601
""
""
""
""
""
""
""
0.4116174
""
""
0.63246208
0.53707546
""
""
""
""
""
""
""
""
""
""
0.49892148
""
0.45898798
""
""
0.32174477
0.43359259
""
0.38747597
""
""
""
0.76498461
""
0.39401191
0.65991402
""
0.22486848
0.57187533
""
0.52262586
0.43975791
0.70755213
0.56624305
0.52300125
0.51922238
0.54414195
0.43544543
0.43822414
0.39979011
0.56367058
""
0.48831293
0.51043153
0.49929798
0.39851341
0.54259664
0.51146537
0.54933101
""
0.54555327
0.47212213
""
""
0.51633233
0.48036197
0.48403433
0.54083139
0.5235002
""
0.50789952
0.49713907
0.50207967
0.5252552
0.50711244
0.56895483
0.47172371
0.50935119
0.54555374
0.50276595
0.56447238
0.49102971
0.42886582
""
0.52931309
0.52532148
0.51285589
0.50399959
0.46582925
0.51384974
""
0.45191976
0.62877655
0.53482234
0.53336459
0.47719863
0.46567222
""
0.4980903
""
""
""
0.50521314
0.54576313
""
""
""
""
""
""
""
""
0.48147798
""
0.56719315
""
""
0.50293326
0.20067136
0.42224166
""
""
""
""
""
""
0.51785946
""
""
""
0.58245993
0.54807925
""
""
""
0.47171289
""
""
""
