kfr_stycz_white_male_p75_se
0.011158067
0.006852116
0.026351387
0.023068717
0.0121909
0.064952269
0.025667544
0.0089650378
0.018297145
0.02348139
0.015013045
0.033581235
0.01930788
0.028400201
0.025450312
0.013882879
0.011930293
0.038006406
0.04527846
0.018716665
0.032129686
0.01049844
0.013614851
0.020936804
0.014178189
0.010046788
0.020369971
0.01017451
0.025064413
0.018433057
0.021314301
0.074481606
0.038404822
0.023827033
0.009437412
0.01367165
0.0032182606
0.029373271
0.0097654583
0.015777422
0.0090834545
0.0096442336
0.049309261
0.04714223
0.0049460158
0.022589317
0.020407489
0.010467232
0.0046990612
0.022326905
0.006648507
0.0071193231
0.056693196
0.026813857
0.024750469
0.02459833
0.017318979
0.010209125
0.0051169624
0.078976311
0.012332093
0.017025476
0.0073339329
0.012422395
0.025266377
0.038974181
0.022626221
""
""
0.0051333588
""
""
0.07697846
""
0.0089730462
""
""
0.015163271
0.014820675
0.026667597
0.033774115
""
""
0.012097595
""
""
""
""
0.069605224
0.030817328
""
0.05810919
0.065515175
""
""
0.11473256
0.046643931
0.010694395
0.0098363133
0.015571622
0.02099224
0.038812444
0.046562817
0.0014718483
0.0091977008
0.01673202
0.0037562216
0.0087785637
0.038334943
0.0082786027
0.011562914
0.026218662
0.022154976
0.018071622
0.006910712
0.016973279
0.034824573
0.057533581
0.026619906
0.042295661
0.023940265
0.02558485
0.023129888
0.03770639
0.020648036
0.02040237
0.010350012
0.012452648
0.015241547
0.028343976
0.047237232
0.03215114
0.024825158
0.0084905671
0.025898891
0.044111684
0.011318278
0.019876407
0.015351808
0.026819179
0.017273424
0.034843341
0.015334716
0.043860838
0.02956192
0.013316166
0.022511778
0.061729241
0.027790133
0.059559233
0.036833353
0.030899737
0.02454805
0.010162822
0.030706408
0.041354798
0.014696308
0.016932487
0.04889486
0.044113766
0.040992986
0.052536927
0.023290526
0.033594288
0.034593105
0.033392955
0.021867847
0.033680271
0.013458498
0.043403752
0.0046341945
0.023653226
0.031081891
0.008006515
0.044930294
0.061765246
0.008344573
0.03499385
0.037790496
0.047938056
0.014027775
0.030141827
0.007411371
0.012365408
0.061086886
0.026931416
0.0027848841
""
0.014868308
0.0071272189
0.01425497
0.028193504
0.0026693793
0.020669209
0.0053151576
0.0042159334
0.020316673
0.0095606884
0.014407743
0.023185316
0.0040900805
0.010062373
0.016554713
0.017811609
0.0013440468
0.0098716291
0.0052922829
0.026322396
0.011724951
0.0084613161
0.046196822
0.057735845
0.0062334621
0.0071487282
0.0084665427
0.0017205148
0.0041553802
0.029615268
0.0024507616
0.0027314795
0.012251712
0.0024852459
0.0018980181
0.0057052504
0.0039701755
0.0059287106
0.0038418304
0.0053942106
0.0025744485
0.0059499983
0.007420653
0.076279894
0.017923955
0.0043651541
0.0037934862
0.0046217153
0.011197397
0.014342231
0.058443449
0.0064071729
0.012761334
0.0029576388
0.0071735759
0.013822405
0.0042101438
0.032791596
0.002743721
0.041479725
0.082796976
0.05521027
0.004602829
0.00810715
