kfr_29_pooled_male_p10
0.33084425
0.24520056
0.29507583
0.36954299
0.31666043
0.29736918
0.308925
0.23162386
0.33220702
0.33007556
0.36872604
0.31226933
0.3244544
0.39132059
0.33934656
0.39160645
0.45175111
0.30446595
0.27612147
0.34566021
0.38899204
0.36542672
0.37117907
0.36249629
0.33729053
0.36444047
0.33071464
0.30519137
0.39709881
0.40546229
0.42287919
0.30125442
0.32558021
0.32137319
0.24176539
0.40651682
0.37312382
0.34493059
0.49063003
0.3334319
0.2466941
0.3903574
0.40986979
0.29882962
0.2750901
0.24500604
0.31118777
0.27728492
0.34275529
0.25796512
0.2784439
0.29800957
0.34546962
0.31768587
0.31500405
0.32222652
0.36646602
0.37632734
0.34433743
0.35670742
0.32559478
0.37383461
0.3653914
0.27577269
0.35922801
0.31293479
0.27839926
0.28591532
0.27912241
0.42653993
0.29859021
0.29145119
0.26647419
0.33672002
0.32766739
0.30311784
0.38844028
0.21103679
0.2398285
0.26535416
0.25751704
0.29529765
0.3271763
0.28620183
0.29913586
0.24811518
0.37050849
0.30712444
0.37247699
0.33760104
0.27983722
0.30101907
0.30328327
0.38079977
0.33588347
0.30463368
0.23250975
0.3774803
0.36775699
0.32674658
0.36722657
0.38375172
0.28259706
0.29309076
0.35229912
""
0.31696674
0.27118304
0.29296085
0.2346877
0.2977837
0.2810317
0.27283201
0.36137372
0.25197533
0.28369573
0.34432814
0.34605694
0.3269048
0.33164909
0.36590433
0.32177901
0.38963771
0.37624833
0.31713516
0.29496396
0.39379966
0.40597144
0.33871916
0.32448971
0.25303924
0.32891876
0.41830716
0.39749992
0.42326188
0.25223771
0.36638996
0.4120701
0.32466501
0.37184519
0.26793638
0.38711989
0.30643535
0.34404743
0.36102128
0.38585117
0.36334059
0.33299616
0.34835073
0.35104567
0.40961632
0.54795307
0.41012409
0.33792701
0.24147123
0.31188485
0.21454476
0.34183797
0.40360975
0.2887418
0.22243188
0.35783055
0.32520124
0.31643692
0.25118515
0.37155128
0.33323747
0.28398043
0.25501511
0.32243738
0.27690998
0.25475299
0.36291635
0.30010012
0.30815205
0.36801636
0.39148891
0.3551625
0.28318438
0.24263306
0.31164426
0.31356993
0.22959161
0.28426436
0.30417708
0.34933162
0.3301003
0.42341197
0.43890899
0.29579529
0.3361555
0.32362011
0.32182729
0.33364972
0.36187291
0.4313983
0.37373477
0.32275522
0.51119697
0.43852437
0.32417101
0.28926834
0.37500373
0.36609077
0.35996908
0.50131083
0.31916305
0.35103384
0.37896115
0.46129045
0.37479642
0.41996977
0.3280507
0.32262787
0.40872824
0.39767027
0.34193343
0.35918564
0.32460007
0.40506613
0.31151354
0.31561697
0.31945395
0.38727215
0.3933652
0.32380968
0.30240187
0.34918606
0.38375399
0.40081573
0.23356798
0.25573125
0.35266379
0.33186549
0.30930102
0.29546115
0.22154164
0.38542128
0.29962876
0.2627981
0.21955281
0.35773793
0.25605685
0.27358383
0.25828749
0.23773204
0.40918088
0.22358932
0.31409401
0.27373087
0.26443788
