hours_wk_white_female_p25_se
0.75781542
1.0346788
1.8227993
0.70257503
1.1382582
2.1852152
0.77674031
2.0764985
1.9359815
1.1611671
0.97291011
0.72854531
2.0930312
1.5721585
1.0920005
2.7109175
3.2063282
1.0902596
2.320796
2.4154174
0.95845252
1.0023618
1.2647259
1.7429895
0.85887146
3.3243654
1.5634145
1.023311
0.74969482
2.2376378
1.9144185
1.3741462
0.94789219
1.1124637
2.2864621
0.97090673
1.9371139
1.6666801
3.575403
3.7034075
1.2284805
2.1336279
3.1995924
3.8535957
2.8116467
3.1635349
0.73053074
1.2151704
1.0063998
1.5368862
1.0797673
0.89383793
1.4010923
4.0292602
4.3218637
1.0526804
2.5991051
3.035713
4.2903538
1.7660416
2.2459736
0.87137514
2.3817835
1.6333361
1.3135606
1.4653683
2.0121715
1.7224861
1.6282136
1.3407843
2.885231
2.179065
2.6928248
1.5176455
2.0217576
2.194051
1.4808944
1.4617374
2.2181039
0.89883947
1.8261427
1.4200156
1.4678382
1.4507029
0.65176362
1.5122583
1.5198431
1.2398
1.0209092
0.9279933
1.3097922
1.6128671
1.5689238
0.95456672
1.501006
2.5798833
1.3702135
0.96954
0.46463177
0.86433619
0.72976166
0.64490682
0.69702637
0.87379479
0.91224432
0.62613374
0.88245457
0.69298041
1.7381305
0.98787564
1.2989478
1.5458108
1.0461066
3.1397002
1.0095897
0.75067139
1.1909208
3.2569299
3.6662867
3.1482191
1.4667943
1.8713323
2.6498423
2.0872672
2.3306358
1.2986665
1.3471944
1.9016888
3.2123237
2.5294955
0.56598258
1.8253311
1.6749276
1.9433818
1.1917276
1.8222833
0.91152036
1.3747576
3.125397
2.7280726
1.291682
1.2895882
2.9605477
2.5856473
1.8492751
3.281323
1.0737188
1.9531025
2.8888683
2.3453207
1.3568698
0.82223606
1.7244153
4.4601746
0.78567809
0.99552208
2.4779289
1.2951177
1.7475675
1.3379085
3.7107801
1.9077638
1.6985039
0.63285446
3.181078
0.59828132
1.3931658
1.3164046
1.9625219
0.94550842
0.37251362
0.99321401
1.1518476
0.73255247
1.1214727
1.5963442
0.87783116
0.57840538
1.2721745
1.398235
1.2638437
1.2625042
0.56164628
1.258733
1.4962519
0.50573772
2.2127082
1.4109988
0.89430088
2.2972982
1.7804903
1.1989782
0.63160831
2.5175667
1.7657173
1.2159083
1.0172255
1.0112284
0.76219815
1.6752743
0.75132275
0.85073137
1.499686
1.2467111
0.87905109
0.8834002
0.63327765
1.4295713
1.0319657
1.0244858
1.0411586
0.96039224
1.6927547
1.8173946
0.99400765
0.61960936
0.95893615
0.46570989
1.1576778
0.99398082
1.7127302
1.0749817
0.98219228
1.3168136
0.53699917
0.89337122
0.82337737
0.66666365
0.39930823
0.60620368
0.61629003
1.0761044
1.9446528
1.1037629
