hs_white_female_p75_se
0.0063345172
0.0099855782
0.024124613
0.0052650287
0.0065813907
0.018731041
0.0046253069
0.017350594
0.016100381
0.0077594896
0.0079022469
0.0037495471
0.025316304
0.014540122
0.0064813704
0.028222414
0.028478285
0.0076581147
0.023232494
0.016495395
0.0067753205
0.0078234412
0.0079755513
0.0094344057
0.003736834
0.027369708
0.012480208
0.006097889
0.0037164346
0.014054147
0.012638812
0.0083750663
0.0037868451
0.0055896859
0.016306838
0.0086972984
0.021605788
0.01418191
0.046803195
0.047062092
0.0078294184
0.018794803
0.029424135
0.04618698
0.023937922
0.013898129
0.0042821062
0.0093239183
0.0049914513
0.012774421
0.008292051
0.0065435041
0.010249859
0.032745805
0.022574916
0.0066537349
0.015742671
0.03603781
0.027387597
0.011958757
0.015658556
0.0049066776
0.018098863
0.017904542
0.014864795
0.010469159
0.029891269
0.018876184
0.014094621
0.01711287
0.025762981
0.020722764
0.022885552
0.0089637712
0.018624352
0.022359209
0.012499144
0.016230306
0.023432128
0.0046636276
0.015711337
0.010897413
0.011888858
0.01005862
0.0037714965
0.013853971
0.013487157
0.010296858
0.0064191152
0.0088428371
0.01079893
0.017758351
0.014767834
0.007117182
0.012253849
0.034253161
0.011971881
0.0091439392
0.003799794
0.007570304
0.0064493255
0.0036695986
0.0047981702
0.0067904997
0.0064789024
0.0045410055
0.0082561029
0.0049488568
0.019351566
0.009391671
0.0087225419
0.012458721
0.0046545262
0.031844322
0.0065013985
0.0048060087
0.0064496766
0.03563999
0.032776881
0.024525747
0.012757605
0.020718178
0.024484383
0.018047955
0.020186074
0.008613117
0.0076232273
0.018963067
0.027320109
0.026185481
0.0025992072
0.016079238
0.01167666
0.017247986
0.012141764
0.01391128
0.0074301707
0.010786774
0.023881456
0.010572102
0.0090547903
0.012960786
0.04425469
0.020541232
0.012988866
0.023317665
0.0087873684
0.012714659
0.017305732
0.016207002
0.012446074
0.0043601589
0.010626179
0.029324753
0.0059755235
0.0067115296
0.018282428
0.006940085
0.022368615
0.0086908378
0.02394554
0.013582
0.0061477204
0.0021346814
0.020702418
0.0018001636
0.0088312617
0.0097586131
0.018690882
0.0065325801
0.0016804382
0.0047943145
0.0092807831
0.0042383163
0.010769506
0.014744652
0.0049874592
0.0029223161
0.0092617599
0.011673839
0.011718457
0.012149312
0.0033905734
0.013007484
0.013402111
0.0026575217
0.019483183
0.0077934363
0.0056836624
0.022401255
0.016101072
0.010331213
0.003709445
0.016396882
0.014872581
0.0079564024
0.0059233569
0.0066669406
0.003792766
0.011195965
0.004716909
0.0074882424
0.010636465
0.0079423105
0.0064711664
0.0044104215
0.0031543563
0.0090606362
0.0078547262
