lpov_nbh_hisp_male_n
54.0
""
""
""
""
""
177.0
23.0
""
491.0
879.0
1931.0
229.0
129.0
79.0
332.0
264.0
270.0
4140.0
219.0
129.0
""
""
205.0
65.0
439.0
239.0
386.0
51.0
272.0
629.0
247.0
1287.0
105.0
1940.0
78.0
94.0
245.0
31904.0
1128.0
129.0
1441.0
60.0
2778.0
182.0
2235.0
4996.0
1483.0
851.0
3188.0
538.0
87.0
80.0
""
1550.0
904.0
192.0
36.0
531.0
262.0
252.0
584.0
2881.0
347.0
393.0
13845.0
359.0
42632.0
1121.0
705.0
""
5890.0
1152.0
577.0
475.0
940.0
648.0
9106.0
36964.0
15195.0
1526.0
4450.0
54966.0
1708.0
958.0
339.0
2236.0
400.0
72.0
1054.0
1932.0
2248.0
1181.0
410.0
506.0
2062.0
117.0
165.0
964.0
162.0
41.0
275.0
490.0
443.0
2502.0
507.0
3160.0
15163.0
29981.0
596.0
1966.0
952.0
700.0
851.0
425.0
104.0
274.0
271.0
178.0
3710.0
91.0
440.0
280.0
226.0
""
1032.0
""
""
""
""
""
32.0
69.0
""
32.0
""
""
""
299.0
31.0
20.0
175.0
""
123.0
79.0
105.0
84.0
""
""
""
345.0
""
""
93.0
80.0
82.0
20.0
27.0
120.0
151.0
105.0
125.0
268.0
""
3484.0
187.0
492.0
1398.0
3162.0
234.0
83.0
750.0
14459.0
330.0
30309.0
514.0
14293.0
1079.0
22.0
1319.0
1340.0
150.0
918.0
535.0
632.0
532.0
2218.0
577.0
""
347.0
187.0
27.0
39.0
""
1288.0
6466.0
488.0
1164.0
30.0
26.0
136.0
73.0
45.0
373.0
622.0
""
24.0
1049.0
358.0
952.0
192.0
331.0
12412.0
12986.0
29591.0
3202.0
22115.0
29899.0
402.0
195.0
66.0
3013.0
3869.0
32233.0
13176.0
""
114.0
32083.0
9467.0
7499.0
244158.0
126.0
65.0
1044.0
731.0
1026.0
174.0
483.0
5036.0
396.0
3665.0
145.0
3496.0
2854.0
54.0
""
390.0
""
""
""
460.0
123.0
8721.0
