lpov_nbh_hisp_male_n
280.0
168.0
22.0
549.0
686.0
44.0
1196.0
70.0
35.0
323.0
417.0
2102.0
41.0
130.0
434.0
33.0
34.0
410.0
33.0
51.0
404.0
1743.0
327.0
255.0
2067.0
54.0
461.0
1063.0
2217.0
97.0
109.0
151.0
1273.0
1163.0
77.0
640.0
43.0
110.0
20.0
""
377.0
68.0
27.0
""
25.0
60.0
3255.0
247.0
711.0
168.0
554.0
477.0
197.0
22.0
23.0
596.0
52.0
28.0
31.0
148.0
76.0
744.0
21.0
82.0
47.0
56.0
""
""
32.0
60.0
37.0
64.0
84.0
156.0
66.0
29.0
113.0
70.0
43.0
1173.0
110.0
149.0
41.0
224.0
1343.0
128.0
109.0
614.0
539.0
289.0
142.0
86.0
87.0
330.0
71.0
39.0
183.0
1224.0
12003.0
3345.0
2281.0
59544.0
8803.0
3847.0
2078.0
15313.0
2196.0
2832.0
210.0
1187.0
610.0
250.0
852.0
33.0
794.0
913.0
826.0
30.0
31.0
26.0
338.0
123.0
98.0
406.0
66.0
633.0
497.0
108.0
44.0
52.0
7210.0
87.0
321.0
48.0
1059.0
66.0
503.0
864.0
60.0
109.0
571.0
347.0
29.0
71.0
154.0
""
344.0
113.0
39.0
46.0
53.0
657.0
124.0
26.0
1393.0
446.0
27.0
325.0
37.0
46.0
""
""
648.0
3001.0
31.0
16206.0
65.0
47.0
42.0
686.0
6840.0
1097.0
227.0
1390.0
107.0
91.0
947.0
3370.0
136.0
66.0
66.0
99.0
938.0
54.0
77.0
1231.0
26.0
71.0
404.0
""
44.0
412.0
828.0
32.0
32.0
81.0
593.0
303.0
2008.0
334.0
1377.0
900.0
234.0
309.0
343.0
934.0
1686.0
144.0
152.0
572.0
181.0
250.0
22.0
41.0
3828.0
374.0
1511.0
3177.0
86.0
77.0
58.0
52.0
81.0
56.0
1263.0
210.0
106.0
154.0
995.0
740.0
636.0
279.0
""
121.0
""
78.0
""
115.0
""
26.0
120.0
264.0
152.0
368.0
49.0
158.0
245.0
1089.0
128.0
246.0
3601.0
240.0
102.0
""
315.0
95.0
257.0
1181.0
119.0
1323.0
118.0
2644.0
3511.0
1606.0
3202.0
92932.0
3158.0
36394.0
13727.0
1355.0
663.0
147.0
35.0
134.0
""
40.0
386.0
155.0
43.0
148.0
3974.0
""
""
12435.0
1268.0
66.0
2756.0
12529.0
133.0
39.0
25.0
""
37.0
61.0
36.0
121.0
44.0
289.0
242.0
187.0
3538.0
31.0
91.0
224.0
197.0
128.0
28.0
265.0
196.0
47.0
526.0
217.0
130.0
293.0
660.0
442.0
49.0
298.0
220.0
186.0
94.0
719.0
95.0
76.0
62.0
287.0
342.0
143.0
181.0
1260.0
57.0
910.0
1938.0
4547.0
365.0
51865.0
2037.0
260.0
75.0
2049.0
""
88.0
206.0
313.0
72.0
39.0
76.0
113.0
37.0
51.0
79.0
118.0
104.0
31.0
93.0
166.0
23.0
110.0
43.0
125.0
164.0
""
168.0
""
""
42.0
54.0
""
""
37.0
24.0
29.0
66.0
""
""
""
""
""
""
120.0
""
""
""
""
""
""
""
""
""
""
""
22.0
23.0
""
""
217.0
30.0
""
""
""
""
31.0
78.0
52.0
32.0
222.0
299.0
""
28.0
""
73.0
40.0
""
""
""
""
34.0
""
""
""
""
""
""
""
236.0
56.0
52.0
178.0
37.0
98.0
161.0
104.0
864.0
41.0
21.0
78.0
291.0
""
""
""
""
488.0
665.0
102.0
""
193.0
228.0
80.0
26.0
388.0
671.0
26.0
526.0
41.0
63.0
2158.0
277.0
61.0
""
""
""
146.0
3745.0
""
""
3542.0
405.0
49.0
""
""
""
23.0
42.0
""
20.0
104.0
329.0
65.0
436.0
""
120.0
3939.0
17520.0
34.0
""
580.0
185.0
265.0
