kir_native_other_female_mean_se
""
""
""
""
""
""
""
0.041900694
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.041142508
""
0.028514365
""
""
""
""
""
""
""
0.041928623
""
""
""
0.042106733
""
0.068592012
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.019626806
""
""
""
""
0.046965994
""
""
0.057855483
0.052614409
""
""
""
""
0.047708519
""
""
""
""
""
""
""
""
""
""
""
""
""
0.042536356
0.045578249
""
""
""
""
0.011776485
0.042445965
0.071266122
0.020235129
0.05339019
""
""
0.043981381
""
""
""
0.033379164
""
""
""
""
""
""
""
""
""
""
""
""
0.064805627
""
""
""
""
""
0.050669838
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.039055608
""
""
""
""
""
0.029571522
""
""
""
""
""
0.031366184
""
""
""
0.01273149
""
""
0.032091383
""
""
0.015858382
""
0.041712202
0.022573698
""
0.038108233
""
""
0.022014027
0.058880009
""
""
0.0077762296
0.043816045
0.031170094
""
0.048199911
0.035219923
""
""
0.027338423
0.043985847
0.040914413
0.01292487
0.035322767
""
0.014011824
0.012807266
""
0.014174807
0.010720712
0.024106855
0.023611974
0.037218895
0.019671328
0.024959546
0.01398881
0.037720826
0.041238833
""
0.040205691
0.020542681
0.022974703
0.027447226
0.053275242
0.064473592
""
0.030677075
0.04737366
0.0202014
0.038285531
0.050384521
0.025216352
""
0.021531818
""
""
""
0.039719924
""
""
""
""
""
""
""
""
""
0.02387926
""
0.035381611
""
""
0.018011453
""
""
""
""
""
""
""
""
0.025583047
""
""
""
""
0.040580448
""
""
""
0.066114612
""
""
""
""
""
""
""
""
""
""
""
0.043241996
""
""
""
""
""
""
""
""
""
""
0.035795618
""
0.030828208
0.023610288
0.057965174
0.046891019
0.026019843
0.02688732
0.065626271
0.060187876
0.035435367
0.032231081
0.040338453
0.038019855
0.048824012
""
0.040767841
""
0.032569464
0.02149382
""
""
""
0.045277491
""
""
""
""
0.020828072
0.027309537
""
""
""
""
""
""
""
""
""
""
""
0.024025697
""
""
""
""
""
0.045453876
0.040313408
0.044413924
""
""
""
0.033422671
0.02330693
""
0.027483579
""
""
0.026364543
""
0.022561792
0.034552429
0.027946107
0.039333738
0.026546286
0.031210791
""
""
0.042956918
0.048331838
0.045891028
0.032962367
""
""
""
""
0.029970808
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038119782
""
""
""
""
""
0.028656898
""
0.029949339
""
""
""
""
""
""
""
""
""
""
0.027905086
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.038873203
""
""
""
""
""
""
0.030711392
""
""
""
""
""
""
""
""
0.050753653
""
""
""
""
""
""
""
""
""
""
""
""
0.057380766
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.045109738
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.031958241
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
