kir_stycz_other_male_n
28.0
59.0
""
""
""
""
""
73.0
""
""
""
""
""
""
""
32.0
21.0
""
""
""
""
21.0
38.0
""
35.0
22.0
""
39.0
""
""
""
""
""
""
40.0
32.0
201.0
""
22.0
36.0
27.0
25.0
""
""
221.0
""
""
""
138.0
""
79.0
38.0
""
""
""
""
23.0
21.0
44.0
""
""
""
41.0
21.0
""
""
""
""
""
759.0
""
""
""
""
166.0
""
""
75.0
50.0
24.0
21.0
""
""
82.0
""
""
""
""
""
24.0
""
""
""
""
""
""
""
119.0
65.0
""
""
""
""
2116.0
95.0
46.0
545.0
86.0
""
57.0
52.0
""
""
""
119.0
""
""
""
""
""
""
""
""
""
""
""
22.0
47.0
""
""
""
""
""
24.0
""
""
38.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
181.0
""
""
34.0
""
""
109.0
""
""
""
""
""
114.0
20.0
""
""
2581.0
""
25.0
198.0
20.0
""
1627.0
22.0
145.0
660.0
""
139.0
43.0
""
566.0
143.0
41.0
""
9042.0
101.0
284.0
21.0
83.0
204.0
""
""
489.0
140.0
79.0
3064.0
305.0
""
1751.0
2447.0
44.0
2023.0
3425.0
1143.0
875.0
183.0
1525.0
301.0
2156.0
227.0
162.0
""
42.0
1111.0
469.0
562.0
111.0
50.0
""
229.0
44.0
816.0
217.0
94.0
341.0
""
591.0
""
""
""
153.0
43.0
""
""
""
""
""
""
""
""
461.0
""
130.0
""
""
716.0
34.0
""
""
""
""
""
""
""
435.0
""
""
""
""
108.0
""
""
""
62.0
""
""
""
23.0
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
26.0
""
97.0
""
414.0
429.0
64.0
83.0
429.0
246.0
48.0
58.0
98.0
266.0
81.0
266.0
91.0
""
138.0
""
306.0
1068.0
""
71.0
42.0
147.0
70.0
20.0
""
""
615.0
229.0
26.0
""
""
""
""
""
""
""
""
65.0
25.0
662.0
""
41.0
""
""
""
114.0
173.0
108.0
""
""
""
88.0
101.0
37.0
970.0
38.0
20.0
222.0
""
696.0
166.0
493.0
164.0
483.0
210.0
25.0
53.0
99.0
108.0
123.0
256.0
""
""
""
""
192.0
""
24.0
""
""
""
""
""
""
""
""
25.0
""
""
44.0
""
""
""
""
""
""
""
""
34.0
""
25.0
""
""
122.0
33.0
""
77.0
34.0
""
184.0
""
323.0
""
""
73.0
""
30.0
""
""
""
""
""
474.0
""
""
24.0
58.0
""
""
""
""
""
""
""
56.0
21.0
26.0
""
344.0
""
""
21.0
""
""
""
369.0
""
55.0
""
""
""
""
""
88.0
82.0
""
""
""
""
""
""
""
""
""
""
""
""
90.0
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
148.0
35.0
""
""
36.0
""
""
""
""
""
""
""
""
""
""
179.0
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
""
1319.0
9458.0
418.0
1174.0
237.0
""
55.0
""
""
22.0
""
""
""
46.0
""
""
""
100.0
""
""
""
""
""
39.0
""
""
""
""
""
""
""
74.0
""
""
""
""
""
""
34.0
""
""
""
""
""
""
24.0
""
""
34.0
""
""
""
""
""
""
""
""
86.0
""
""
""
""
""
2489.0
""
""
45.0
""
""
586.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
25.0
""
""
""
""
""
233.0
47.0
45.0
24.0
376.0
37.0
""
20.0
""
""
""
101.0
66.0
50.0
""
111.0
""
""
""
""
""
""
""
""
""
""
20.0
100.0
""
""
""
""
""
""
""
""
94.0
181.0
""
83.0
""
""
""
""
28.0
34.0
""
28.0
""
""
""
""
""
20.0
262.0
""
157.0
""
""
218.0
24.0
""
""
22.0
""
""
""
59.0
""
""
""
""
""
""
""
37.0
""
78.0
""
40.0
""
""
""
""
21.0
""
70.0
30.0
""
47.0
""
34.0
""
""
""
""
""
""
42.0
""
27.0
""
181.0
54.0
""
53.0
526.0
""
""
21.0
33.0
""
""
""
""
""
""
""
""
""
""
51.0
""
""
""
""
""
""
143.0
""
""
""
""
""
""
""
34.0
""
""
69.0
""
43.0
""
""
""
""
40.0
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
38.0
""
""
""
22.0
79.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
197.0
34.0
""
""
""
108.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
73.0
""
""
""
""
""
""
""
""
""
38.0
""
""
22.0
""
""
""
""
""
""
23.0
23.0
""
""
""
75.0
""
""
""
""
""
20.0
""
75.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
273.0
""
""
""
""
""
67.0
""
""
""
""
""
""
""
""
23.0
""
49.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
50.0
""
""
""
31.0
""
384.0
""
131.0
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
159.0
""
""
""
""
""
""
""
48.0
""
""
""
""
""
""
31.0
""
""
""
34.0
""
""
""
""
33.0
""
""
""
""
""
25.0
""
""
""
147.0
""
""
26.0
""
""
""
""
""
""
""
""
""
113.0
""
""
""
24.0
""
""
22.0
""
366.0
25.0
""
79.0
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
21.0
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
32.0
""
""
""
""
""
""
""
""
28.0
""
""
""
""
80.0
94.0
97.0
""
""
""
""
""
""
160.0
""
""
""
""
""
36.0
""
""
229.0
""
99.0
41.0
""
""
24.0
""
""
23.0
211.0
42.0
""
""
60.0
""
""
""
30.0
""
""
""
""
27.0
""
20.0
108.0
28.0
""
69.0
""
""
77.0
""
""
""
""
""
""
51.0
20.0
107.0
""
""
61.0
""
""
26.0
54.0
""
24.0
""
""
""
77.0
""
408.0
438.0
50.0
""
71.0
38.0
120.0
""
109.0
""
179.0
223.0
""
852.0
764.0
23.0
90.0
""
""
82.0
40.0
""
391.0
167.0
60.0
478.0
""
317.0
33.0
189.0
54.0
752.0
""
345.0
587.0
772.0
390.0
""
""
67.0
""
""
""
""
33.0
46.0
""
87.0
""
92.0
62.0
""
""
57.0
""
38.0
""
27.0
""
78.0
""
275.0
""
""
28.0
""
""
""
""
223.0
21.0
""
""
23.0
75.0
147.0
""
371.0
""
""
42.0
""
41.0
75.0
""
23.0
486.0
""
26.0
""
""
""
26.0
""
70.0
26.0
""
124.0
30.0
686.0
""
""
""
""
""
""
117.0
""
""
83.0
83.0
33.0
""
""
""
""
56.0
206.0
1306.0
""
""
237.0
32.0
33.0
""
""
""
""
39.0
37.0
""
""
26.0
25.0
""
""
""
""
285.0
""
""
""
""
""
""
""
1100.0
""
""
23.0
23.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
""
""
""
545.0
""
""
""
""
""
""
114.0
65.0
30.0
""
38.0
""
""
""
""
""
""
""
""
148.0
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
20.0
""
""
""
""
21.0
133.0
69.0
""
""
""
""
56.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
29.0
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
74.0
45.0
""
""
28.0
""
21.0
""
""
59.0
""
""
34.0
""
137.0
""
33.0
""
""
""
""
""
""
""
""
""
47.0
""
""
160.0
""
""
""
""
""
""
20.0
""
546.0
88.0
101.0
67.0
""
24.0
25.0
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
52.0
""
""
""
""
""
""
""
""
""
54.0
""
46.0
""
""
""
""
""
""
147.0
""
""
""
626.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
266.0
""
""
""
""
""
""
79.0
""
""
""
""
""
""
""
49.0
24.0
""
""
""
""
""
""
""
58.0
30.0
""
""
""
""
""
""
64.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
71.0
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
324.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
150.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
184.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
1912.0
20.0
20.0
""
""
""
""
""
35.0
""
25.0
""
""
348.0
""
46.0
24.0
""
""
""
22.0
160.0
47.0
122.0
62.0
""
153.0
436.0
395.0
292.0
49.0
102.0
475.0
157.0
320.0
38.0
172.0
438.0
291.0
206.0
181.0
260.0
39.0
136.0
52.0
262.0
33.0
432.0
""
23.0
""
""
61.0
""
66.0
25.0
""
""
""
""
""
""
""
""
26.0
""
56.0
""
""
""
71.0
84.0
""
41.0
""
""
""
""
""
49.0
155.0
""
858.0
99.0
40.0
36.0
50.0
59.0
""
""
20.0
""
""
133.0
297.0
""
""
""
27.0
""
""
""
73.0
1637.0
""
34.0
""
355.0
""
696.0
661.0
114.0
113.0
280.0
42.0
190.0
31.0
37.0
""
32.0
2521.0
81.0
274.0
155.0
36.0
83.0
136.0
""
""
""
27.0
676.0
24.0
""
45.0
64.0
""
24.0
41.0
425.0
""
""
37.0
""
""
""
""
""
""
""
""
28.0
77.0
20.0
45.0
""
""
31.0
""
53.0
""
""
""
""
22.0
""
60.0
378.0
""
""
