wgflx_rk_pooled_female_n
1164.0
489.0
108.0
1462.0
1021.0
192.0
2151.0
144.0
127.0
823.0
857.0
3102.0
134.0
313.0
806.0
73.0
71.0
722.0
92.0
166.0
1276.0
1441.0
749.0
461.0
2821.0
128.0
476.0
1135.0
3003.0
212.0
315.0
554.0
2417.0
1494.0
350.0
959.0
214.0
315.0
94.0
98.0
1180.0
217.0
89.0
41.0
147.0
210.0
3264.0
604.0
1619.0
401.0
826.0
1165.0
549.0
45.0
74.0
1241.0
175.0
67.0
51.0
414.0
219.0
1523.0
118.0
217.0
237.0
241.0
90.0
145.0
197.0
238.0
191.0
263.0
337.0
506.0
234.0
107.0
446.0
269.0
145.0
2570.0
332.0
394.0
237.0
422.0
2874.0
310.0
330.0
597.0
1158.0
681.0
491.0
208.0
216.0
1033.0
183.0
69.0
389.0
827.0
4551.0
1217.0
1489.0
6669.0
2853.0
1406.0
1239.0
3493.0
1090.0
2516.0
233.0
651.0
547.0
538.0
1688.0
132.0
1423.0
1931.0
1182.0
115.0
68.0
93.0
462.0
218.0
172.0
281.0
205.0
921.0
854.0
209.0
148.0
175.0
7083.0
272.0
411.0
170.0
553.0
333.0
1041.0
756.0
128.0
269.0
829.0
475.0
84.0
153.0
408.0
137.0
842.0
341.0
201.0
202.0
294.0
2246.0
525.0
112.0
1446.0
1256.0
152.0
918.0
233.0
349.0
43.0
128.0
681.0
5688.0
94.0
10768.0
508.0
521.0
219.0
1111.0
13612.0
1630.0
610.0
2193.0
568.0
283.0
1703.0
4226.0
567.0
408.0
412.0
435.0
3456.0
349.0
361.0
5011.0
105.0
501.0
1284.0
89.0
211.0
560.0
3040.0
129.0
220.0
518.0
962.0
1069.0
2512.0
429.0
2011.0
1224.0
446.0
656.0
1143.0
1826.0
3632.0
438.0
698.0
1036.0
711.0
1216.0
207.0
178.0
1911.0
2036.0
1380.0
6785.0
532.0
631.0
313.0
593.0
533.0
314.0
4116.0
979.0
1087.0
1727.0
7277.0
2354.0
2375.0
885.0
128.0
599.0
84.0
308.0
130.0
731.0
56.0
285.0
680.0
389.0
373.0
1097.0
407.0
294.0
573.0
3242.0
575.0
902.0
6110.0
1264.0
868.0
155.0
858.0
484.0
350.0
2580.0
690.0
2515.0
949.0
1709.0
3278.0
3233.0
1994.0
20279.0
2771.0
11855.0
13075.0
1577.0
1070.0
423.0
69.0
858.0
112.0
261.0
1781.0
949.0
347.0
778.0
3153.0
""
""
9457.0
2957.0
356.0
1583.0
7355.0
475.0
297.0
190.0
134.0
301.0
588.0
368.0
506.0
247.0
875.0
615.0
1422.0
9465.0
299.0
784.0
1217.0
425.0
394.0
419.0
529.0
1037.0
155.0
695.0
898.0
578.0
953.0
2391.0
1245.0
400.0
2105.0
1720.0
1143.0
834.0
2315.0
869.0
347.0
427.0
760.0
1259.0
557.0
501.0
1339.0
327.0
1914.0
1876.0
5433.0
512.0
18256.0
2107.0
313.0
366.0
6337.0
137.0
336.0
954.0
1194.0
573.0
121.0
245.0
178.0
131.0
182.0
457.0
314.0
333.0
74.0
644.0
822.0
94.0
559.0
190.0
294.0
458.0
128.0
1285.0
