jail_other_female_mean
0.00064309803
-0.0011642525
""
""
""
""
""
0.00026616626
""
""
""
""
""
""
""
-0.0029690892
0.0012126038
""
""
""
""
0.0033021399
-0.00038389841
-0.0057613165
-0.0053450116
-0.0010601798
0.0099953888
0.00015026548
""
""
""
""
""
""
0.0025361902
0.0018313525
0.00017487092
""
0.0032584262
-0.0043898579
0.0032971764
0.0053545758
""
""
0.00012064386
""
""
-0.0022464776
0.0004897723
""
0.00055489235
0.0011178902
""
""
""
""
0.0043340544
0.0042161755
0.00019057313
""
-0.00018635244
-0.001484102
6.9598827e-05
""
""
""
""
""
""
0.011054153
0.029776042
""
""
""
-0.00065043673
""
""
0.0087071974
0.0012427631
-0.0042239497
0.0092302719
""
""
0.0093305325
-0.0016474157
""
""
""
""
0.021451956
""
""
""
""
""
0.0062485426
-0.0072467118
0.0020944211
0.00045374781
-0.0013807364
""
""
""
0.00035743439
0.002053644
-0.0010811004
0.0014719228
0.01061512
""
-0.00057025743
-0.00040425113
""
""
-0.0069552045
-0.0012953678
""
""
""
""
""
""
""
""
""
""
""
-0.0020188517
-0.0024127781
-0.0036969581
""
""
""
""
-0.0029771128
""
""
0.010684248
""
""
""
""
""
""
""
""
-0.0047532972
""
""
""
""
""
""
""
-0.0034961416
""
""
0.020599905
0.00052201143
""
""
""
""
0.0041202847
""
""
""
""
""
0.0012502703
""
-5.878411e-05
""
""
6.4449945e-05
""
""
0.00070806826
""
""
""
0.059521455
""
0.0018844235
0.057460666
""
""
0.0016795604
""
0.013568042
0.0047105835
0.0053960951
""
0.00030313304
-0.0029591946
0.001093141
0.0022631683
0.0048558079
0.0015522139
0.00011544892
-0.0040141325
0.00016040848
0.006885455
0.00077122712
-0.0030783939
0.002517469
0.0051652831
0.00028157511
0.00079985592
-0.00023490035
0.0041309097
""
""
0.0071231485
0.0015170986
-3.7273472e-05
0.0030113878
0.0022651197
""
0.0052332408
0.0028882602
0.00052142557
0.004701857
0.00087413139
0.0040048668
0.00090422871
0.005779203
0.0016403951
0.0022053989
0.0030352306
0.0025647422
0.0048585963
""
-0.00013671958
0.00094014965
-1.869307e-05
0.0022062599
0.0084552029
0.02051832
""
0.00033166658
0.003623052
0.0051121847
0.00024320834
-0.0011339941
0.00056123332
""
0.0019229099
""
""
""
-0.00052747771
0.0014312345
""
""
""
""
""
""
""
""
0.0065413085
""
0.00058465754
""
""
0.0035845262
0.016480891
-0.00082317751
""
""
""
""
""
""
0.0028413134
""
""
""
0.0021669387
0.00016631094
""
""
""
0.0010356024
""
""
0.00023064519
0.004386113
""
""
""
""
""
""
""
0.0011953966
""
""
""
""
""
""
""
""
-0.0023678632
""
0.00098918576
""
-7.7469413e-05
-6.7315443e-05
0.00085749268
-0.00098684523
-0.00031359037
0.00049103698
-0.0016734984
0.0082699684
-0.00030066818
-0.00026848333
0.010540885
0.0044635204
-0.001256973
""
-0.00059368019
""
-0.00029198756
0.00097034202
""
-0.001183886
-0.00043079528
-3.7716873e-05
-0.0015379018
-0.004470136
""
""
0.00021560834
-0.0001535489
-0.0028122226
""
