kir_top20_pooled_female_p100
0.37844723
0.34704065
0.14229608
0.43121603
0.27891335
0.29100767
0.15271683
0.45071355
0.28827018
0.39057866
0.53642654
0.33115271
0.31949392
0.15214695
0.39152223
0.29184663
0.39026284
0.8991403
0.39315727
0.27391824
0.24906678
0.33326957
0.31339806
0.53572899
0.22238863
0.24672657
0.088822581
0.31393906
0.27243283
0.41018906
0.23638812
0.21041955
0.30341247
0.20221217
0.4524585
0.33305985
0.13066696
0.29973772
-0.15883182
0.27412888
0.48797974
0.30491364
0.23183104
0.2590971
0.43282437
0.099676855
0.16603802
0.31980538
0.19291374
0.30014518
0.38366523
0.19565696
0.40159869
0.23682357
0.52227366
0.22895883
0.12733422
0.040674936
0.47300979
0.21113077
0.26091039
0.094652496
0.216461
0.34377316
0.22530051
-0.51087701
0.84050679
0.59203112
0.32627222
0.46839511
0.616817
0.34275252
0.46211651
0.46835983
0.67646044
0.32268843
0.11223153
0.15715832
0.28103459
0.12942304
0.18022141
0.071624696
0.69304454
0.32741022
0.30426696
0.3867735
0.40598193
0.43019679
0.063152909
0.44662783
0.031391047
0.19610736
0.40353808
0.43275234
0.41437626
0.23400961
0.11043759
0.16610473
0.15894842
0.48551956
0.60969853
0.48274899
0.33867246
0.34570447
0.38332719
""
0.66063815
0.49985835
0.38670737
0.27388358
0.43665764
0.37320405
0.40996701
0.10933778
0.11356004
0.21610047
0.58772266
0.50200576
0.015493118
0.49011242
0.49839836
0.33859405
0.30273327
0.35404053
0.41483408
0.055980694
0.40956202
0.21279022
-0.090122744
0.35214207
0.0086479681
0.23223978
0.25929409
0.78412169
0.52295744
0.056604907
0.39751363
0.4710961
0.17136458
0.36644182
0.26165062
0.60355836
0.18177927
0.52702993
0.13847049
0.13434064
0.26090416
-0.083143584
0.076210089
0.11630917
0.58102214
0.12588724
0.70870751
0.30646202
1.2556595
0.18675739
0.60719478
0.26051313
0.43547049
0.30489555
0.14795579
0.48262104
0.1821565
0.20207152
0.22927743
0.2808038
0.23817167
0.51952142
0.14031313
0.51368904
0.16528587
0.30008763
0.28368065
0.14288001
0.5004214
-0.02371732
0.15098664
0.42430687
0.30042911
0.26319873
0.42860797
0.43928328
0.26561353
1.1578161
0.62099117
-0.15689005
0.017686296
