staytract_black_pooled_mean
0.32549658
0.36551991
0.31326774
0.41397652
0.33952713
0.40579867
0.39890289
0.27127725
0.37342179
0.35997847
0.36707923
0.39126185
0.39665517
0.4603889
0.22596252
0.24120362
0.30582905
0.3586674
0.32003793
0.3289097
0.38744241
0.32524025
0.26974145
0.25471264
0.24663299
0.3730278
0.34861702
0.31033015
0.33344194
0.31460428
0.36706412
0.30639532
0.4020108
0.31178749
0.27253166
0.36411318
0.24386893
0.29609686
0.25174239
0.34403273
0.29227036
0.34646758
0.35456052
0.30529797
0.2411014
0.32630008
0.10636522
0.3863816
0.24004097
0.30813619
0.23783474
0.30635449
0.36851007
0.42452025
0.34957752
0.4556191
0.32643747
0.45325574
0.22958216
0.33147433
0.35868394
0.37047085
0.2644842
0.34002596
0.3158232
0.38882264
""
""
""
0.18410896
""
""
""
""
0.15659784
""
""
0.17039986
""
""
0.08210744
""
""
0.11709714
""
""
""
""
""
""
""
""
""
""
""
""
""
0.15804385
0.13204744
""
0.19619198
""
""
0.16263522
0.11832394
0.20923555
0.16281456
0.24455185
""
0.12186966
0.091333881
0.34967265
0.27429676
""
0.13722043
""
0.25208789
0.24289919
""
0.25382674
0.31223327
""
""
0.2721304
0.33893225
0.2547076
0.19857284
0.19044688
0.26588532
0.30110696
0.38425833
0.26318541
0.29580757
0.2344474
""
""
0.24563578
0.23681197
0.04402424
0.33744887
0.32830539
0.32981461
0.28885657
""
0.30610305
0.21782586
0.20167208
0.41909909
""
0.23567824
0.25935903
0.31130466
0.13820322
0.35262904
""
""
0.23588569
0.30882889
0.25304452
""
0.41173109
""
0.27406818
0.38348237
0.20849186
0.33136675
0.36451647
""
0.26423082
0.24513569
0.24627613
""
0.28201783
0.25606969
""
""
0.21525532
0.42698774
0.27243322
""
0.30260003
""
0.23160355
0.3434802
0.31387347
0.36635903
0.20138581
""
""
0.16112807
""
""
0.21035358
""
0.14270951
0.18273699
""
0.27748224
0.20244147
""
0.19349603
0.19486874
0.11488809
0.24161424
0.2195016
0.17321534
0.19289245
""
0.22688462
0.17618322
""
""
0.18728389
0.18861674
0.17530996
0.18971346
0.19432974
""
0.17177404
0.16682418
0.19302011
0.1758707
0.17005882
0.26952857
0.15405619
0.17984852
0.22360386
0.19947395
0.19627671
0.21944378
0.15662213
""
0.14011289
0.19326921
0.21378472
0.13583703
0.17499644
0.075882725
""
0.15494102
0.23124582
0.18952185
0.16473711
0.19522008
0.16927753
""
0.15962031
""
""
""
0.12596896
0.14061177
""
""
""
""
""
""
""
""
0.19518137
""
0.11273607
""
0.18598725
0.16553001
0.062364589
0.098922841
""
""
""
""
""
""
0.11698669
""
""
""
""
0.11711917
""
""
""
0.18753386
""
""
""
""
""
""
""
""
""
""
""
0.12584998
""
""
""
""
""
""
""
""
""
""
0.047492035
""
0.26136646
0.24626133
0.20867673
0.23354903
0.24937838
0.23618938
0.17892942
0.16534838
0.24474265
0.24508503
0.28897372
0.25503182
0.24138172
0.33587658
0.23133378
0.4785043
0.24191666
0.25978732
0.35414052
0.20633785
0.27724501
0.20849167
0.17974415
0.27509785
0.32271716
0.38801602
0.22600269
0.23574628
0.19529
0.24587691
0.36603537
0.18147618
0.23241827
0.25483769
0.26452997
0.26680461
0.28653267
0.20306225
0.27183083
0.21908821
0.41169408
0.35125849
0.38636521
0.30069491
0.37452421
0.29451835
0.23303343
0.22366257
0.34704494
0.39633217
0.34147775
0.2586872
0.26555452
0.242569
0.26277289
0.25849697
0.27578089
0.22229719
0.27764365
0.24585214
0.25803885
0.25090694
0.21880423
0.24361108
0.2576791
0.25793636
0.28836811
0.24956708
0.23214766
0.26714647
0.25398308
0.30730844
0.2835497
0.33079788
0.24825993
0.25345016
0.33767405
0.35698891
0.37664655
0.34431669
0.1531662
0.48081192
0.23565182
0.31306523
0.36980906
0.30242452
0.32436734
0.32961884
0.26598099
0.22104611
0.35096085
0.52908826
0.31259587
0.24635741
0.293275
0.33931032
0.41409644
0.32164165
0.23591888
0.42087415
0.3196556
0.22609593
0.38854074
0.24361974
0.19814689
0.44621077
0.19196209
0.27348399
0.46143615
0.20307064
0.37466887
0.1780158
0.29169452
0.32715103
0.21237953
0.31830603
0.33778435
0.35625833
0.3199887
0.31064442
""
0.30940521
0.22421733
0.30555552
0.42999434
0.23984523
0.20115507
0.33576295
""
0.31436446
0.36792129
0.37158892
0.29011878
""
0.23369014
0.2570608
0.1054974
0.41417092
0.21801008
""
0.42411703
0.2913495
0.26124591
0.34245294
0.38758811
0.17734569
0.37299943
0.26619837
0.36934975
0.34247497
0.3424474
0.46507728
0.34458041
0.23916744
0.24764615
0.45915788
0.31306246
0.47674152
0.36714414
0.40265942
0.42462811
0.43858102
0.31840235
0.43626079
0.34935361
0.31975973
0.22217229
0.21187039
0.36314502
0.27664164
0.25311086
0.40059051
0.39106321
0.3959358
0.3304655
0.28235501
0.49060386
0.37623197
0.30746073
0.32424265
0.41312191
0.3602249
0.40868223
0.47005129
0.22377974
0.26000112
0.2642388
0.30408552
0.2379133
0.31576622
0.22620212
0.27825263
0.28088173
0.31809747
0.38495782
0.49298695
0.39068985
""
0.40452647
0.23689458
0.24706566
0.26116461
0.33383748
0.363565
0.33596712
0.3297444
0.39454323
0.3208102
0.34337816
0.43098608
0.30743143
0.40361556
0.35456744
0.34116471
0.2960642
0.36721164
0.30842367
""
0.52665877
0.35762626
0.45230725
0.31836364
""
0.38784108
0.30942935
0.4276098
0.28946328
0.42810482
0.42548135
0.32604796
0.23247221
0.31219232
0.3530961
0.31441426
0.39215773
0.34224477
0.42487463
0.30302685
0.096850283
0.12844639
0.019187396
0.16111489
0.14445245
""
0.19595642
""
""
""
""
""
""
0.14657564
""
""
""
0.059775747
""
""
""
""
""
0.076773919
""
""
""
""
""
""
""
0.10158721
0.10914104
""
""
""
""
""
""
""
""
""
""
""
""
0.14967084
""
""
0.23506449
0.2431452
0.3069855
0.074829884
""
0.11996755
""
0.083310045
""
0.24878614
""
""
""
0.16520572
0.23053725
0.22282253
""
""
0.23141922
""
""
0.144676
""
""
""
""
""
""
""
""
""
0.15688458
""
""
""
""
0.28662506
""
0.23925439
""
