kir_24_natam_male_n
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
""
""
""
""
23.0
37.0
""
""
74.0
""
""
""
""
89.0
""
""
""
92.0
""
22.0
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
486.0
171.0
""
""
32.0
156.0
""
""
84.0
67.0
29.0
34.0
103.0
""
56.0
92.0
65.0
84.0
""
37.0
37.0
""
""
""
""
""
72.0
553.0
26.0
656.0
127.0
99.0
""
44.0
1404.0
83.0
673.0
491.0
180.0
""
46.0
51.0
""
""
""
107.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
78.0
""
""
""
""
""
68.0
""
""
""
130.0
""
""
76.0
""
""
99.0
45.0
38.0
149.0
""
107.0
29.0
38.0
145.0
34.0
""
""
520.0
32.0
""
""
66.0
38.0
""
""
41.0
""
""
181.0
59.0
""
246.0
228.0
""
249.0
309.0
36.0
94.0
37.0
36.0
52.0
129.0
32.0
88.0
""
29.0
65.0
83.0
80.0
28.0
29.0
""
90.0
""
89.0
34.0
29.0
88.0
""
82.0
""
""
""
25.0
""
""
""
""
""
""
""
""
""
127.0
""
""
""
""
110.0
""
""
""
""
""
""
""
""
97.0
""
""
""
31.0
39.0
""
""
""
30.0
""
""
58.0
""
""
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
35.0
""
""
34.0
""
""
46.0
62.0
""
""
""
21.0
""
26.0
20.0
""
26.0
""
54.0
90.0
""
""
""
24.0
""
""
""
""
69.0
71.0
""
""
""
""
""
""
""
""
""
""
""
68.0
""
""
""
""
""
23.0
41.0
""
""
""
""
""
""
""
57.0
""
""
35.0
""
83.0
""
47.0
31.0
67.0
40.0
""
""
""
25.0
21.0
36.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
27.0
""
""
""
""
""
""
36.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
51.0
""
61.0
""
""
48.0
""
""
""
20.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
""
""
""
""
""
""
30.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
178.0
""
""
""
""
""
29.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
35.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
26.0
""
""
""
""
26.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
38.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
""
61.0
""
""
""
""
""
""
""
""
28.0
""
""
""
25.0
""
""
""
""
""
""
29.0
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
59.0
""
""
""
21.0
""
""
""
""
""
""
""
""
""
""
""
""
41.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
140.0
""
50.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
33.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
23.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
78.0
""
""
78.0
""
""
""
""
""
""
""
""
""
""
29.0
""
""
27.0
""
""
""
""
""
""
""
24.0
25.0
""
""
159.0
""
""
21.0
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
29.0
""
""
""
""
""
""
""
55.0
67.0
""
""
""
""
36.0
""
""
""
""
""
""
50.0
69.0
""
""
""
""
""
""
""
64.0
31.0
""
25.0
""
21.0
""
""
""
35.0
""
""
26.0
32.0
34.0
""
""
""
""
""
""
35.0
""
""
""
""
""
""
""
""
24.0
171.0
""
""
""
23.0
""
""
38.0
63.0
""
""
""
""
""
""
""
46.0
""
""
""
45.0
""
26.0
""
66.0
""
""
""
""
""
""
""
44.0
64.0
""
32.0
""
""
""
""
""
""
""
""
36.0
""
92.0
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
31.0
174.0
""
""
74.0
52.0
127.0
""
""
""
""
50.0
""
58.0
""
""
""
""
""
""
""
60.0
""
""
""
""
""
""
""
336.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
36.0
""
""
""
44.0
""
""
""
""
""
""
""
""
""
23.0
""
""
""
125.0
""
""
""
""
""
""
121.0
35.0
""
""
""
""
""
""
""
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
""
112.0
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
""
37.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
45.0
""
""
""
""
""
""
""
""
88.0
40.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
""
52.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
106.0
46.0
""
""
""
93.0
""
""
""
""
""
""
""
24.0
24.0
""
107.0
""
""
69.0
""
""
132.0
36.0
""
""
""
""
""
""
72.0
""
""
""
""
""
""
""
""
""
""
70.0
42.0
""
""
""
""
""
""
""
""
""
""
""
155.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
76.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
63.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
36.0
""
""
""
""
""
""
33.0
227.0
""
58.0
""
""
""
""
""
21.0
""
""
""
""
139.0
""
39.0
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
""
""
""
""
""
""
""
24.0
""
""
""
""
""
""
""
20.0
""
557.0
""
""
156.0
""
""
""
28.0
""
""
""
""
""
""
""
""
""
550.0
""
65.0
""
80.0
""
252.0
1415.0
""
49.0
""
34.0
""
""
""
43.0
""
""
77.0
""
60.0
""
""
""
""
""
""
""
""
""
111.0
""
36.0
""
""
""
""
""
""
76.0
""
""
""
44.0
""
26.0
44.0
45.0
""
73.0
""
26.0
""
""
""
""
90.0
""
""
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
37.0
""
130.0
""
""
""
""
""
23.0
""
20.0
""
""
""
""
""
""
49.0
32.0
27.0
""
""
""
85.0
""
""
59.0
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
21.0
809.0
""
""
""
21.0
80.0
""
""
""
39.0
""
""
""
""
57.0
21.0
""
""
""
""
""
""
""
""
""
69.0
""
""
""
""
88.0
48.0
""
""
""
""
""
""
""
""
59.0
""
""
""
""
""
""
""
""
25.0
""
""
21.0
""
""
""
""
""
31.0
""
""
""
158.0
""
""
28.0
""
""
""
""
""
""
""
41.0
""
25.0
""
""
""
""
""
""
""
""
21.0
""
""
""
""
""
""
""
""
56.0
""
""
""
""
""
""
66.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
34.0
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
24.0
""
""
""
""
""
""
""
""
""
""
""
196.0
""
38.0
""
""
28.0
100.0
147.0
181.0
108.0
326.0
66.0
""
328.0
22.0
154.0
""
81.0
199.0
51.0
189.0
""
""
48.0
48.0
64.0
""
""
""
""
39.0
65.0
""
""
31.0
128.0
""
""
59.0
157.0
47.0
38.0
""
61.0
103.0
97.0
""
27.0
185.0
34.0
282.0
25.0
43.0
63.0
758.0
162.0
198.0
171.0
63.0
89.0
143.0
166.0
273.0
35.0
""
315.0
126.0
168.0
64.0
""
""
1138.0
220.0
137.0
""
""
20.0
""
26.0
83.0
""
24.0
37.0
""
""
44.0
45.0
""
""
""
""
61.0
45.0
27.0
48.0
""
84.0
38.0
37.0
""
100.0
""
150.0
45.0
""
""
56.0
""
""
20.0
85.0
""
36.0
""
37.0
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
70.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
22.0
""
""
""
42.0
29.0
""
""
""
""
""
""
""
23.0
""
25.0
""
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
24.0
""
""
""
""
""
23.0
""
""
39.0
""
""
""
""
26.0
""
""
""
""
""
36.0
""
""
""
""
""
52.0
""
""
""
""
43.0
""
""
26.0
27.0
""
24.0
""
""
40.0
""
""
""
""
""
""
""
""
""
""
""
55.0
""
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
101.0
36.0
103.0
261.0
""
""
57.0
""
""
""
""
75.0
""
""
""
32.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
44.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
20.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
54.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
39.0
128.0
""
""
""
""
31.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
82.0
""
""
""
""
""
""
""
""
""
""
""
""
""
274.0
""
""
""
94.0
""
""
""
""
""
""
""
""
20.0
70.0
""
""
""
""
""
""
""
31.0
""
""
""
""
35.0
""
""
""
""
""
""
49.0
""
""
""
""
""
""
""
""
""
254.0
""
""
""
""
""
""
22.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
23.0
""
""
25.0
""
""
""
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
""
""
""
""
""
""
""
""
30.0
""
""
