staycz_pooled_female_mean_se
0.0030299895
0.0047085118
0.010086945
0.0026133559
0.0034921821
0.008722051
0.0023164016
0.0086010899
0.010615764
0.0037626305
0.0035680917
0.0018623238
0.010725548
0.0063605392
0.0038549802
0.012445302
0.013139357
0.0040070997
0.011173304
0.0085203759
0.002999245
0.0028346779
0.004028793
0.0050703227
0.0020351957
0.0097677121
0.0050767525
0.0032013559
0.001994492
0.0072411033
0.0064222896
0.0050388249
0.0021314754
0.002938017
0.0066443491
0.0031093124
0.0066600526
0.0055776481
0.011777584
0.010785881
0.0027920858
0.0069726724
0.010211566
0.015758656
0.0084673157
0.0074237981
0.0018370308
0.0039327601
0.0022027092
0.0049139331
0.0035947065
0.0026842279
0.004274183
0.016020022
0.013815037
0.0028679154
0.0085379547
0.015412577
0.015188512
0.005598858
0.0076575028
0.002659851
0.01165611
0.0077551883
0.0061788964
0.0070916424
0.012781202
0.00918293
0.0084538283
0.0068426291
0.0076610208
0.006436198
0.0057827015
0.0050426745
0.0073392368
0.010507645
0.0051357718
0.0064990344
0.0096895518
0.0018429477
0.006072328
0.0054414426
0.0075808461
0.0053331708
0.0018455597
0.0061897198
0.006043619
0.0044860579
0.0030283697
0.004172592
0.004889769
0.0077531599
0.0075328173
0.0031019254
0.0078008906
0.012759771
0.0051058801
0.0034282506
0.0014797568
0.0029271692
0.0028418705
0.0011727019
0.0019508281
0.0029478655
0.0029548835
0.0016771196
0.0031090034
0.0018743313
0.006272336
0.0039199023
0.0044849953
0.0046892115
0.0025864081
0.0090627037
0.0027351463
0.0023184808
0.0029499799
0.01208222
0.013180394
0.01146444
0.0046941834
0.0067541874
0.0075404667
0.0062585701
0.0075908997
0.0034527504
0.0034624913
0.0073887971
0.0084589068
0.0084510921
0.0011564943
0.005989634
0.0053452901
0.0079162437
0.0043767085
0.0059570293
0.0031684767
0.0038644944
0.0098222978
0.0064746118
0.0037032003
0.0051045511
0.012366049
0.0091457469
0.0051710093
0.010368212
0.0046608653
0.0055706156
0.0073543149
0.0075345277
0.0063863313
0.0020540031
0.0044346941
0.0094909454
0.00273272
0.0027440558
0.0088949716
0.0034298627
0.0083917361
0.0060667763
0.01597625
0.0096645318
0.0043038353
0.0013860407
0.011996227
0.001091091
0.0067505254
0.0067135827
0.010488519
0.0040418012
0.00097831886
0.0034165445
0.0063109999
0.0030620089
0.0064965836
0.0095149903
0.0032387269
0.0018890675
0.0059310882
0.0080363993
0.0076970127
0.0069861473
0.0020050739
0.0064547639
0.0068726442
0.0014678972
0.010254961
0.0058484785
0.0030812449
0.011730024
0.00783474
0.0048287385
0.0018739965
0.010255925
0.0082054855
0.0051579261
0.004417385
0.0042809346
0.0024191248
0.0069388193
0.0027601805
0.0035944083
0.0062240502
0.0051125507
0.003618574
0.0028574569
0.0016901663
0.005551416
0.0045626969
0.0040734783
0.0046284399
0.0035012946
0.0099892011
0.0098967729
0.0026095605
0.0027006033
0.0033571071
0.001405041
0.0051899622
0.0050943759
0.0068310145
0.0054792133
0.0045948913
0.0065085287
0.0016753448
0.0039198375
0.0047041108
0.0038057799
0.0014520792
0.0026267963
0.0029261799
0.0037331232
0.011333982
0.004881307
0.012258732
0.0065755588
0.011145315
0.00417472
0.015998736
0.0063600149
0.0040256842
0.0060028648
0.005600167
0.003488515
0.0063059786
0.0067770537
0.0047488543
0.0022837664
0.0062203044
0.0044799699
0.0015004316
0.0040720091
0.0053684236
0.011693983
0.0047397455
0.0061513158
0.0073088743
0.0023848775
0.0056328755
0.0027001814
0.0050094714
0.0029686284
0.0021824713
0.0022273446
0.0026765708
0.00071240176
0.0022933497
0.0010330692
0.00092889834
0.0029236437
0.003380985
0.0061428719
0.013949941
0.0046329573
0.014359906
0.0095122755
0.002880485
0.0044427407
0.008181545
0.0049721333
0.0019006359
0.029295824
0.033029031
0.0011085309
0.0021430249
0.0072274199
0.0030020275
0.0013204421
0.0061661652
0.010359614
0.011613181
0.013367279
