kir_stycz_other_female_mean_se
0.049660709
0.033856206
""
""
""
""
""
0.023077121
""
""
""
""
""
""
""
0.051436909
0.044616275
""
""
""
""
0.048542809
0.02849599
""
0.034023494
0.050171465
""
0.042504754
""
""
""
""
""
""
0.023790462
0.036264248
0.016125731
""
0.028088873
0.030258156
0.051988047
0.063312106
""
""
0.019642606
""
""
0.049908694
0.018080203
""
0.027818557
0.04821505
""
""
""
""
0.03533696
""
0.049519558
""
0.047206376
""
0.035669204
""
""
""
""
""
""
0.010007356
""
""
""
""
0.020554993
""
""
0.029621635
0.033074599
0.040313747
""
""
""
0.028862067
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021633098
0.030110972
""
""
""
""
0.0055323825
0.023808621
0.039261278
0.01026668
0.024276553
""
0.030389966
0.032376789
""
""
""
0.022438286
""
""
""
""
""
""
""
""
""
""
""
0.037835423
0.027362358
""
""
""
""
""
0.029484384
""
""
0.034328431
""
""
""
""
""
""
""
""
0.043610223
""
""
""
""
""
""
""
0.035538487
""
""
0.035976451
0.031947203
""
""
""
""
""
""
""
""
""
""
""
""
0.01635853
""
""
0.04329744
""
""
0.019887682
""
""
""
""
""
0.019351354
0.036995709
""
""
0.0057230722
""
0.050313011
0.016264608
0.059033684
""
0.0072266809
0.047334641
0.022512082
0.010113368
""
0.020455603
0.044158544
""
0.011758234
0.022471203
0.029603953
""
0.0030743578
0.027934287
0.018646315
""
0.026471233
0.017699566
""
""
0.013075302
0.028401999
0.029105293
0.0055477903
0.016678767
""
0.0064978916
0.0054214406
0.053006537
0.0063479105
0.0046011782
0.0084486464
0.0091907401
0.019185007
0.0073915999
0.017574353
0.0066316044
0.019124938
0.017067239
""
0.029597593
0.0087604886
0.012545236
0.011017921
0.023552623
0.033381034
""
0.019435005
0.035818432
0.010541487
0.019174227
0.019050956
0.012501024
""
0.010003728
""
""
""
0.022744011
0.035814971
""
""
""
""
""
""
""
""
0.011887735
""
0.022935206
""
""
0.0084238667
0.055741202
0.037864357
""
""
""
""
""
""
0.013154626
""
""
""
""
0.022307891
""
""
""
0.032911543
""
""
""
""
""
""
""
""
""
""
""
0.031014608
""
""
""
""
""
""
""
""
""
""
0.022586703
""
0.013905056
0.012071228
0.038222585
0.030332502
0.012281296
0.013745407
0.035689835
0.032221168
0.022186289
0.014670404
0.021418873
0.016365765
0.025921157
""
0.018818248
""
0.013707661
0.0078631546
""
0.020979347
0.035309732
0.022863239
0.029630648
0.05855801
""
""
0.0097771548
0.013741722
0.03960152
""
""
""
""
""
""
""
""
0.033408754
0.043394815
0.010684859
""
0.040482238
""
""
""
0.02039258
0.018750034
0.024557404
""
""
""
0.023533888
0.024164213
0.041153803
0.0088667152
0.035573531
0.048117213
0.013983527
""
0.0088590877
0.016934058
0.010787838
0.017994443
0.011425876
0.016608948
""
0.043687116
0.026527449
0.01964868
0.023273015
0.016112195
""
""
""
""
0.016642693
0.050682195
0.048023686
""
""
""
""
""
""
""
0.046904605
0.042870931
""
""
0.030828217
""
""
""
""
""
""
""
""
0.03562225
""
0.034239188
0.062378243
""
0.024134248
0.038102556
""
0.024283988
0.033200003
""
0.015899427
""
0.015346112
""
""
0.029774165
""
0.038888555
""
""
""
""
""
0.010893362
""
""
0.02818731
0.035983659
""
""
""
""
""
""
""
0.035994075
0.044680644
0.048126336
""
0.013906028
""
""
0.038691625
""
""
""
0.013634305
""
0.036131542
""
""
""
""
""
0.030789243
0.025324291
""
""
""
""
""
""
""
""
""
""
""
""
0.022679452
""
""
0.033476867
""
""
""
""
""
""
""
""
""
""
""
""
""
0.021596994
0.043344703
""
""
0.037337232
""
""
""
""
0.060419977
""
""
""
""
""
0.016755924
0.049984325
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
0.048484929
""
""
""
""
0.053555727
""
""
""
""
""
""
""
""
0.046962317
""
""
""
""
0.0071995258
0.0028728957
0.012543374
0.0071768002
0.017490217
""
0.036355078
""
""
0.060634557
""
""
""
0.042641684
""
""
""
