staycz_hisp_male_p50
0.63863456
0.68271768
0.35877326
0.67028403
0.6518904
0.51628721
0.70610642
0.54661554
0.41217166
0.69359607
0.66128159
0.70067149
0.34586403
0.48967117
0.65360701
0.53456116
0.32890925
0.65293682
0.52701855
0.57640868
0.56172186
0.49482891
0.6299088
0.62609154
0.69182849
0.61178058
0.59039479
0.49443394
0.57384622
0.45074055
0.54523093
0.59038526
0.65267402
0.57129019
0.51888359
0.57091069
0.62380213
0.53582078
0.41052642
""
0.6357094
0.54924184
0.50277615
""
0.28293607
0.38332474
0.68012118
0.6133917
0.6805293
0.63191724
0.57405782
0.68869865
0.62340087
0.41043684
0.28546363
0.63033134
0.57412046
0.57773942
0.5547837
0.48502874
0.60117292
0.67755258
0.54135072
0.60589665
0.74090719
0.44327438
""
""
0.67687005
0.52647167
0.27322447
0.30250573
0.44591928
0.58202708
0.51582181
0.58877552
0.62616378
0.66659933
0.52649772
0.67505163
0.46765301
0.62145948
0.57227808
0.70820326
0.68807214
0.69112277
0.48977011
0.48773581
0.68944192
0.62801212
0.61702311
0.58705556
0.63348526
0.65632498
0.70873487
0.70977396
0.65807033
0.74339062
0.75249547
0.65839237
0.6835748
0.76082015
0.68932915
0.70692647
0.60859871
0.70647842
0.60197675
0.68155491
0.44470373
0.58786255
0.56638741
0.52570987
0.59430307
0.58045721
0.62034237
0.70191991
0.57569706
0.47466716
0.49799123
0.64588124
0.61363178
0.61056137
0.56316632
0.41483817
0.54269266
0.57964182
0.57610714
0.68202144
0.38792899
0.5393973
0.7274791
0.48366529
0.60115027
0.51987028
0.75564367
0.41390994
0.63726211
0.50798321
0.58021283
0.54338366
0.53649074
0.54248023
0.6363185
0.51004988
0.67643625
""
0.4684324
0.51735324
0.40928569
0.60051626
0.60036165
0.71349823
0.61182171
0.4792816
0.55285257
0.59662741
0.37486097
0.52275854
0.31349838
0.54832923
""
""
0.53376311
0.67274153
0.610017
0.77915794
0.61198974
0.53860062
0.5361262
0.61022532
0.76280451
0.71630275
0.54832119
0.67225623
0.53818864
0.55087268
0.64326292
0.75404489
0.62577027
0.53748262
0.58590776
0.31992891
0.61510658
0.40698868
0.68880379
0.71551758
0.68627876
0.64541119
0.71111661
""
0.50224257
0.43988323
0.73035949
0.51024818
0.52128679
0.66361254
0.65239489
0.56687337
0.74727213
0.62860394
0.68437606
0.72240245
0.61082202
