wgflx_rk_pooled_pooled_mean
0.44102627
0.4055168
0.41327256
0.45783097
0.46559513
0.43875858
0.46105161
0.39867565
0.42542061
0.44288555
0.44602796
0.48398978
0.41252178
0.41931993
0.44564024
0.42308822
0.38869858
0.46198913
0.4141888
0.39887625
0.43668792
0.4361462
0.463727
0.43530396
0.50674427
0.43789619
0.42793906
0.44752246
0.48240557
0.43921492
0.45489356
0.49462849
0.52641183
0.49851453
0.42091298
0.44398764
0.40948546
0.4305512
0.41667351
0.38679314
0.44526401
0.41808027
0.46631441
0.46420205
0.40830192
0.41751456
0.49704552
0.50309545
0.51931566
0.44803324
0.47070399
0.48860118
0.43208125
0.39030081
0.46693078
0.4441765
0.458691
0.47519714
0.47276056
0.46147853
0.42096779
0.46026781
0.42004073
0.43786126
0.416805
0.42745799
0.42041743
0.44899136
0.40157133
0.40206295
0.40444916
0.43338516
0.39741546
0.43368423
0.4145664
0.41107351
0.41309211
0.4185634
0.42084074
0.45088124
0.40697536
0.44052181
0.41128188
0.42117465
0.46833289
0.43241143
0.43700475
0.43206882
0.47496659
0.44171697
0.46611324
0.41137117
0.41618371
0.44997171
0.42252114
0.37656853
0.43200523
0.4489561
0.481659
0.45222875
0.47693947
0.5038529
0.49886763
0.48947525
0.4847407
0.48440215
0.46829143
0.4762612
0.42845532
0.46038643
0.48397031
0.43705642
0.46151897
0.44866329
0.46884876
0.46355283
0.47013494
0.36520937
0.44083914
0.40853071
0.41931236
0.44285589
0.4518607
0.43863231
0.38716578
0.45965478
0.4585599
0.43526015
0.42269287
0.37920389
0.51458776
0.44414985
0.47265902
0.41763413
0.44675851
0.44403818
0.45037803
0.43114838
0.39425597
0.44559947
0.46455419
0.44561395
0.42729765
0.44749352
0.41371828
0.42267418
0.44003388
0.40524903
0.44865808
0.42262763
0.44349042
0.4756279
0.45243257
0.42834643
0.46353695
0.45455813
0.44324502
0.45683157
0.42100549
0.47899467
0.50026351
0.43420935
0.5488615
0.57066631
0.44770941
0.60858899
0.49410114
0.47945058
0.42780277
0.47233194
0.51003128
0.50621015
0.43389058
0.47526732
0.41228727
0.44020969
0.45724046
0.4739387
0.45870504
0.43886602
0.43907332
0.43105549
0.47559321
0.41982195
0.41752681
0.51235974
