wgflx_rk_white_female_n
1108.0
463.0
106.0
1306.0
797.0
148.0
1530.0
137.0
127.0
617.0
707.0
2211.0
129.0
274.0
705.0
69.0
56.0
640.0
92.0
97.0
804.0
738.0
559.0
279.0
2023.0
69.0
280.0
784.0
1866.0
144.0
193.0
454.0
1661.0
983.0
150.0
674.0
127.0
216.0
39.0
40.0
625.0
114.0
52.0
32.0
81.0
85.0
1860.0
460.0
1031.0
279.0
587.0
862.0
337.0
24.0
47.0
729.0
113.0
50.0
37.0
222.0
141.0
1124.0
89.0
195.0
225.0
230.0
88.0
141.0
191.0
233.0
77.0
123.0
116.0
349.0
172.0
99.0
334.0
243.0
116.0
1466.0
187.0
362.0
226.0
361.0
2301.0
287.0
302.0
421.0
868.0
610.0
437.0
197.0
208.0
843.0
178.0
62.0
362.0
700.0
3363.0
887.0
1249.0
2468.0
1902.0
1095.0
995.0
2288.0
866.0
1859.0
179.0
543.0
418.0
299.0
1022.0
67.0
933.0
1520.0
717.0
68.0
40.0
64.0
306.0
153.0
104.0
151.0
124.0
576.0
571.0
156.0
84.0
106.0
4459.0
192.0
304.0
133.0
458.0
229.0
792.0
379.0
77.0
151.0
538.0
377.0
60.0
114.0
228.0
65.0
612.0
195.0
111.0
123.0
275.0
1548.0
313.0
39.0
1122.0
824.0
105.0
556.0
177.0
322.0
36.0
126.0
538.0
3992.0
73.0
6316.0
481.0
507.0
168.0
1023.0
10594.0
1397.0
567.0
1930.0
537.0
270.0
1487.0
3718.0
539.0
382.0
404.0
417.0
3006.0
329.0
339.0
4394.0
98.0
486.0
1107.0
84.0
204.0
459.0
2599.0
122.0
210.0
490.0
900.0
1001.0
2140.0
389.0
1693.0
1121.0
412.0
610.0
1055.0
1616.0
3004.0
417.0
660.0
962.0
682.0
1135.0
202.0
174.0
1380.0
1891.0
1187.0
5504.0
511.0
605.0
288.0
574.0
505.0
301.0
3480.0
920.0
1050.0
1675.0
6625.0
2118.0
2252.0
788.0
124.0
573.0
82.0
272.0
128.0
655.0
56.0
278.0
645.0
360.0
338.0
1019.0
384.0
266.0
458.0
2937.0
558.0
831.0
5285.0
1188.0
822.0
153.0
796.0
463.0
323.0
2347.0
668.0
2353.0
913.0
1479.0
2901.0
2935.0
1628.0
9393.0
2292.0
7479.0
9939.0
1190.0
810.0
346.0
44.0
823.0
105.0
247.0
1695.0
908.0
332.0
740.0
2740.0
""
""
7758.0
2774.0
342.0
1327.0
5846.0
448.0
272.0
177.0
126.0
286.0
555.0
350.0
486.0
243.0
840.0
586.0
1368.0
8338.0
283.0
732.0
1159.0
401.0
368.0
404.0
504.0
975.0
151.0
631.0
852.0
563.0
901.0
2264.0
1159.0
368.0
2033.0
1671.0
1096.0
812.0
2143.0
850.0
322.0
417.0
686.0
1121.0
528.0
461.0
1162.0
314.0
1742.0
1668.0
4389.0
436.0
11652.0
1847.0
265.0
355.0
5121.0
129.0
320.0
