wgflx_rk_hisp_female_n
""
""
""
26.0
35.0
""
64.0
""
""
""
""
100.0
""
""
24.0
""
""
29.0
""
""
""
88.0
""
""
95.0
""
""
39.0
102.0
""
""
""
55.0
45.0
""
33.0
""
""
""
""
""
""
""
""
""
""
147.0
""
31.0
""
28.0
""
""
""
""
27.0
""
""
""
""
""
27.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
47.0
""
""
""
""
52.0
""
""
30.0
32.0
""
""
""
""
""
""
""
""
59.0
496.0
130.0
105.0
2443.0
392.0
179.0
98.0
567.0
92.0
117.0
""
40.0
32.0
""
46.0
""
41.0
34.0
28.0
""
""
""
""
""
""
""
""
21.0
24.0
""
""
""
301.0
""
""
""
39.0
""
29.0
36.0
""
""
33.0
""
""
""
""
""
""
""
""
""
""
31.0
""
""
52.0
20.0
""
""
""
""
""
""
32.0
144.0
""
860.0
""
""
""
41.0
392.0
76.0
""
98.0
""
""
53.0
204.0
""
""
""
""
51.0
""
""
69.0
""
""
25.0
""
""
""
51.0
""
""
""
39.0
26.0
114.0
29.0
70.0
42.0
""
""
""
60.0
69.0
""
""
27.0
""
""
""
""
208.0
""
77.0
171.0
""
""
""
""
""
""
69.0
""
""
""
80.0
45.0
46.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
72.0
""
""
195.0
""
""
""
25.0
""
""
68.0
""
65.0
""
140.0
185.0
85.0
162.0
4273.0
163.0
1704.0
635.0
71.0
33.0
""
""
""
""
""
""
""
""
""
165.0
""
""
576.0
76.0
""
119.0
578.0
""
""
""
""
""
""
""
""
""
""
""
""
226.0
""
""
""
""
""
""
""
""
""
38.0
21.0
""
""
41.0
23.0
""
26.0
""
""
""
46.0
""
""
""
21.0
""
""
""
83.0
""
63.0
78.0
276.0
25.0
2574.0
118.0
""
""
112.0
""
""
24.0
25.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
49.0
""
""
""
20.0
""
""
""
""
20.0
29.0
""
""
""
""
""
""
25.0
41.0
""
35.0
""
""
117.0
""
""
""
""
""
""
197.0
""
""
188.0
20.0
""
""
""
""
""
""
""
""
""
28.0
""
""
""
""
175.0
841.0
""
""
21.0
""
26.0
""
""
""
""
""
""
""
""
""
""
57.0
120.0
""
""
""
22.0
""
""
239.0
""
""
""
""
""
""
24.0
""
26.0
""
""
38.0
""
62.0
""
148.0
""
""
""
1341.0
40.0
""
80.0
""
114.0
""
95.0
209.0
66.0
38.0
163.0
25.0
""
""
""
89.0
38.0
""
""
21.0
""
""
27.0
136.0
""
""
600.0
20.0
1853.0
37.0
32.0
""
239.0
60.0
26.0
32.0
42.0
31.0
448.0
1497.0
609.0
81.0
187.0
2103.0
75.0
34.0
""
90.0
""
""
48.0
90.0
96.0
46.0
""
25.0
108.0
""
""
55.0
""
""
""
""
23.0
123.0
23.0
141.0
639.0
1387.0
25.0
95.0
44.0
26.0
48.0
28.0
""
22.0
""
""
223.0
""
34.0
""
""
""
43.0
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
""
222.0
""
29.0
59.0
234.0
""
""
41.0
606.0
""
1391.0
20.0
704.0
54.0
""
76.0
61.0
""
44.0
31.0
39.0
30.0
87.0
34.0
""
""
""
""
""
""
58.0
264.0
24.0
50.0
""
""
""
""
""
""
23.0
""
""
47.0
21.0
47.0
""
21.0
545.0
496.0
1266.0
159.0
1005.0
1346.0
26.0
""
""
147.0
175.0
1492.0
612.0
""
""
1496.0
418.0
305.0
12135.0
""
""
47.0
33.0
66.0
""
""
223.0
""
175.0
""
168.0
131.0
""
""
""
""
""
""
""
""
449.0
