marr_32_pooled_male_mean_se
0.03310525
0.031897131
0.027622335
0.02451578
0.022224158
0.026948918
0.028814794
0.036650136
0.019714957
0.027652966
0.035157744
0.030942453
0.039607804
0.043061234
0.025050486
0.029986765
0.0296818
0.029592808
0.023633923
0.023889912
0.021934504
0.022033
0.025079196
0.036519736
0.027153533
0.030419806
0.038021009
0.033197079
0.02679329
0.039057367
0.025793798
0.024708616
0.034745049
0.024446497
0.029977378
0.033826601
0.045613788
0.031817298
0.082515128
0.028506028
0.022203013
0.028849496
0.033918656
0.030832125
0.035662014
0.044871382
0.045517419
0.03432643
0.034070216
0.039413091
0.035751931
0.027590239
0.051215801
0.031331845
0.030903041
0.029088214
0.028179895
0.026291121
0.038110793
0.031562004
0.033175748
0.028566519
0.034389261
0.025369411
0.024483092
0.024540119
0.024288049
0.0438536
0.031605113
0.041988913
0.031614978
0.041193105
0.024318876
0.026939766
0.044880673
0.034552827
0.058707234
0.026376
0.01877461
0.023918459
0.020692427
0.029119831
0.021560326
0.039589234
0.035295591
0.025142029
0.021932889
0.027332364
0.029751563
0.03757989
0.029009325
0.025706897
0.027275791
0.019682625
0.021293797
0.026794832
0.054574657
0.036636364
0.027685704
0.031586144
0.031490665
0.030184785
0.023090763
0.028799631
0.029661879
""
0.028464926
0.025335977
0.019170867
0.031415705
0.024807215
0.03157685
0.024118274
0.031886954
0.02621926
0.041866496
0.043163143
0.031291991
0.033508867
0.040355317
0.034213129
0.0270801
0.02836938
0.041460987
0.037302811
0.032064598
0.02641217
0.044598293
0.039781082
0.031058341
0.032060616
0.030513322
0.036693245
0.050496165
0.04684598
0.068375058
0.026713081
0.051436286
0.02579923
0.031191833
0.025470287
0.052190915
0.052685615
0.032924321
0.041831516
0.039962307
0.046378605
0.046988267
0.036008209
0.037681952
0.037198532
0.055621985
0.052579351
0.034166489
0.043656852
0.032419592
0.06767083
0.0514796
0.045097061
0.034655865
0.031339668
0.0353714
0.021912165
0.019453194
0.027968967
0.031723287
0.03579906
0.030780526
0.050336938
0.029293397
0.029834183
0.028205743
0.026361464
0.028113134
0.029806169
0.03736404
0.031670932
0.031849261
0.03305443
0.040859699
0.04379857
0.036145892
0.045209549
0.029385995
0.033624284
0.04177748
0.047776129
0.036756441
0.034984455
0.035471775
0.042594235
0.032831058
0.041852653
0.038625676
0.036417671
0.051548339
